iter,active_columns,cuts,lp_lb_cny,energy_cost_cny,theta_cny,violation_cny,new_columns,min_reduced_cost,rss_gib,elapsed_min,eta_min
93,66809,93,-412159058.1250918,-411716246.8982329,-412159058.1250918,442811.2268589139,0,0.0,0.31926727294921875,16.62505023876826,17859.773055963662
94,66809,94,-412158613.23957914,-411695235.6537807,-412158613.23957914,463377.58579844236,0,0.0,0.31914520263671875,16.769113969802856,17822.713832628982
95,66809,95,-412158228.3297473,-411711316.5088992,-412158228.3297473,446911.82084810734,0,0.0,0.3190460205078125,16.91447373231252,17787.794718175603
96,66809,96,-412157853.8127088,-411708847.0315602,-412157853.8127088,449006.7811486125,0,0.0,0.3208465576171875,17.05804693698883,17751.740845759712
97,66809,97,-412157459.4121268,-411731412.7081854,-412157459.4121268,426046.7039414048,0,0.0,0.3215141296386719,17.203686424096425,17718.55551367531
98,66809,98,-412157073.41205555,-411725890.8320382,-412157073.41205555,431182.58001732826,0,0.0,0.24484634399414062,17.351476311683655,17688.236596834904
99,66809,99,-412156648.34090483,-411716989.6381076,-412156648.34090483,439658.70279723406,0,0.0,0.3229637145996094,17.503489895661673,17662.789334005018
100,66809,100,-412156320.22460735,-411706470.1159882,-412156320.22460735,449850.1086191535,0,0.0,0.32488250732421875,17.653436716397604,17635.783279681204
101,66809,101,-412155901.5859865,-411691319.0523238,-412155901.5859865,464582.5336626768,0,0.0,0.3216590881347656,17.80641009012858,17612.302590037176
102,66809,102,-412155572.9344113,-411702486.3684449,-412155572.9344113,453086.5659663677,0,0.0,0.3218536376953125,17.958350086212157,17588.26722463159
103,66809,103,-412155362.596771,-411744915.97228384,-412155362.596771,410446.62448716164,0,0.0,0.3242835998535156,18.113883272806802,17568.180556345447
104,66809,104,-412154966.5903841,-411732952.2317729,-412154966.5903841,422014.3586112261,0,0.0,0.3236274719238281,18.26882621049881,17547.910222346047
105,66809,105,-412154716.3434876,-411811472.2174257,-412154716.3434876,343244.12606191635,0,0.0,0.3246002197265625,18.422470684846243,17526.787705359195
106,66809,106,-412154407.5395931,-411757955.7338749,-412154407.5395931,396451.8057181835,0,0.0,0.3232841491699219,18.581873834133148,17511.487781008458
107,66809,107,-412154251.48387146,-411784102.0930726,-412154251.48387146,370149.39079886675,0,0.0,0.324951171875,18.74259717464447,17497.703360437008
108,66809,108,-412154103.24442464,-411821142.98323303,-412154103.24442464,332960.2611916065,0,0.0,0.3261375427246094,19.201286911964417,17759.768076018052
109,66809,109,-412153917.34573126,-411756238.7937557,-412153917.34573126,397678.55197554827,0,0.0,0.327362060546875,19.6801989197731,18035.54816784454
110,66809,110,-412153728.1658178,-411793055.5041098,-412153728.1658178,360672.6617079973,0,0.0,0.32735443115234375,20.188161365191142,18332.685806990394
111,66809,111,-412153507.36211246,-411807785.93255216,-412153507.36211246,345721.4295603037,0,0.0,0.3265342712402344,20.66679583787918,18598.068193242463
112,66809,112,-412153274.21987665,-411803417.8962284,-412153274.21987665,349856.32364827394,0,0.0,0.3277397155761719,21.180934830506644,18890.368020978996
113,66809,113,-412153097.83476496,-411859035.52282566,-412153097.83476496,294062.3119392991,0,0.0,0.2532005310058594,21.68006414969762,19164.217413458817
114,66809,114,-412153010.42517734,-411821409.2936099,-412153010.42517734,331601.1315674186,0,0.0,0.32723236083984375,22.178959119319916,19433.04833852973
115,66809,115,-412152922.8914099,-411824076.22257453,-412152922.8914099,328846.66883534193,0,0.0,0.32776641845703125,22.694566988945006,19711.711510354537
116,66809,116,-412152850.9928999,-411837439.95763844,-412152850.9928999,315411.0352614522,0,0.0,0.3271331787109375,23.245347142219543,20015.847016840144
117,66809,117,-412152762.2077271,-411827797.7344262,-412152762.2077271,324964.47330087423,0,0.0,0.32802581787109375,23.811931069691976,20328.265906273875
118,66809,118,-412152698.4034374,-411814033.5907402,-412152698.4034374,338664.81269717216,0,0.0,0.32869720458984375,24.357608822981515,20617.68376658508
119,66809,119,-412152583.2499707,-411865443.42955583,-412152583.2499707,287139.8204148412,0,0.0,0.3303794860839844,24.874254417419433,20877.860550136727
120,66809,120,-412152456.28054863,-411813651.4755967,-412152456.28054863,338804.8049519062,0,0.0,0.3317298889160156,25.428670370578764,21165.12997177839
121,66809,121,-412152291.913924,-411816923.40361243,-412152291.913924,335368.51031154394,0,0.0,0.3311424255371094,25.716980493068696,21227.985906340564
122,66809,122,-412152110.74846965,-411856091.99918425,-412152110.74846965,296018.7492853999,0,0.0,0.33007049560546875,25.912734425067903,21214.033515630592
123,66809,123,-412151998.19692355,-411849321.4224095,-412151998.19692355,302676.7745140791,0,0.0,0.3299903869628906,26.1004794160525,21193.801484854273
124,66809,124,-412151829.5618802,-411827528.92200637,-412151829.5618802,324300.63987380266,0,0.0,0.3310890197753906,26.283480858802797,21170.072050433777
125,66809,125,-412151599.80876106,-411772505.146719,-412151599.80876106,379094.66204208136,0,0.0,0.3322410583496094,26.473501873016357,21152.32799654007
126,66809,126,-412151425.386609,-411817811.1931137,-412151425.386609,333614.1934953332,0,0.0,0.33246612548828125,26.666958848635357,21137.586095623872
127,66809,127,-412151270.28265166,-411797363.81109494,-412151270.28265166,353906.4715567231,0,0.0,0.3328857421875,26.860807128747304,21123.381026530547
128,66809,128,-412151071.9578881,-411819033.33661205,-412151071.9578881,332038.6212760806,0,0.0,0.3058128356933594,27.060178164641062,21113.70401296119
129,66809,129,-412150924.3290023,-411839462.623189,-412150924.3290023,311461.7058133483,0,0.0,0.3062095642089844,27.251437735557555,21097.894093704406
130,66809,130,-412150811.74830216,-411854603.95177764,-412150811.74830216,296207.7965245247,0,0.0,0.30780792236328125,27.460013631979624,21095.627395583117
131,66809,131,-412150732.3070208,-411877617.553897,-412150732.3070208,273114.7531237602,0,0.0,0.3059234619140625,27.66726803779602,21092.384669211075
132,66809,132,-412150608.82203764,-411865383.01021665,-412150608.82203764,285225.8118209839,0,0.0,0.30506134033203125,27.878447286287944,21092.157375659124
133,66809,133,-412150460.4028845,-411768783.202697,-412150460.4028845,381677.2001875043,0,0.0,0.3045692443847656,28.09052294890086,21092.603423593097
134,66809,134,-412150250.6324935,-411820291.1131429,-412150250.6324935,329959.5193505883,0,0.0,0.3067131042480469,28.32124240398407,21106.934282957263
135,66809,135,-412150127.12674826,-411857155.0340271,-412150127.12674826,292972.0927211642,0,0.0,0.305816650390625,28.544514536857605,21115.54032757989
136,66809,136,-412149984.32515407,-411872376.1311109,-412149984.32515407,277608.1940431595,0,0.0,0.3071174621582031,28.76716385682424,21123.55920145512
137,66809,137,-412149855.89451945,-411870862.8313776,-412149855.89451945,278993.0631418228,0,0.0,0.30693817138671875,28.976273159186047,21121.58807661165
138,66809,138,-412149742.3921417,-411877024.5382538,-412149742.3921417,272717.8538879156,0,0.0,0.3085975646972656,29.186420329411824,21120.393528519737
139,66809,139,-412149634.8780219,-411868446.2698538,-412149634.8780219,281188.60816812515,0,0.0,0.3098030090332031,29.38729180494944,21112.54925851839
140,66809,140,-412149509.38207275,-411893020.2344705,-412149509.38207275,256489.1476022601,0,0.0,0.30873870849609375,29.687689626216887,21175.804900528703
141,66809,141,-412149400.672687,-411891242.65751183,-412149400.672687,258158.01517516375,0,0.0,0.3099250793457031,30.063532145818076,21291.59047198048
142,66809,142,-412149350.11327595,-411894571.9968137,-412149350.11327595,254778.11646223068,0,0.0,0.2130584716796875,0.3021481434504191,212.47823456811233
143,66809,143,-412149270.92116576,-411851140.09999037,-412149270.92116576,298130.82117539644,0,0.0,0.2191925048828125,0.5525943517684937,385.87702226955577
144,66809,144,-412149205.80251795,-411818110.5337576,-412149205.80251795,331095.2687603235,0,0.0,0.22502899169921875,0.9347425500551859,648.1920283216017
145,66809,145,-412149062.8530934,-411843454.1920593,-412149062.8530934,305608.6610341072,0,0.0,0.224151611328125,1.1876915574073792,817.9099342407851
146,66809,146,-412148968.5475108,-411875213.7743413,-412148968.5475108,273754.7731695175,0,0.0,0.23043441772460938,1.4162944475809733,968.6483956763734
147,66809,147,-412148785.68760896,-411874025.5524748,-412148785.68760896,274760.1351341605,0,0.0,0.2720298767089844,1.9661370595296224,1335.5420667021183
148,66809,148,-412148674.22146744,-411904079.07538265,-412148674.22146744,244595.14608478546,0,0.0,0.27515411376953125,2.5656787037849424,1731.001013042798
149,66809,149,-412148575.58927715,-411878146.6514171,-412148575.58927715,270428.93786007166,0,0.0,0.2819786071777344,3.0529170552889506,2045.8847039440068
150,66809,150,-412148410.4961274,-411890047.41154647,-412148410.4961274,258363.0845809579,0,0.0,0.2830162048339844,3.5954319993654886,2393.3592342442935
151,66809,151,-412148285.1008446,-411861322.04310954,-412148285.1008446,286963.0577350855,0,0.0,0.28849029541015625,4.2761325200398765,2827.599708565971
152,66809,152,-412148191.7988534,-411860952.9692247,-412148191.7988534,287238.829628706,0,0.0,0.29113006591796875,4.764702296257019,3129.907861030729
153,66809,153,-412148108.1662978,-411875644.1176058,-412148108.1662978,272464.048691988,0,0.0,0.2929649353027344,5.4531090219815574,3558.6704347568143
154,66809,154,-412148002.8467424,-411874112.0322614,-412148002.8467424,273890.81448102,0,0.0,0.29488372802734375,6.1197644710540775,3967.7532686809445
155,66809,155,-412147834.6305553,-411856948.3599109,-412147834.6305553,290886.27064436674,0,0.0,0.29773712158203125,6.8104323188463844,4387.016870162693
156,66809,156,-412147675.12520385,-411861025.26585114,-412147675.12520385,286649.85935270786,0,0.0,0.297821044921875,7.2138417283693945,4617.0436764571405
157,66809,157,-412147534.71861476,-411849463.6774686,-412147534.71861476,298071.0411461592,0,0.0,0.3028526306152344,7.666649317741394,4875.549476632191
158,66809,158,-412147277.55019426,-411847500.8624749,-412147277.55019426,299776.6877193451,0,0.0,0.30127716064453125,8.400475255648296,5308.356015660995
159,66809,159,-412147066.8119808,-411855329.4556012,-412147066.8119808,291737.3563795686,0,0.0,0.3030242919921875,9.128672262032827,5732.174637192576
160,66809,160,-412146886.95444757,-411831542.7057133,-412146886.95444757,315344.24873429537,0,0.0,0.30541229248046875,9.864692421754201,6155.568071174622
161,66809,161,-412146676.8132474,-411892283.362699,-412146676.8132474,254393.45054841042,0,0.0,0.3120231628417969,10.60104292233785,6573.897666604277
162,66809,162,-412146512.6957386,-411866213.44999534,-412146512.6957386,280299.2457432747,0,0.0,0.3120269775390625,11.320573727289835,6976.687899908411
163,66809,163,-412146369.61696845,-411946876.45262074,-412146369.61696845,199493.16434770823,0,0.0,0.3138008117675781,12.084316889444986,7401.607026328338
164,66809,164,-412146273.30939627,-411914293.3581267,-412146273.30939627,231979.951269567,0,0.0,0.3145599365234375,12.797400907675426,7790.49583547978
165,66809,165,-412146185.23024905,-411926888.2616554,-412146185.23024905,219296.96859365702,0,0.0,0.31064605712890625,13.567468241850536,8209.140557122111
166,66809,166,-412146106.8073793,-411911658.54308915,-412146106.8073793,234448.26429015398,0,0.0,0.3136787414550781,14.340991981824239,8624.810804297838
167,66809,167,-412146009.672544,-411867593.87036777,-412146009.672544,278415.8021762371,0,0.0,0.31807708740234375,15.126321760813395,9042.551379325052
168,66809,168,-412145958.0147216,-411889226.85398585,-412145958.0147216,256731.16073572636,0,0.0,0.31402587890625,15.650960874557494,9300.397178743
169,66809,169,-412145883.8472288,-411862351.9608097,-412145883.8472288,283531.88641911745,0,0.0,0.26457977294921875,16.37163425286611,9670.985911821756
170,66809,170,-412145794.7117491,-411911876.1540449,-412145794.7117491,233918.55770415068,0,0.0,0.32030487060546875,17.183340382575988,10090.663943485652
171,66809,171,-412145745.20073396,-411924936.3026058,-412145745.20073396,220808.8981281519,0,0.0,0.31928253173828125,17.98691770633062,10500.678407633213
172,66809,172,-412145670.0120267,-411905107.7824727,-412145670.0120267,240562.22955399752,0,0.0,0.3201942443847656,18.787927118937173,10904.425514123604
173,66809,173,-412145521.0800827,-411911024.22537816,-412145521.0800827,234496.85470455885,0,0.0,0.3229408264160156,19.548934813340505,11280.413385036662
174,66809,174,-412145329.2570184,-411879033.0821025,-412145329.2570184,266296.17491590977,0,0.0,0.31868743896484375,20.28236393928528,11636.248635649956
175,66809,175,-412145192.8420994,-411896798.70511997,-412145192.8420994,248394.13697946072,0,0.0,0.31884765625,21.000448417663574,11979.255790247236
176,66809,176,-412145041.91022277,-411910033.0184824,-412145041.91022277,235008.89174038172,0,0.0,0.2638893127441406,21.76427934964498,12344.30353294864
177,66809,177,-412144980.2224308,-411888134.8743055,-412144980.2224308,256845.34812533855,0,0.0,0.31555938720703125,22.43332681655884,12651.762614742107
178,66809,178,-412144891.6968245,-411892635.96137685,-412144891.6968245,252255.7354476452,0,0.0,0.2647972106933594,23.231107580661774,13027.952926498987
179,66809,179,-412144782.965031,-411906805.41302013,-412144782.965031,237977.55201089382,0,0.0,0.3260345458984375,24.105113089084625,13442.438512097857
180,66809,180,-412144690.2013484,-411932658.32133305,-412144690.2013484,212031.88001537323,0,0.0,0.3272132873535156,24.860212457180022,13786.36893042061
181,66809,181,-412144618.59312594,-411903756.4429807,-412144618.59312594,240862.15014523268,0,0.0,0.3048744201660156,25.583247419198354,14108.80759191691
182,66809,182,-412144503.45795065,-411914433.64170235,-412144503.45795065,230069.8162482977,0,0.0,0.3070793151855469,26.31234889427821,14431.022208401442
183,66809,183,-412144400.3598519,-411913619.7873686,-412144400.3598519,230780.57248330116,0,0.0,0.30328369140625,27.150064361095428,14808.950679406898
184,66809,184,-412144329.1671008,-411923470.31788325,-412144329.1671008,220858.84921753407,0,0.0,0.3090782165527344,28.054754249254863,15219.094294258823
185,66809,185,-412144245.9985354,-411942022.9019085,-412144245.9985354,202223.09662687778,0,0.0,0.3094024658203125,28.969226507345834,15630.072128814727
186,66809,186,-412144170.50555956,-411922213.9514296,-412144170.50555956,221956.55412995815,0,0.0,0.3108711242675781,29.776333069801332,15979.004887253494
187,66809,187,-412144081.3310169,-411878030.2701881,-412144081.3310169,266051.06082880497,0,0.0,0.2505836486816406,30.625169010957084,16346.47055877358
188,66809,188,-412143994.683229,-411938159.22570235,-412143994.683229,205835.4575266838,0,0.0,0.2297821044921875,1.1815823912620544,627.3196895566392
189,66809,189,-412143883.63093406,-411917813.0538295,-412143883.63093406,226070.57710456848,0,0.0,0.23685455322265625,2.049896474679311,1082.5514128794534
