tasks,columns,iterations,final_gap,total_s,energy_subproblem_s,lambda_support_mean,lambda_support_max,coef_density_mean,coef_density_max,dense_bytes_total,sparse_payload_bytes_est_total,rss_mb
40,3139,2,0.0,0.08985400199890137,0.03734445571899414,4.071428571428571,12,0.033518408956446546,0.09652755654667092,351568,17900,518.20703125
100,5435,2,0.0,0.1226201057434082,0.03829765319824219,3.357142857142857,12,0.025732684978315153,0.10597976080956761,608720,23720,518.20703125
500,30152,4,0.0,1.533371925354004,0.06276440620422363,3.5,12,0.02792168800882545,0.09840143274078005,9166208,384512,518.20703125
