TaskID,任务类型,源区域,目标区域,到达小时,开工小时,完成小时,等待_h,时延_ms,是否迁移
3713,RealTimeInference,RegionA,RegionC,1943,1943,1944.4666666666667,0.0,15.0,True
3714,BatchInference,RegionB,RegionF,722,812,813.9333333333333,90.0,79.0,True
3715,RealTimeInference,RegionB,RegionC,176,176,182.65,0.0,14.0,True
3716,RealTimeInference,RegionB,RegionC,1491,1491,1497.1,0.0,14.0,True
3717,BatchInference,RegionE,RegionA,858,858,858.5833333333334,0.0,78.0,True
3718,BatchInference,RegionF,RegionD,1029,1029,1031.2333333333333,0.0,25.0,True
3719,BatchInference,RegionA,RegionD,1856,1856,1858.2,0.0,65.0,True
3720,RealTimeInference,RegionA,RegionB,427,427,430.26666666666665,0.0,12.0,True
3721,AITraining,RegionD,RegionA,214,214,219.95,0.0,65.0,True
3722,AITraining,RegionE,RegionA,720,720,724.3666666666667,0.0,78.0,True
3723,RealTimeInference,RegionC,RegionC,119,119,120.41666666666667,0.0,5.0,False
3724,BatchInference,RegionE,RegionE,2109,2109,2111.633333333333,0.0,5.0,False
3725,RealTimeInference,RegionF,RegionE,290,290,294.81666666666666,0.0,18.0,True
3726,RealTimeInference,RegionA,RegionA,1821,1821,1823.75,0.0,5.0,False
3727,AITraining,RegionD,RegionB,2374,2374,2375.516666666667,0.0,60.0,True
3728,BatchInference,RegionC,RegionB,1716,1716,1720.7,0.0,14.0,True
3729,RealTimeInference,RegionB,RegionB,1334,1334,1335.1666666666667,0.0,5.0,False
3730,RealTimeInference,RegionC,RegionC,451,451,456.65,0.0,5.0,False
3731,BatchInference,RegionF,RegionC,932,932,936.45,0.0,76.0,True
3732,RealTimeInference,RegionA,RegionC,971,971,974.45,0.0,15.0,True
3733,AITraining,RegionD,RegionE,1689,1703,1704.8,14.0,22.0,True
3734,RealTimeInference,RegionB,RegionA,1538,1538,1540.5833333333333,0.0,12.0,True
3735,RealTimeInference,RegionB,RegionB,301,301,304.3,0.0,5.0,False
3736,BatchInference,RegionD,RegionD,2396,2396,2402.6,0.0,5.0,False
3737,BatchInference,RegionE,RegionF,222,300,302.9,78.0,18.0,True
3738,BatchInference,RegionF,RegionE,593,593,593.2833333333333,0.0,18.0,True
3739,RealTimeInference,RegionA,RegionA,1863,1863,1864.0833333333333,0.0,5.0,False
3740,RealTimeInference,RegionA,RegionA,1586,1586,1592.1333333333334,0.0,5.0,False
3741,BatchInference,RegionC,RegionD,558,558,563.7166666666667,0.0,58.0,True
3742,BatchInference,RegionD,RegionD,795,795,800.8,0.0,5.0,False
3743,AITraining,RegionE,RegionF,1468,1468,1474.4,0.0,18.0,True
3744,BatchInference,RegionF,RegionD,828,828,832.9333333333333,0.0,25.0,True
3745,BatchInference,RegionA,RegionD,521,521,525.0,0.0,65.0,True
3746,RealTimeInference,RegionA,RegionA,2329,2329,2329.95,0.0,5.0,False
3747,RealTimeInference,RegionB,RegionB,1149,1149,1149.25,0.0,5.0,False
3748,RealTimeInference,RegionB,RegionA,455,455,461.0833333333333,0.0,12.0,True
3749,BatchInference,RegionD,RegionE,1878,1878,1883.3666666666666,0.0,22.0,True
3750,BatchInference,RegionE,RegionD,701,701,706.6,0.0,22.0,True
3751,BatchInference,RegionF,RegionE,900,905,906.4666666666667,5.0,18.0,True
3752,BatchInference,RegionA,RegionD,642,642,648.4833333333333,0.0,65.0,True
3753,AITraining,RegionD,RegionF,696,696,701.95,0.0,25.0,True
3754,AITraining,RegionD,RegionE,2264,2275,2276.366666666667,11.0,22.0,True
3755,RealTimeInference,RegionB,RegionC,354,354,356.03333333333336,0.0,14.0,True
3756,BatchInference,RegionD,RegionC,2137,2138,2138.866666666667,1.0,58.0,True
3757,BatchInference,RegionE,RegionD,886,886,891.9666666666667,0.0,22.0,True
3758,AITraining,RegionA,RegionB,1939,1939,1939.3166666666666,0.0,12.0,True
3759,BatchInference,RegionA,RegionC,1143,1143,1143.6666666666667,0.0,15.0,True
3760,RealTimeInference,RegionA,RegionC,1753,1753,1757.3,0.0,15.0,True
3761,AITraining,RegionD,RegionD,1010,1010,1014.65,0.0,5.0,False
3762,RealTimeInference,RegionB,RegionC,1340,1340,1340.1833333333334,0.0,14.0,True
3763,BatchInference,RegionE,RegionD,2373,2373,2376.4666666666667,0.0,22.0,True
3764,RealTimeInference,RegionE,RegionE,610,610,612.7333333333333,0.0,5.0,False
3765,AITraining,RegionB,RegionC,20,20,23.85,0.0,14.0,True
3766,BatchInference,RegionB,RegionE,181,181,184.6,0.0,74.0,True
3767,RealTimeInference,RegionB,RegionC,1927,1927,1933.4166666666667,0.0,14.0,True
3768,AITraining,RegionE,RegionE,2065,2065,2069.3,0.0,5.0,False
3769,RealTimeInference,RegionC,RegionC,1743,1743,1749.25,0.0,5.0,False
3770,AITraining,RegionF,RegionC,1615,1615,1616.3833333333334,0.0,76.0,True
3771,BatchInference,RegionA,RegionE,401,401,402.0833333333333,0.0,78.0,True
3772,BatchInference,RegionA,RegionD,2028,2028,2032.15,0.0,65.0,True
3773,RealTimeInference,RegionA,RegionA,340,340,344.56666666666666,0.0,5.0,False
3774,AITraining,RegionD,RegionD,50,50,51.31666666666667,0.0,5.0,False
3775,AITraining,RegionE,RegionE,1665,1665,1668.45,0.0,5.0,False
3776,RealTimeInference,RegionC,RegionA,543,543,544.0833333333334,0.0,15.0,True
3777,BatchInference,RegionF,RegionB,1211,1211,1216.9333333333334,0.0,79.0,True
3778,RealTimeInference,RegionA,RegionC,371,371,373.28333333333336,0.0,15.0,True
3779,RealTimeInference,RegionA,RegionB,1965,1965,1970.0166666666667,0.0,12.0,True
3780,AITraining,RegionD,RegionD,1248,1248,1249.2166666666667,0.0,5.0,False
3781,RealTimeInference,RegionB,RegionB,1881,1881,1881.95,0.0,5.0,False
3782,AITraining,RegionE,RegionB,2390,2390,2395.766666666667,0.0,74.0,True
3783,RealTimeInference,RegionC,RegionB,1863,1863,1864.15,0.0,14.0,True
3784,BatchInference,RegionF,RegionF,567,569,570.2333333333333,2.0,5.0,False
3785,AITraining,RegionC,RegionB,1660,1673,1673.5666666666666,13.0,14.0,True
3786,RealTimeInference,RegionA,RegionB,1517,1517,1518.1333333333334,0.0,12.0,True
3787,AITraining,RegionD,RegionD,1901,1901,1907.1,0.0,5.0,False
3788,AITraining,RegionE,RegionD,5,9,9.95,4.0,22.0,True
3789,AITraining,RegionF,RegionF,289,289,290.0833333333333,0.0,5.0,False
3790,BatchInference,RegionF,RegionC,1363,1363,1364.3,0.0,76.0,True
3791,AITraining,RegionB,RegionF,133,133,139.65,0.0,79.0,True
3792,BatchInference,RegionB,RegionD,1744,1744,1748.4333333333334,0.0,60.0,True
3793,BatchInference,RegionB,RegionE,2221,2229,2231.3333333333335,8.0,74.0,True
3794,AITraining,RegionE,RegionB,848,848,853.4166666666666,0.0,74.0,True
3795,AITraining,RegionE,RegionE,331,331,331.18333333333334,0.0,5.0,False
3796,AITraining,RegionF,RegionD,1375,1382,1384.5666666666666,7.0,25.0,True
3797,AITraining,RegionF,RegionE,224,284,285.1666666666667,60.0,18.0,True
3798,AITraining,RegionC,RegionF,1490,1490,1495.6833333333334,0.0,76.0,True
3799,RealTimeInference,RegionA,RegionB,454,454,456.3333333333333,0.0,12.0,True
3800,BatchInference,RegionC,RegionB,1497,1503,1503.9833333333333,6.0,14.0,True
3801,BatchInference,RegionD,RegionD,167,167,170.11666666666667,0.0,5.0,False
3802,BatchInference,RegionD,RegionC,1500,1500,1502.9833333333333,0.0,58.0,True
3803,RealTimeInference,RegionC,RegionA,2288,2288,2293.75,0.0,15.0,True
3804,AITraining,RegionA,RegionD,274,274,276.6166666666667,0.0,65.0,True
3805,AITraining,RegionD,RegionE,838,838,840.2333333333333,0.0,22.0,True
3806,RealTimeInference,RegionA,RegionA,1371,1371,1372.7166666666667,0.0,5.0,False
3807,RealTimeInference,RegionB,RegionC,2210,2210,2211.616666666667,0.0,14.0,True
3808,RealTimeInference,RegionC,RegionC,1959,1959,1962.55,0.0,5.0,False
3809,AITraining,RegionF,RegionE,2376,2376,2377.633333333333,0.0,18.0,True
3810,AITraining,RegionF,RegionC,859,859,863.6666666666666,0.0,76.0,True
3811,AITraining,RegionC,RegionE,923,925,925.6,2.0,70.0,True
3812,BatchInference,RegionB,RegionD,1444,1460,1463.25,16.0,60.0,True
3813,BatchInference,RegionC,RegionA,2062,2062,2062.6833333333334,0.0,15.0,True
3814,AITraining,RegionE,RegionD,1732,1732,1736.1,0.0,22.0,True
3815,BatchInference,RegionD,RegionD,223,223,228.43333333333334,0.0,5.0,False
3816,RealTimeInference,RegionC,RegionB,1527,1527,1528.4833333333333,0.0,14.0,True
3817,BatchInference,RegionA,RegionD,1853,1853,1858.2833333333333,0.0,65.0,True
3818,BatchInference,RegionA,RegionE,2053,2053,2058.016666666667,0.0,78.0,True
3819,AITraining,RegionD,RegionD,502,502,504.1333333333333,0.0,5.0,False
3820,BatchInference,RegionC,RegionC,2178,2178,2181.9333333333334,0.0,5.0,False
3821,AITraining,RegionE,RegionB,2182,2182,2184.1,0.0,74.0,True
3822,BatchInference,RegionE,RegionA,1851,1863,1865.0666666666666,12.0,78.0,True
3823,AITraining,RegionF,RegionF,1507,1507,1512.1833333333334,0.0,5.0,False
3824,AITraining,RegionB,RegionF,268,268,273.75,0.0,79.0,True
3825,RealTimeInference,RegionA,RegionC,1875,1875,1881.4333333333334,0.0,15.0,True
3826,RealTimeInference,RegionB,RegionC,328,328,330.18333333333334,0.0,14.0,True
3827,BatchInference,RegionC,RegionE,732,734,736.7166666666667,2.0,70.0,True
3828,BatchInference,RegionD,RegionF,315,315,321.0833333333333,0.0,25.0,True
3829,RealTimeInference,RegionC,RegionC,674,674,679.5166666666667,0.0,5.0,False
3830,BatchInference,RegionA,RegionD,458,458,460.9166666666667,0.0,65.0,True
3831,AITraining,RegionD,RegionC,606,606,608.4333333333333,0.0,58.0,True
3832,BatchInference,RegionB,RegionD,616,616,619.3,0.0,60.0,True
3833,RealTimeInference,RegionB,RegionC,2132,2132,2133.9166666666665,0.0,14.0,True
3834,AITraining,RegionE,RegionA,92,92,94.25,0.0,78.0,True
3835,BatchInference,RegionE,RegionD,1706,1706,1711.3666666666666,0.0,22.0,True
3836,AITraining,RegionF,RegionF,2217,2217,2220.4,0.0,5.0,False
3837,RealTimeInference,RegionA,RegionC,1941,1941,1945.7333333333333,0.0,15.0,True
3838,BatchInference,RegionB,RegionC,1720,1720,1721.05,0.0,14.0,True
3839,BatchInference,RegionB,RegionD,87,87,92.78333333333333,0.0,60.0,True
3840,BatchInference,RegionC,RegionB,774,774,778.1833333333333,0.0,14.0,True
3841,RealTimeInference,RegionC,RegionC,90,90,94.96666666666667,0.0,5.0,False
3842,RealTimeInference,RegionC,RegionA,2128,2128,2128.3333333333335,0.0,15.0,True
3843,AITraining,RegionF,RegionD,1375,1375,1381.55,0.0,25.0,True
3844,BatchInference,RegionA,RegionD,2370,2370,2374.9333333333334,0.0,65.0,True
3845,BatchInference,RegionB,RegionE,1336,1338,1338.9333333333334,2.0,74.0,True
3846,BatchInference,RegionC,RegionE,2171,2171,2172.9333333333334,0.0,70.0,True
3847,AITraining,RegionE,RegionB,1823,1888,1890.2,65.0,74.0,True
3848,BatchInference,RegionE,RegionE,1245,1245,1250.2333333333333,0.0,5.0,False
3849,AITraining,RegionF,RegionC,540,540,545.7666666666667,0.0,76.0,True
3850,BatchInference,RegionA,RegionE,703,703,704.05,0.0,78.0,True
3851,BatchInference,RegionB,RegionF,928,928,929.1333333333333,0.0,79.0,True
3852,BatchInference,RegionB,RegionD,1523,1523,1528.3833333333334,0.0,60.0,True
3853,BatchInference,RegionC,RegionD,193,200,201.65,7.0,58.0,True
3854,RealTimeInference,RegionC,RegionC,1446,1446,1446.9,0.0,5.0,False
3855,BatchInference,RegionE,RegionD,1867,1867,1867.5,0.0,22.0,True
3856,RealTimeInference,RegionF,RegionE,658,658,659.0166666666667,0.0,18.0,True
3857,AITraining,RegionC,RegionF,2192,2232,2233.266666666667,40.0,76.0,True
3858,BatchInference,RegionB,RegionA,746,746,748.8166666666667,0.0,12.0,True
3859,RealTimeInference,RegionB,RegionA,628,628,632.0166666666667,0.0,12.0,True
3860,RealTimeInference,RegionB,RegionA,974,974,975.2833333333333,0.0,12.0,True
3861,RealTimeInference,RegionC,RegionA,168,168,170.08333333333334,0.0,15.0,True
3862,BatchInference,RegionF,RegionD,2353,2353,2357.483333333333,0.0,25.0,True
3863,RealTimeInference,RegionA,RegionA,1805,1805,1806.95,0.0,5.0,False
3864,BatchInference,RegionA,RegionE,1514,1514,1517.0666666666666,0.0,78.0,True
3865,RealTimeInference,RegionA,RegionA,840,840,840.5333333333333,0.0,5.0,False
3866,AITraining,RegionD,RegionF,142,142,147.0,0.0,25.0,True
3867,AITraining,RegionE,RegionD,1298,1298,1301.25,0.0,22.0,True
3868,BatchInference,RegionE,RegionE,605,666,668.3333333333334,61.0,5.0,False
3869,BatchInference,RegionF,RegionD,1836,1836,1840.9,0.0,25.0,True
3870,AITraining,RegionC,RegionC,665,665,666.8166666666667,0.0,5.0,False
3871,AITraining,RegionD,RegionD,1235,1235,1241.45,0.0,5.0,False
3872,RealTimeInference,RegionB,RegionA,102,102,106.16666666666667,0.0,12.0,True
3873,BatchInference,RegionD,RegionD,2045,2045,2048.0833333333335,0.0,5.0,False
3874,RealTimeInference,RegionC,RegionB,1876,1876,1881.8333333333333,0.0,14.0,True
3875,BatchInference,RegionE,RegionF,639,639,643.7666666666667,0.0,18.0,True
3876,RealTimeInference,RegionA,RegionB,2237,2237,2240.866666666667,0.0,12.0,True
3877,AITraining,RegionD,RegionB,1356,1356,1356.8333333333333,0.0,60.0,True
3878,AITraining,RegionD,RegionF,1210,1210,1211.6166666666666,0.0,25.0,True
3879,BatchInference,RegionC,RegionB,1187,1187,1191.2666666666667,0.0,14.0,True
3880,AITraining,RegionE,RegionB,602,602,606.2166666666667,0.0,74.0,True
3881,AITraining,RegionF,RegionE,1810,1810,1812.6,0.0,18.0,True
3882,BatchInference,RegionF,RegionD,460,460,464.78333333333336,0.0,25.0,True
3883,AITraining,RegionB,RegionC,1961,1961,1967.4666666666667,0.0,14.0,True
3884,RealTimeInference,RegionA,RegionA,571,571,573.55,0.0,5.0,False
3885,AITraining,RegionD,RegionD,2256,2256,2257.0666666666666,0.0,5.0,False
3886,RealTimeInference,RegionB,RegionB,1261,1261,1263.8333333333333,0.0,5.0,False
3887,RealTimeInference,RegionC,RegionB,1645,1645,1648.45,0.0,14.0,True
3888,AITraining,RegionF,RegionD,902,908,908.6666666666666,6.0,25.0,True
3889,BatchInference,RegionA,RegionD,1463,1463,1469.0333333333333,0.0,65.0,True
3890,RealTimeInference,RegionA,RegionB,1336,1336,1338.45,0.0,12.0,True
3891,RealTimeInference,RegionA,RegionB,799,799,800.4333333333333,0.0,12.0,True
3892,AITraining,RegionD,RegionF,2156,2156,2162.3166666666666,0.0,25.0,True
3893,RealTimeInference,RegionB,RegionC,1138,1138,1139.6,0.0,14.0,True
3894,RealTimeInference,RegionC,RegionC,92,92,95.9,0.0,5.0,False
3895,RealTimeInference,RegionD,RegionD,2205,2205,2207.15,0.0,5.0,False
3896,BatchInference,RegionA,RegionD,357,357,362.6,0.0,65.0,True
3897,AITraining,RegionD,RegionA,1615,1615,1618.3,0.0,65.0,True
3898,RealTimeInference,RegionB,RegionA,2008,2008,2009.75,0.0,12.0,True
3899,BatchInference,RegionC,RegionD,2095,2101,2103.0333333333333,6.0,58.0,True
3900,RealTimeInference,RegionC,RegionC,1478,1478,1480.35,0.0,5.0,False
3901,BatchInference,RegionE,RegionD,605,645,647.1666666666666,40.0,22.0,True
3902,AITraining,RegionF,RegionE,1751,1751,1753.1833333333334,0.0,18.0,True
3903,BatchInference,RegionA,RegionB,1581,1582,1582.8,1.0,12.0,True
3904,BatchInference,RegionB,RegionD,49,49,52.483333333333334,0.0,60.0,True
3905,BatchInference,RegionC,RegionE,1412,1412,1415.0333333333333,0.0,70.0,True
3906,BatchInference,RegionD,RegionE,1261,1261,1265.9333333333334,0.0,22.0,True
3907,BatchInference,RegionD,RegionA,2297,2299,2299.35,2.0,65.0,True
3908,RealTimeInference,RegionC,RegionB,883,883,885.3333333333334,0.0,14.0,True
3909,AITraining,RegionB,RegionD,1819,1819,1820.9166666666667,0.0,60.0,True
3910,AITraining,RegionD,RegionF,1702,1702,1706.1833333333334,0.0,25.0,True
3911,BatchInference,RegionB,RegionF,1182,1182,1188.6,0.0,79.0,True
3912,RealTimeInference,RegionB,RegionA,1736,1736,1738.5,0.0,12.0,True
3913,AITraining,RegionE,RegionE,1696,1696,1698.0166666666667,0.0,5.0,False
3914,RealTimeInference,RegionC,RegionA,352,352,354.6,0.0,15.0,True
3915,RealTimeInference,RegionE,RegionE,851,851,854.5333333333333,0.0,5.0,False
3916,BatchInference,RegionA,RegionE,1944,2234,2235.5666666666666,290.0,78.0,True
3917,AITraining,RegionD,RegionD,1373,1410,1411.35,37.0,5.0,False
3918,RealTimeInference,RegionB,RegionB,1539,1539,1543.8333333333333,0.0,5.0,False
3919,RealTimeInference,RegionB,RegionC,27,27,31.733333333333334,0.0,14.0,True
3920,BatchInference,RegionD,RegionD,1119,1119,1123.0333333333333,0.0,5.0,False
3921,BatchInference,RegionE,RegionB,716,716,721.5833333333334,0.0,74.0,True
3922,AITraining,RegionA,RegionF,1892,1892,1893.6333333333334,0.0,82.0,True
3923,AITraining,RegionD,RegionC,2326,2326,2331.983333333333,0.0,58.0,True
3924,RealTimeInference,RegionA,RegionB,816,816,817.6,0.0,12.0,True
3925,RealTimeInference,RegionB,RegionB,1563,1563,1565.7166666666667,0.0,5.0,False
3926,BatchInference,RegionD,RegionF,2268,2268,2272.55,0.0,25.0,True
3927,BatchInference,RegionE,RegionF,172,172,174.16666666666666,0.0,18.0,True
3928,BatchInference,RegionF,RegionF,2397,2397,2400.0333333333333,0.0,5.0,False
3929,BatchInference,RegionA,RegionD,2023,2032,2034.2833333333333,9.0,65.0,True
3930,AITraining,RegionD,RegionE,1898,1898,1899.9833333333333,0.0,22.0,True
3931,RealTimeInference,RegionB,RegionA,109,109,110.33333333333333,0.0,12.0,True
3932,RealTimeInference,RegionB,RegionA,630,630,636.5,0.0,12.0,True
3933,BatchInference,RegionD,RegionE,1229,1229,1234.8833333333334,0.0,22.0,True
3934,AITraining,RegionF,RegionB,1935,1935,1937.9166666666667,0.0,79.0,True
3935,RealTimeInference,RegionA,RegionC,1178,1178,1178.4666666666667,0.0,15.0,True
3936,BatchInference,RegionA,RegionB,734,734,737.2166666666667,0.0,12.0,True
3937,BatchInference,RegionB,RegionB,1002,1007,1007.3166666666667,5.0,5.0,False
3938,RealTimeInference,RegionB,RegionC,488,488,493.95,0.0,14.0,True
3939,BatchInference,RegionD,RegionD,2019,2082,2083.133333333333,63.0,5.0,False
3940,RealTimeInference,RegionC,RegionC,1481,1481,1483.6333333333334,0.0,5.0,False
3941,AITraining,RegionF,RegionF,1968,2116,2116.3,148.0,5.0,False
3942,AITraining,RegionB,RegionF,1786,1786,1790.7,0.0,79.0,True
3943,BatchInference,RegionB,RegionD,1949,1967,1967.2833333333333,18.0,60.0,True
3944,AITraining,RegionD,RegionD,489,494,496.23333333333335,5.0,5.0,False
3945,BatchInference,RegionC,RegionB,2099,2099,2102.55,0.0,14.0,True
3946,AITraining,RegionE,RegionD,2356,2357,2357.233333333333,1.0,22.0,True
3947,RealTimeInference,RegionC,RegionB,1063,1063,1067.7166666666667,0.0,14.0,True
3948,RealTimeInference,RegionF,RegionE,2382,2382,2387.5,0.0,18.0,True
3949,RealTimeInference,RegionA,RegionC,598,598,600.4166666666666,0.0,15.0,True
3950,BatchInference,RegionB,RegionE,1888,1888,1893.5666666666666,0.0,74.0,True
3951,AITraining,RegionD,RegionB,554,554,559.7833333333333,0.0,60.0,True
3952,BatchInference,RegionD,RegionE,668,668,669.7333333333333,0.0,22.0,True
3953,RealTimeInference,RegionC,RegionA,1116,1116,1122.5,0.0,15.0,True
3954,BatchInference,RegionF,RegionD,1718,1718,1723.75,0.0,25.0,True
3955,AITraining,RegionB,RegionE,1458,1458,1460.4,0.0,74.0,True
3956,RealTimeInference,RegionA,RegionB,1187,1187,1192.4666666666667,0.0,12.0,True
3957,BatchInference,RegionB,RegionF,2169,2171,2173.8166666666666,2.0,79.0,True
3958,AITraining,RegionE,RegionF,314,314,319.28333333333336,0.0,18.0,True
3959,AITraining,RegionE,RegionE,793,793,794.4166666666666,0.0,5.0,False
3960,AITraining,RegionF,RegionF,750,814,815.2166666666667,64.0,5.0,False
3961,RealTimeInference,RegionF,RegionF,684,684,688.6333333333333,0.0,5.0,False
3962,AITraining,RegionC,RegionB,1321,1321,1325.6166666666666,0.0,14.0,True
3963,BatchInference,RegionB,RegionE,1233,1408,1411.9333333333334,175.0,74.0,True
3964,BatchInference,RegionC,RegionF,1484,1484,1487.7166666666667,0.0,76.0,True
3965,RealTimeInference,RegionB,RegionC,2188,2188,2191.65,0.0,14.0,True
3966,AITraining,RegionE,RegionE,1440,1440,1440.8,0.0,5.0,False
3967,RealTimeInference,RegionC,RegionC,52,52,52.43333333333333,0.0,5.0,False
3968,RealTimeInference,RegionA,RegionA,2122,2122,2123.266666666667,0.0,5.0,False
3969,BatchInference,RegionA,RegionE,1527,1527,1532.5333333333333,0.0,78.0,True
3970,BatchInference,RegionB,RegionE,1687,1687,1691.1833333333334,0.0,74.0,True
3971,BatchInference,RegionC,RegionF,667,667,668.05,0.0,76.0,True
3972,RealTimeInference,RegionC,RegionB,892,892,897.7,0.0,14.0,True
3973,RealTimeInference,RegionC,RegionA,2061,2061,2063.2833333333333,0.0,15.0,True
3974,RealTimeInference,RegionE,RegionE,771,771,772.5833333333334,0.0,5.0,False
3975,AITraining,RegionC,RegionD,2153,2153,2159.383333333333,0.0,58.0,True
3976,AITraining,RegionD,RegionF,2257,2257,2261.45,0.0,25.0,True
3977,AITraining,RegionD,RegionD,466,466,470.23333333333335,0.0,5.0,False
3978,BatchInference,RegionD,RegionD,1886,1886,1888.4166666666667,0.0,5.0,False
3979,RealTimeInference,RegionC,RegionC,477,477,481.6166666666667,0.0,5.0,False
3980,RealTimeInference,RegionC,RegionA,71,71,72.73333333333333,0.0,15.0,True
3981,BatchInference,RegionA,RegionD,1426,1426,1430.3833333333334,0.0,65.0,True
3982,BatchInference,RegionA,RegionD,1485,1485,1488.75,0.0,65.0,True
3983,RealTimeInference,RegionA,RegionA,1810,1810,1811.3,0.0,5.0,False
3984,AITraining,RegionD,RegionE,2142,2159,2160.366666666667,17.0,22.0,True
3985,BatchInference,RegionD,RegionF,705,705,708.6166666666667,0.0,25.0,True
3986,AITraining,RegionF,RegionE,1247,1247,1251.5833333333333,0.0,18.0,True
3987,RealTimeInference,RegionE,RegionE,485,485,490.7,0.0,5.0,False
3988,RealTimeInference,RegionA,RegionB,527,527,527.9333333333333,0.0,12.0,True
3989,AITraining,RegionD,RegionC,583,583,586.65,0.0,58.0,True
3990,AITraining,RegionD,RegionF,928,929,929.3166666666667,1.0,25.0,True
3991,BatchInference,RegionD,RegionE,513,513,517.5,0.0,22.0,True
3992,RealTimeInference,RegionC,RegionA,533,533,535.3333333333334,0.0,15.0,True
3993,RealTimeInference,RegionC,RegionC,1740,1740,1743.95,0.0,5.0,False
3994,AITraining,RegionA,RegionE,457,457,461.01666666666665,0.0,78.0,True
3995,RealTimeInference,RegionA,RegionC,77,77,83.13333333333334,0.0,15.0,True
3996,BatchInference,RegionB,RegionD,1766,1766,1771.4166666666667,0.0,60.0,True
3997,RealTimeInference,RegionB,RegionA,804,804,809.65,0.0,12.0,True
3998,RealTimeInference,RegionB,RegionA,134,134,138.46666666666667,0.0,12.0,True
3999,AITraining,RegionF,RegionE,2103,2103,2107.0666666666666,0.0,18.0,True
4000,AITraining,RegionF,RegionD,242,242,245.61666666666667,0.0,25.0,True
4001,BatchInference,RegionA,RegionE,487,500,501.43333333333334,13.0,78.0,True
4002,BatchInference,RegionB,RegionD,177,875,876.45,698.0,60.0,True
4003,RealTimeInference,RegionB,RegionA,1235,1235,1239.65,0.0,12.0,True
4004,AITraining,RegionE,RegionB,42,42,47.8,0.0,74.0,True
4005,RealTimeInference,RegionC,RegionA,507,507,513.6166666666667,0.0,15.0,True
4006,AITraining,RegionF,RegionC,841,841,842.7333333333333,0.0,76.0,True
4007,AITraining,RegionF,RegionD,819,835,836.0333333333333,16.0,25.0,True
4008,RealTimeInference,RegionA,RegionC,1439,1439,1444.4166666666667,0.0,15.0,True
4009,RealTimeInference,RegionA,RegionB,371,371,376.65,0.0,12.0,True
4010,RealTimeInference,RegionB,RegionA,1136,1136,1140.8,0.0,12.0,True
4011,AITraining,RegionE,RegionE,1424,1424,1427.7833333333333,0.0,5.0,False
4012,BatchInference,RegionE,RegionF,657,657,660.3,0.0,18.0,True
4013,AITraining,RegionF,RegionF,990,990,995.25,0.0,5.0,False
4014,AITraining,RegionB,RegionE,2335,2335,2340.0833333333335,0.0,74.0,True
4015,RealTimeInference,RegionA,RegionB,405,405,405.81666666666666,0.0,12.0,True
4016,AITraining,RegionD,RegionF,57,57,60.2,0.0,25.0,True
4017,AITraining,RegionE,RegionE,888,888,891.2,0.0,5.0,False
4018,AITraining,RegionE,RegionF,784,784,787.2833333333333,0.0,18.0,True
4019,BatchInference,RegionE,RegionE,703,703,708.55,0.0,5.0,False
4020,AITraining,RegionF,RegionD,17,17,22.916666666666668,0.0,25.0,True
4021,AITraining,RegionC,RegionC,404,404,405.73333333333335,0.0,5.0,False
4022,RealTimeInference,RegionA,RegionC,2065,2065,2066.65,0.0,15.0,True
4023,AITraining,RegionD,RegionC,1944,1944,1944.6166666666666,0.0,58.0,True
4024,BatchInference,RegionD,RegionE,758,759,759.55,1.0,22.0,True
4025,BatchInference,RegionD,RegionD,439,457,458.0833333333333,18.0,5.0,False
4026,RealTimeInference,RegionC,RegionA,1453,1453,1457.95,0.0,15.0,True
4027,BatchInference,RegionA,RegionB,1737,1737,1741.8333333333333,0.0,12.0,True
4028,RealTimeInference,RegionA,RegionB,2106,2106,2107.25,0.0,12.0,True
4029,RealTimeInference,RegionA,RegionB,1669,1669,1673.3,0.0,12.0,True
4030,RealTimeInference,RegionB,RegionC,1287,1287,1289.8833333333334,0.0,14.0,True
4031,RealTimeInference,RegionB,RegionB,1908,1908,1910.9833333333333,0.0,5.0,False
4032,RealTimeInference,RegionC,RegionA,2128,2128,2133.9,0.0,15.0,True
4033,RealTimeInference,RegionE,RegionE,2030,2030,2031.3166666666666,0.0,5.0,False
4034,BatchInference,RegionA,RegionC,1180,1452,1453.4833333333333,272.0,15.0,True
4035,AITraining,RegionD,RegionB,166,166,170.63333333333333,0.0,60.0,True
4036,RealTimeInference,RegionB,RegionA,1343,1343,1346.2833333333333,0.0,12.0,True
4037,BatchInference,RegionD,RegionE,473,473,477.95,0.0,22.0,True
4038,BatchInference,RegionD,RegionD,1161,1161,1165.6333333333334,0.0,5.0,False
4039,BatchInference,RegionE,RegionE,1277,1277,1282.45,0.0,5.0,False
4040,AITraining,RegionA,RegionD,1818,1818,1818.5166666666667,0.0,65.0,True
4041,RealTimeInference,RegionA,RegionB,2268,2268,2268.95,0.0,12.0,True
4042,BatchInference,RegionB,RegionD,1190,1190,1192.8666666666666,0.0,60.0,True
4043,BatchInference,RegionC,RegionA,773,807,808.8333333333334,34.0,15.0,True
4044,RealTimeInference,RegionB,RegionB,1948,1948,1950.8666666666666,0.0,5.0,False
4045,AITraining,RegionF,RegionC,1505,1505,1507.45,0.0,76.0,True
4046,RealTimeInference,RegionE,RegionE,52,52,57.61666666666667,0.0,5.0,False
