TaskID,任务类型,源区域,目标区域,到达小时,开工小时,完成小时,等待_h,时延_ms,是否迁移
1,AITraining,RegionD,RegionA,456,456,460.6666666666667,0.0,65.0,True
2,RealTimeInference,RegionB,RegionB,1126,1126,1129.3,0.0,5.0,False
3,RealTimeInference,RegionB,RegionA,914,914,917.7333333333333,0.0,12.0,True
4,RealTimeInference,RegionC,RegionA,419,419,420.6166666666667,0.0,15.0,True
5,AITraining,RegionF,RegionD,2233,2233,2235.6833333333334,0.0,25.0,True
6,RealTimeInference,RegionA,RegionB,1728,1728,1733.3,0.0,12.0,True
7,RealTimeInference,RegionA,RegionC,122,122,127.05,0.0,15.0,True
8,RealTimeInference,RegionA,RegionB,895,895,899.7666666666667,0.0,12.0,True
9,RealTimeInference,RegionB,RegionB,2069,2069,2074.383333333333,0.0,5.0,False
10,AITraining,RegionE,RegionC,108,108,112.08333333333333,0.0,70.0,True
11,AITraining,RegionF,RegionC,814,814,815.1333333333333,0.0,76.0,True
12,AITraining,RegionF,RegionA,2232,2232,2235.2833333333333,0.0,82.0,True
13,BatchInference,RegionA,RegionD,902,902,905.3166666666667,0.0,65.0,True
14,BatchInference,RegionB,RegionB,1139,1163,1164.0,24.0,5.0,False
15,RealTimeInference,RegionB,RegionA,653,653,657.2166666666667,0.0,12.0,True
16,AITraining,RegionE,RegionE,1731,1896,1898.3333333333333,165.0,5.0,False
17,BatchInference,RegionD,RegionA,1138,1171,1173.4,33.0,65.0,True
18,RealTimeInference,RegionC,RegionA,881,881,883.9333333333333,0.0,15.0,True
19,BatchInference,RegionA,RegionB,418,418,419.6333333333333,0.0,12.0,True
20,RealTimeInference,RegionA,RegionA,1556,1556,1560.1833333333334,0.0,5.0,False
21,RealTimeInference,RegionA,RegionA,1470,1470,1475.9166666666667,0.0,5.0,False
22,BatchInference,RegionC,RegionF,1083,1123,1124.6833333333334,40.0,76.0,True
23,RealTimeInference,RegionB,RegionA,1881,1881,1885.55,0.0,12.0,True
24,AITraining,RegionF,RegionD,511,511,514.5833333333334,0.0,25.0,True
25,BatchInference,RegionF,RegionE,322,335,335.98333333333335,13.0,18.0,True
26,AITraining,RegionB,RegionE,1200,1200,1206.65,0.0,74.0,True
27,AITraining,RegionD,RegionE,1481,1481,1485.4833333333333,0.0,22.0,True
28,AITraining,RegionD,RegionD,787,787,790.3333333333334,0.0,5.0,False
29,AITraining,RegionE,RegionE,284,284,286.85,0.0,5.0,False
30,RealTimeInference,RegionC,RegionC,933,933,937.65,0.0,5.0,False
31,BatchInference,RegionE,RegionA,326,332,335.73333333333335,6.0,78.0,True
32,RealTimeInference,RegionA,RegionC,413,413,418.0833333333333,0.0,15.0,True
33,BatchInference,RegionA,RegionD,1138,1138,1143.7833333333333,0.0,65.0,True
34,BatchInference,RegionB,RegionD,1494,1494,1498.8166666666666,0.0,60.0,True
35,RealTimeInference,RegionB,RegionC,1516,1516,1520.35,0.0,14.0,True
36,BatchInference,RegionD,RegionF,858,858,860.7666666666667,0.0,25.0,True
37,AITraining,RegionF,RegionF,1093,1097,1098.2333333333333,4.0,5.0,False
38,AITraining,RegionF,RegionD,292,292,297.8833333333333,0.0,25.0,True
39,AITraining,RegionB,RegionD,700,702,704.4166666666666,2.0,60.0,True
40,AITraining,RegionD,RegionF,1002,1002,1003.5,0.0,25.0,True
41,RealTimeInference,RegionB,RegionA,1893,1893,1897.9666666666667,0.0,12.0,True
42,BatchInference,RegionC,RegionC,1105,1124,1124.8333333333333,19.0,5.0,False
43,AITraining,RegionE,RegionD,2281,2281,2284.5,0.0,22.0,True
44,RealTimeInference,RegionC,RegionA,1328,1328,1328.7,0.0,15.0,True
45,RealTimeInference,RegionF,RegionE,938,938,939.1833333333333,0.0,18.0,True
46,RealTimeInference,RegionA,RegionA,1292,1292,1298.15,0.0,5.0,False
47,BatchInference,RegionB,RegionD,1096,1096,1099.9333333333334,0.0,60.0,True
48,RealTimeInference,RegionB,RegionB,864,864,866.3333333333334,0.0,5.0,False
49,AITraining,RegionE,RegionE,1288,1288,1291.7833333333333,0.0,5.0,False
50,RealTimeInference,RegionC,RegionA,2044,2044,2050.133333333333,0.0,15.0,True
51,BatchInference,RegionF,RegionF,1879,1886,1886.4,7.0,5.0,False
52,RealTimeInference,RegionA,RegionA,1084,1084,1090.4833333333333,0.0,5.0,False
53,RealTimeInference,RegionA,RegionA,1010,1010,1011.2,0.0,5.0,False
54,AITraining,RegionD,RegionD,2299,2299,2303.1666666666665,0.0,5.0,False
55,AITraining,RegionE,RegionC,1076,1076,1077.75,0.0,70.0,True
56,AITraining,RegionE,RegionE,2394,2402,2406.0,8.0,5.0,False
57,BatchInference,RegionE,RegionF,2390,2401,2404.0,11.0,18.0,True
58,BatchInference,RegionF,RegionD,1482,1482,1484.8166666666666,0.0,25.0,True
59,RealTimeInference,RegionA,RegionA,566,566,570.2,0.0,5.0,False
60,AITraining,RegionD,RegionF,2021,2036,2037.25,15.0,25.0,True
61,RealTimeInference,RegionB,RegionA,192,192,193.18333333333334,0.0,12.0,True
62,RealTimeInference,RegionB,RegionB,626,626,630.8833333333333,0.0,5.0,False
63,AITraining,RegionE,RegionA,655,671,671.8833333333333,16.0,78.0,True
64,AITraining,RegionF,RegionE,1729,1729,1734.6666666666667,0.0,18.0,True
65,AITraining,RegionA,RegionC,260,260,264.0,0.0,15.0,True
66,BatchInference,RegionA,RegionD,1563,1563,1569.4333333333334,0.0,65.0,True
67,AITraining,RegionD,RegionE,1917,1917,1919.1666666666667,0.0,22.0,True
68,AITraining,RegionD,RegionE,1029,1029,1033.4666666666667,0.0,22.0,True
69,AITraining,RegionE,RegionD,47,47,49.43333333333333,0.0,22.0,True
70,AITraining,RegionF,RegionC,469,469,472.9,0.0,76.0,True
71,AITraining,RegionF,RegionA,2199,2199,2202.016666666667,0.0,82.0,True
72,BatchInference,RegionA,RegionD,1393,1393,1399.3833333333334,0.0,65.0,True
73,RealTimeInference,RegionA,RegionA,1202,1202,1204.0333333333333,0.0,5.0,False
74,BatchInference,RegionC,RegionC,647,647,648.0166666666667,0.0,5.0,False
75,BatchInference,RegionD,RegionD,13,13,19.583333333333332,0.0,5.0,False
76,AITraining,RegionE,RegionD,1078,1078,1080.0333333333333,0.0,22.0,True
77,AITraining,RegionF,RegionF,731,731,734.2666666666667,0.0,5.0,False
78,AITraining,RegionA,RegionF,435,435,438.81666666666666,0.0,82.0,True
79,AITraining,RegionD,RegionF,1222,1222,1225.8833333333334,0.0,25.0,True
80,AITraining,RegionD,RegionC,2079,2079,2081.25,0.0,58.0,True
81,AITraining,RegionD,RegionC,814,814,817.0166666666667,0.0,58.0,True
82,RealTimeInference,RegionB,RegionB,1531,1531,1534.45,0.0,5.0,False
83,RealTimeInference,RegionC,RegionA,2209,2209,2212.5333333333333,0.0,15.0,True
84,AITraining,RegionF,RegionD,2,2,6.4,0.0,25.0,True
85,AITraining,RegionB,RegionD,1327,1327,1332.5666666666666,0.0,60.0,True
86,BatchInference,RegionB,RegionD,79,79,82.45,0.0,60.0,True
87,RealTimeInference,RegionB,RegionA,1486,1486,1490.15,0.0,12.0,True
88,BatchInference,RegionC,RegionB,980,980,983.5,0.0,14.0,True
89,RealTimeInference,RegionC,RegionA,986,986,991.5833333333334,0.0,15.0,True
90,AITraining,RegionF,RegionD,322,322,324.6166666666667,0.0,25.0,True
91,RealTimeInference,RegionF,RegionE,1990,1990,1995.9166666666667,0.0,18.0,True
92,RealTimeInference,RegionA,RegionA,2181,2181,2183.616666666667,0.0,5.0,False
93,RealTimeInference,RegionA,RegionA,525,525,527.2833333333333,0.0,5.0,False
94,AITraining,RegionD,RegionF,1946,1946,1952.15,0.0,25.0,True
95,AITraining,RegionE,RegionD,676,676,678.6666666666666,0.0,22.0,True
96,BatchInference,RegionE,RegionA,2161,2161,2165.5333333333333,0.0,78.0,True
97,AITraining,RegionF,RegionE,1733,1744,1746.0166666666667,11.0,18.0,True
98,RealTimeInference,RegionA,RegionB,2208,2208,2214.3,0.0,12.0,True
99,AITraining,RegionD,RegionF,823,823,827.3833333333333,0.0,25.0,True
100,AITraining,RegionD,RegionA,1276,1292,1292.7666666666667,16.0,65.0,True
101,BatchInference,RegionC,RegionE,1529,1529,1530.8,0.0,70.0,True
102,BatchInference,RegionD,RegionE,2119,2124,2127.616666666667,5.0,22.0,True
103,BatchInference,RegionE,RegionE,495,495,497.68333333333334,0.0,5.0,False
104,RealTimeInference,RegionF,RegionF,920,920,922.0833333333334,0.0,5.0,False
105,RealTimeInference,RegionA,RegionA,1384,1384,1385.8833333333334,0.0,5.0,False
106,RealTimeInference,RegionA,RegionB,2268,2268,2269.8,0.0,12.0,True
107,RealTimeInference,RegionB,RegionA,902,902,908.55,0.0,12.0,True
108,RealTimeInference,RegionB,RegionB,290,290,293.3833333333333,0.0,5.0,False
109,AITraining,RegionE,RegionD,241,241,244.61666666666667,0.0,22.0,True
110,RealTimeInference,RegionC,RegionA,276,276,278.8333333333333,0.0,15.0,True
111,RealTimeInference,RegionA,RegionB,1353,1353,1357.7666666666667,0.0,12.0,True
112,RealTimeInference,RegionA,RegionC,2105,2105,2107.4,0.0,15.0,True
113,RealTimeInference,RegionB,RegionB,1140,1140,1142.2833333333333,0.0,5.0,False
114,AITraining,RegionE,RegionB,1988,1988,1994.3333333333333,0.0,74.0,True
115,RealTimeInference,RegionC,RegionC,2208,2208,2212.116666666667,0.0,5.0,False
116,RealTimeInference,RegionC,RegionA,2338,2338,2341.983333333333,0.0,15.0,True
117,AITraining,RegionF,RegionC,1936,1936,1940.55,0.0,76.0,True
118,RealTimeInference,RegionA,RegionB,1937,1937,1940.9166666666667,0.0,12.0,True
119,BatchInference,RegionB,RegionF,779,779,785.2666666666667,0.0,79.0,True
120,RealTimeInference,RegionB,RegionA,397,397,402.43333333333334,0.0,12.0,True
121,AITraining,RegionE,RegionD,1765,1770,1770.2166666666667,5.0,22.0,True
122,BatchInference,RegionD,RegionD,1734,1744,1744.9666666666667,10.0,5.0,False
123,BatchInference,RegionE,RegionA,1912,1912,1915.8166666666666,0.0,78.0,True
124,AITraining,RegionA,RegionD,221,962,962.9166666666666,741.0,65.0,True
125,AITraining,RegionD,RegionD,403,403,409.48333333333335,0.0,5.0,False
126,RealTimeInference,RegionA,RegionB,1649,1649,1653.8166666666666,0.0,12.0,True
127,AITraining,RegionD,RegionA,1389,1389,1392.1666666666667,0.0,65.0,True
128,RealTimeInference,RegionB,RegionA,1018,1018,1020.0833333333334,0.0,12.0,True
129,RealTimeInference,RegionC,RegionA,779,779,781.8333333333334,0.0,15.0,True
130,AITraining,RegionF,RegionA,1837,1837,1837.45,0.0,82.0,True
131,RealTimeInference,RegionA,RegionA,1728,1728,1729.1166666666666,0.0,5.0,False
132,RealTimeInference,RegionA,RegionB,1140,1140,1144.8166666666666,0.0,12.0,True
133,BatchInference,RegionB,RegionD,1023,1023,1028.85,0.0,60.0,True
134,RealTimeInference,RegionB,RegionA,1815,1815,1817.2666666666667,0.0,12.0,True
135,AITraining,RegionE,RegionE,401,401,407.5833333333333,0.0,5.0,False
136,RealTimeInference,RegionC,RegionB,2214,2214,2215.883333333333,0.0,14.0,True
137,RealTimeInference,RegionA,RegionB,382,382,387.1333333333333,0.0,12.0,True
138,RealTimeInference,RegionA,RegionC,681,681,681.8,0.0,15.0,True
139,BatchInference,RegionB,RegionD,1989,1989,1989.5833333333333,0.0,60.0,True
140,BatchInference,RegionC,RegionB,875,876,876.3666666666667,1.0,14.0,True
141,BatchInference,RegionD,RegionD,240,240,240.75,0.0,5.0,False
142,RealTimeInference,RegionC,RegionC,1552,1552,1557.5,0.0,5.0,False
143,RealTimeInference,RegionD,RegionD,1599,1599,1601.5166666666667,0.0,5.0,False
144,BatchInference,RegionA,RegionD,1863,1863,1865.5333333333333,0.0,65.0,True
145,BatchInference,RegionB,RegionD,1732,1732,1736.95,0.0,60.0,True
146,AITraining,RegionD,RegionB,2276,2276,2281.85,0.0,60.0,True
147,AITraining,RegionE,RegionA,1993,1993,1996.25,0.0,78.0,True
148,RealTimeInference,RegionC,RegionB,777,777,779.2333333333333,0.0,14.0,True
149,BatchInference,RegionE,RegionF,891,903,905.9833333333333,12.0,18.0,True
150,RealTimeInference,RegionF,RegionE,2372,2372,2373.05,0.0,18.0,True
151,AITraining,RegionC,RegionF,2220,2227,2228.8333333333335,7.0,76.0,True
152,RealTimeInference,RegionA,RegionA,1284,1284,1285.0333333333333,0.0,5.0,False
153,RealTimeInference,RegionB,RegionC,205,205,206.86666666666667,0.0,14.0,True
154,AITraining,RegionE,RegionD,1952,1952,1958.2333333333333,0.0,22.0,True
155,AITraining,RegionF,RegionD,2175,2175,2181.0666666666666,0.0,25.0,True
156,RealTimeInference,RegionD,RegionD,232,232,237.28333333333333,0.0,5.0,False
157,AITraining,RegionB,RegionC,328,328,334.31666666666666,0.0,14.0,True
158,RealTimeInference,RegionA,RegionC,280,280,282.6,0.0,15.0,True
159,AITraining,RegionD,RegionE,278,278,283.46666666666664,0.0,22.0,True
160,AITraining,RegionE,RegionE,963,963,964.1166666666667,0.0,5.0,False
161,BatchInference,RegionD,RegionF,491,497,499.1,6.0,25.0,True
162,AITraining,RegionF,RegionE,1008,1008,1010.2666666666667,0.0,18.0,True
163,AITraining,RegionF,RegionB,162,162,164.3,0.0,79.0,True
164,AITraining,RegionC,RegionB,335,335,335.1666666666667,0.0,14.0,True
165,BatchInference,RegionB,RegionE,2390,2402,2403.75,12.0,74.0,True
166,AITraining,RegionD,RegionA,2141,2141,2145.1,0.0,65.0,True
167,BatchInference,RegionD,RegionD,1068,1068,1071.3,0.0,5.0,False
168,RealTimeInference,RegionC,RegionA,1286,1286,1287.3,0.0,15.0,True
169,RealTimeInference,RegionC,RegionA,1087,1087,1088.4166666666667,0.0,15.0,True
170,BatchInference,RegionA,RegionD,536,536,537.5833333333334,0.0,65.0,True
171,AITraining,RegionD,RegionC,1228,1228,1231.8166666666666,0.0,58.0,True
172,BatchInference,RegionB,RegionD,1295,1295,1296.7166666666667,0.0,60.0,True
173,RealTimeInference,RegionB,RegionB,38,38,41.55,0.0,5.0,False
174,BatchInference,RegionD,RegionE,2306,2306,2311.8333333333335,0.0,22.0,True
175,RealTimeInference,RegionC,RegionA,300,300,304.3833333333333,0.0,15.0,True
176,AITraining,RegionF,RegionD,873,878,878.5333333333333,5.0,25.0,True
177,AITraining,RegionC,RegionE,1086,1086,1091.5666666666666,0.0,70.0,True
178,RealTimeInference,RegionA,RegionB,1429,1429,1432.15,0.0,12.0,True
179,RealTimeInference,RegionB,RegionA,1000,1000,1004.3166666666667,0.0,12.0,True
180,BatchInference,RegionD,RegionD,1167,1167,1168.75,0.0,5.0,False
181,RealTimeInference,RegionC,RegionA,1794,1794,1794.2166666666667,0.0,15.0,True
182,AITraining,RegionF,RegionE,1239,1239,1244.75,0.0,18.0,True
183,AITraining,RegionA,RegionF,2166,2166,2172.55,0.0,82.0,True
184,RealTimeInference,RegionA,RegionB,2271,2271,2273.6833333333334,0.0,12.0,True
185,BatchInference,RegionB,RegionB,424,424,426.8666666666667,0.0,5.0,False
186,RealTimeInference,RegionB,RegionA,1083,1083,1086.1333333333334,0.0,12.0,True
187,RealTimeInference,RegionB,RegionA,438,438,443.53333333333336,0.0,12.0,True
188,AITraining,RegionF,RegionD,2266,2266,2268.95,0.0,25.0,True
189,RealTimeInference,RegionE,RegionE,1115,1115,1115.8833333333334,0.0,5.0,False
190,BatchInference,RegionA,RegionE,862,878,879.7333333333333,16.0,78.0,True
191,AITraining,RegionD,RegionA,1404,1404,1408.3666666666666,0.0,65.0,True
192,RealTimeInference,RegionB,RegionC,1081,1081,1084.7333333333333,0.0,14.0,True
193,AITraining,RegionE,RegionD,2001,2001,2005.55,0.0,22.0,True
194,BatchInference,RegionD,RegionE,208,208,210.06666666666666,0.0,22.0,True
195,RealTimeInference,RegionC,RegionB,1734,1734,1737.4166666666667,0.0,14.0,True
196,BatchInference,RegionA,RegionD,180,180,186.41666666666666,0.0,65.0,True
197,RealTimeInference,RegionA,RegionB,1366,1366,1370.7666666666667,0.0,12.0,True
198,RealTimeInference,RegionA,RegionC,1072,1072,1078.1,0.0,15.0,True
199,RealTimeInference,RegionB,RegionC,1809,1809,1812.35,0.0,14.0,True
200,AITraining,RegionE,RegionF,1751,1751,1751.75,0.0,18.0,True
201,AITraining,RegionF,RegionA,39,39,40.75,0.0,82.0,True
202,RealTimeInference,RegionD,RegionD,308,308,311.8833333333333,0.0,5.0,False
203,AITraining,RegionB,RegionF,610,610,616.3,0.0,79.0,True
204,AITraining,RegionD,RegionE,147,147,151.8,0.0,22.0,True
205,BatchInference,RegionB,RegionF,2385,2385,2389.9166666666665,0.0,79.0,True
206,AITraining,RegionE,RegionB,606,644,645.1833333333333,38.0,74.0,True
207,BatchInference,RegionD,RegionE,522,522,525.7666666666667,0.0,22.0,True
208,RealTimeInference,RegionC,RegionB,1262,1262,1265.2666666666667,0.0,14.0,True
209,BatchInference,RegionF,RegionD,163,163,164.81666666666666,0.0,25.0,True
210,BatchInference,RegionA,RegionD,860,860,864.0333333333333,0.0,65.0,True
211,AITraining,RegionD,RegionB,1022,1022,1026.5666666666666,0.0,60.0,True
212,AITraining,RegionD,RegionE,421,421,424.5833333333333,0.0,22.0,True
213,BatchInference,RegionD,RegionD,2293,2293,2299.266666666667,0.0,5.0,False
214,BatchInference,RegionD,RegionF,633,647,648.3,14.0,25.0,True
215,RealTimeInference,RegionD,RegionD,665,665,665.5666666666667,0.0,5.0,False
216,RealTimeInference,RegionA,RegionB,1688,1688,1689.0333333333333,0.0,12.0,True
217,RealTimeInference,RegionA,RegionA,734,734,735.1,0.0,5.0,False
218,AITraining,RegionD,RegionC,1360,1360,1363.1666666666667,0.0,58.0,True
219,BatchInference,RegionC,RegionF,1016,1016,1019.8666666666667,0.0,76.0,True
220,BatchInference,RegionD,RegionE,652,652,655.7333333333333,0.0,22.0,True
221,AITraining,RegionF,RegionF,442,442,447.6666666666667,0.0,5.0,False
222,BatchInference,RegionF,RegionD,158,161,162.41666666666666,3.0,25.0,True
223,BatchInference,RegionA,RegionD,911,931,935.3666666666667,20.0,65.0,True
224,RealTimeInference,RegionA,RegionB,1885,1885,1888.05,0.0,12.0,True
225,BatchInference,RegionC,RegionD,1250,1250,1252.9833333333333,0.0,58.0,True
226,RealTimeInference,RegionB,RegionC,913,913,917.8666666666667,0.0,14.0,True
227,RealTimeInference,RegionC,RegionB,791,791,791.2333333333333,0.0,14.0,True
228,BatchInference,RegionF,RegionD,1344,1344,1349.8,0.0,25.0,True
229,BatchInference,RegionA,RegionA,284,284,289.5,0.0,5.0,False
230,BatchInference,RegionA,RegionD,1438,1438,1443.6,0.0,65.0,True
231,AITraining,RegionD,RegionD,2086,2086,2088.35,0.0,5.0,False
232,BatchInference,RegionC,RegionD,2196,2196,2200.35,0.0,58.0,True
233,BatchInference,RegionD,RegionA,113,113,119.21666666666667,0.0,65.0,True
234,RealTimeInference,RegionC,RegionB,1069,1069,1070.6666666666667,0.0,14.0,True
235,RealTimeInference,RegionE,RegionF,2378,2378,2378.4666666666667,0.0,18.0,True
236,BatchInference,RegionA,RegionD,156,156,159.03333333333333,0.0,65.0,True
237,RealTimeInference,RegionA,RegionA,1779,1779,1781.6166666666666,0.0,5.0,False
238,BatchInference,RegionC,RegionF,1284,1284,1290.5333333333333,0.0,76.0,True
239,BatchInference,RegionD,RegionA,2094,2103,2103.1666666666665,9.0,65.0,True
240,RealTimeInference,RegionC,RegionA,1577,1577,1582.95,0.0,15.0,True
241,AITraining,RegionF,RegionE,778,778,781.3333333333334,0.0,18.0,True
242,BatchInference,RegionA,RegionE,181,181,186.35,0.0,78.0,True
243,AITraining,RegionD,RegionE,1786,1786,1788.1,0.0,22.0,True
244,RealTimeInference,RegionA,RegionB,2129,2129,2129.883333333333,0.0,12.0,True
245,AITraining,RegionD,RegionA,807,807,812.4333333333333,0.0,65.0,True
246,BatchInference,RegionD,RegionD,1766,1766,1767.4833333333333,0.0,5.0,False
247,RealTimeInference,RegionC,RegionA,1352,1352,1355.5333333333333,0.0,15.0,True
248,AITraining,RegionF,RegionE,1285,1285,1288.9333333333334,0.0,18.0,True
249,AITraining,RegionB,RegionA,510,520,520.9333333333333,10.0,12.0,True
250,AITraining,RegionD,RegionE,1230,1230,1230.3833333333334,0.0,22.0,True
251,AITraining,RegionD,RegionF,1266,1269,1269.1666666666667,3.0,25.0,True
252,AITraining,RegionE,RegionB,1672,1672,1674.55,0.0,74.0,True
253,BatchInference,RegionD,RegionF,1648,1648,1653.65,0.0,25.0,True
254,AITraining,RegionF,RegionF,1211,1211,1217.1166666666666,0.0,5.0,False
255,AITraining,RegionF,RegionE,521,521,527.3666666666667,0.0,18.0,True
256,RealTimeInference,RegionA,RegionC,1722,1722,1723.65,0.0,15.0,True
257,AITraining,RegionD,RegionE,1552,1552,1557.4166666666667,0.0,22.0,True
258,AITraining,RegionD,RegionF,712,712,715.8166666666667,0.0,25.0,True
259,AITraining,RegionE,RegionD,2331,2331,2334.95,0.0,22.0,True
260,BatchInference,RegionE,RegionD,1663,1663,1666.6833333333334,0.0,22.0,True
261,AITraining,RegionF,RegionD,1,1,5.15,0.0,25.0,True
262,BatchInference,RegionA,RegionB,1175,1175,1175.7333333333333,0.0,12.0,True
263,RealTimeInference,RegionA,RegionC,1760,1760,1761.5166666666667,0.0,15.0,True
264,AITraining,RegionD,RegionC,1319,1388,1388.3166666666666,69.0,58.0,True
265,BatchInference,RegionC,RegionD,1809,1809,1815.2333333333333,0.0,58.0,True
266,BatchInference,RegionD,RegionF,875,875,879.9666666666667,0.0,25.0,True
267,AITraining,RegionF,RegionD,1938,1938,1941.8833333333334,0.0,25.0,True
268,AITraining,RegionF,RegionF,695,695,699.6,0.0,5.0,False
269,AITraining,RegionC,RegionA,347,347,350.76666666666665,0.0,15.0,True
270,BatchInference,RegionB,RegionD,2111,2113,2114.7833333333333,2.0,60.0,True
271,AITraining,RegionD,RegionF,1372,1372,1378.5666666666666,0.0,25.0,True
272,RealTimeInference,RegionB,RegionA,962,962,962.25,0.0,12.0,True
273,AITraining,RegionE,RegionA,1271,1271,1274.4333333333334,0.0,78.0,True
274,RealTimeInference,RegionC,RegionA,815,815,821.1166666666667,0.0,15.0,True
275,RealTimeInference,RegionA,RegionC,100,100,100.53333333333333,0.0,15.0,True
276,RealTimeInference,RegionA,RegionA,1002,1002,1004.9,0.0,5.0,False
277,BatchInference,RegionB,RegionB,298,308,309.53333333333336,10.0,5.0,False
278,BatchInference,RegionC,RegionC,1697,1697,1698.45,0.0,5.0,False
279,AITraining,RegionE,RegionE,2357,2357,2357.1666666666665,0.0,5.0,False
280,RealTimeInference,RegionC,RegionC,1572,1572,1575.5666666666666,0.0,5.0,False
281,BatchInference,RegionF,RegionD,1636,1636,1642.3,0.0,25.0,True
282,RealTimeInference,RegionA,RegionB,604,604,604.8,0.0,12.0,True
283,AITraining,RegionD,RegionA,22,22,24.85,0.0,65.0,True
284,RealTimeInference,RegionB,RegionC,1741,1741,1747.4666666666667,0.0,14.0,True
285,RealTimeInference,RegionB,RegionC,720,720,721.05,0.0,14.0,True
286,AITraining,RegionE,RegionD,2121,2121,2124.85,0.0,22.0,True
287,BatchInference,RegionE,RegionE,205,205,209.4,0.0,5.0,False
288,AITraining,RegionA,RegionD,1020,1020,1023.9666666666667,0.0,65.0,True
289,RealTimeInference,RegionA,RegionC,1869,1869,1870.25,0.0,15.0,True
290,RealTimeInference,RegionA,RegionB,1903,1903,1904.8666666666666,0.0,12.0,True
291,AITraining,RegionD,RegionC,2175,2175,2178.9166666666665,0.0,58.0,True
292,AITraining,RegionE,RegionC,1299,1334,1335.7833333333333,35.0,70.0,True
293,BatchInference,RegionE,RegionE,2067,2067,2072.733333333333,0.0,5.0,False
294,BatchInference,RegionF,RegionD,2244,2244,2249.2833333333333,0.0,25.0,True
295,BatchInference,RegionA,RegionD,651,651,656.7333333333333,0.0,65.0,True
296,AITraining,RegionD,RegionD,1944,1944,1945.9166666666667,0.0,5.0,False
297,BatchInference,RegionC,RegionD,1061,1061,1063.3666666666666,0.0,58.0,True
298,RealTimeInference,RegionB,RegionA,1135,1135,1137.45,0.0,12.0,True
299,AITraining,RegionE,RegionF,1984,1984,1989.65,0.0,18.0,True
300,AITraining,RegionF,RegionA,979,979,984.8166666666667,0.0,82.0,True
301,BatchInference,RegionA,RegionD,1801,1801,1805.5166666666667,0.0,65.0,True
302,RealTimeInference,RegionA,RegionA,1170,1170,1173.5666666666666,0.0,5.0,False
303,RealTimeInference,RegionA,RegionB,1112,1112,1116.15,0.0,12.0,True
304,BatchInference,RegionC,RegionA,1309,1309,1311.0,0.0,15.0,True
305,AITraining,RegionE,RegionE,330,330,336.3833333333333,0.0,5.0,False
306,RealTimeInference,RegionC,RegionA,617,617,620.2166666666667,0.0,15.0,True
307,RealTimeInference,RegionD,RegionD,1568,1568,1574.0166666666667,0.0,5.0,False
308,AITraining,RegionB,RegionE,625,625,626.7,0.0,74.0,True
309,AITraining,RegionD,RegionD,876,876,877.1666666666666,0.0,5.0,False
310,RealTimeInference,RegionB,RegionB,1699,1699,1703.7666666666667,0.0,5.0,False
311,BatchInference,RegionC,RegionB,1355,1410,1411.6833333333334,55.0,14.0,True
312,AITraining,RegionE,RegionE,1908,1908,1908.5166666666667,0.0,5.0,False
313,BatchInference,RegionE,RegionD,255,255,257.3666666666667,0.0,22.0,True
314,RealTimeInference,RegionF,RegionE,1720,1720,1725.9166666666667,0.0,18.0,True
315,BatchInference,RegionA,RegionD,2392,2402,2403.45,10.0,65.0,True
316,AITraining,RegionD,RegionC,80,80,81.36666666666666,0.0,58.0,True
317,AITraining,RegionD,RegionF,1558,1643,1643.9333333333334,85.0,25.0,True
318,BatchInference,RegionD,RegionF,24,24,29.983333333333334,0.0,25.0,True
319,BatchInference,RegionE,RegionE,1223,1316,1316.95,93.0,5.0,False
320,BatchInference,RegionF,RegionC,1716,1716,1721.0166666666667,0.0,76.0,True
321,AITraining,RegionB,RegionD,2236,2250,2252.0333333333333,14.0,60.0,True
322,AITraining,RegionD,RegionE,903,903,906.15,0.0,22.0,True
323,BatchInference,RegionB,RegionF,898,906,908.2666666666667,8.0,79.0,True
324,BatchInference,RegionC,RegionD,1785,1791,1791.6166666666666,6.0,58.0,True
325,BatchInference,RegionD,RegionF,118,118,124.58333333333333,0.0,25.0,True
326,BatchInference,RegionE,RegionA,1376,1382,1382.3833333333334,6.0,78.0,True
327,AITraining,RegionF,RegionE,1656,1656,1662.3333333333333,0.0,18.0,True
328,AITraining,RegionC,RegionF,676,687,689.0,11.0,76.0,True
329,BatchInference,RegionB,RegionA,522,522,526.1333333333333,0.0,12.0,True
330,AITraining,RegionD,RegionC,2187,2187,2192.05,0.0,58.0,True
331,RealTimeInference,RegionB,RegionB,1613,1613,1616.35,0.0,5.0,False
332,AITraining,RegionE,RegionA,2311,2322,2322.616666666667,11.0,78.0,True
333,AITraining,RegionF,RegionB,111,111,115.7,0.0,79.0,True
334,RealTimeInference,RegionA,RegionA,1755,1755,1757.25,0.0,5.0,False
335,RealTimeInference,RegionA,RegionA,1891,1891,1893.5666666666666,0.0,5.0,False
336,RealTimeInference,RegionA,RegionA,205,205,205.56666666666666,0.0,5.0,False
337,BatchInference,RegionC,RegionC,1552,1553,1554.2666666666667,1.0,5.0,False
338,BatchInference,RegionD,RegionE,866,866,868.5833333333334,0.0,22.0,True
339,BatchInference,RegionE,RegionB,1338,1338,1340.0,0.0,74.0,True
340,BatchInference,RegionF,RegionE,1552,1552,1556.55,0.0,18.0,True
341,BatchInference,RegionA,RegionE,1726,1726,1730.0833333333333,0.0,78.0,True
