X_时间（h）,Y_E0净电网交互功率（MW）,Y_E1净电网交互功率（MW）
79,-620.0000000000,-620.0000000000
80,-620.0000000000,-620.0000000000
81,-620.0000000000,-620.0000000000
82,-620.0000000000,-620.0000000000
83,-620.0000000000,-620.0000000000
84,-620.0000000000,-620.0000000000
85,-620.0000000000,-620.0000000000
86,-620.0000000000,-620.0000000000
87,-620.0000000000,-620.0000000000
88,-620.0000000000,-620.0000000000
89,-620.0000000000,-620.0000000000
90,-620.0000000000,-620.0000000000
91,-620.0000000000,-620.0000000000
92,-620.0000000000,-620.0000000000
93,-510.1627000067,-620.0000000000
94,-433.1627000000,-620.0000000000
95,-315.6555004233,-620.0000000000
96,-317.2454004266,-620.0000000000
97,-303.5741000100,-620.0000000000
98,-326.4438000000,-620.0000000000
99,-494.0371004266,-620.0000000000
100,-620.0000000000,-620.0000000000
101,-620.0000000000,-620.0000000000
102,-620.0000000000,-620.0000000000
103,-620.0000000000,-620.0000000000
104,-620.0000000000,-620.0000000000
105,-620.0000000000,-620.0000000000
106,-620.0000000000,-620.0000000000
107,-620.0000000000,-620.0000000000
108,-620.0000000000,-620.0000000000
109,-620.0000000000,-620.0000000000
110,-620.0000000000,-620.0000000000
111,-620.0000000000,-620.0000000000
112,-620.0000000000,-620.0000000000
113,-620.0000000000,-620.0000000000
114,-620.0000000000,-620.0000000000
115,-620.0000000000,-620.0000000000
116,-620.0000000000,-620.0000000000
117,-522.8822008499,-620.0000000000
118,-377.5075004333,-620.0000000000
119,-350.6167000000,-620.0000000000
120,-308.7249995834,-620.0000000000
121,-298.2537995867,-620.0000000000
122,-479.3878999933,-620.0000000000
123,-538.9999995767,-620.0000000000
124,-605.4240995767,-620.0000000000
125,-620.0000000000,-620.0000000000
126,-620.0000000000,-620.0000000000
127,-620.0000000000,-620.0000000000
128,-620.0000000000,-620.0000000000
129,-620.0000000000,-620.0000000000
130,-620.0000000000,-620.0000000000
131,-620.0000000000,-620.0000000000
132,-620.0000000000,-620.0000000000
133,-620.0000000000,-620.0000000000
134,-620.0000000000,-620.0000000000
135,-620.0000000000,-620.0000000000
136,-620.0000000000,-620.0000000000
137,-620.0000000000,-620.0000000000
138,-620.0000000000,-620.0000000000
139,-620.0000000000,-620.0000000000
140,-620.0000000000,-620.0000000000
141,-513.6027995667,-620.0000000000
142,-433.3242012665,-620.0000000000
143,-290.1012000067,-620.0000000000
144,-324.3880995734,-620.0000000000
145,-336.2694004200,-620.0000000000
146,-390.4094004266,-620.0000000000
147,-529.6016004166,-620.0000000000
148,-620.0000000000,-620.0000000000
149,-620.0000000000,-620.0000000000
150,-620.0000000000,-620.0000000000
151,-620.0000000000,-620.0000000000
152,-620.0000000000,-620.0000000000
153,-620.0000000000,-620.0000000000
154,-620.0000000000,-620.0000000000
155,-620.0000000000,-620.0000000000
156,-620.0000000000,-620.0000000000
157,-620.0000000000,-620.0000000000
158,-620.0000000000,-620.0000000000
159,-620.0000000000,-620.0000000000
160,-620.0000000000,-620.0000000000
161,-620.0000000000,-620.0000000000
162,-620.0000000000,-620.0000000000
163,-620.0000000000,-620.0000000000
164,-597.3848004233,-620.0000000000
165,-516.1106999967,-620.0000000000
166,-390.4720000000,-620.0000000000
167,-363.8034000000,-620.0000000000
168,-332.9635995834,-616.9903016932
169,-337.7036000067,-620.0000000000
170,-324.3697995734,-620.0000000000
171,-509.3540000067,-620.0000000000
172,-611.5375000000,-620.0000000000
173,-620.0000000000,-620.0000000000
174,-620.0000000000,-620.0000000000
175,-620.0000000000,-620.0000000000
176,-620.0000000000,-620.0000000000
177,-620.0000000000,-620.0000000000
178,-620.0000000000,-620.0000000000
179,-620.0000000000,-620.0000000000
180,-620.0000000000,-620.0000000000
181,-620.0000000000,-620.0000000000
182,-620.0000000000,-620.0000000000
183,-620.0000000000,-620.0000000000
184,-620.0000000000,-620.0000000000
185,-620.0000000000,-620.0000000000
186,-620.0000000000,-620.0000000000
187,-620.0000000000,-620.0000000000
188,-601.4775008399,-620.0000000000
189,-535.7334004166,-620.0000000000
190,-415.9787008499,-620.0000000000
191,-292.9440995667,-620.0000000000
192,-227.1624995767,-620.0000000000
193,-297.8264008499,-620.0000000000
194,-399.8237008432,-620.0000000000
195,-547.4741000000,-620.0000000000
196,-620.0000000000,-620.0000000000
197,-620.0000000000,-620.0000000000
198,-620.0000000000,-620.0000000000
199,-620.0000000000,-620.0000000000
200,-620.0000000000,-620.0000000000
201,-620.0000000000,-620.0000000000
202,-620.0000000000,-620.0000000000
203,-620.0000000000,-620.0000000000
204,-620.0000000000,-620.0000000000
205,-620.0000000000,-620.0000000000
206,-620.0000000000,-620.0000000000
207,-620.0000000000,-620.0000000000
208,-620.0000000000,-620.0000000000
209,-620.0000000000,-620.0000000000
210,-620.0000000000,-620.0000000000
211,-620.0000000000,-620.0000000000
212,-593.0101000000,-620.0000000000
213,-523.9384995734,-620.0000000000
214,-373.3668991568,-620.0000000000
215,-284.3136000000,-620.0000000000
216,-287.5786999967,-620.0000000000
217,-300.9951008399,-620.0000000000
218,-372.0048999967,-620.0000000000
219,-496.0712999900,-620.0000000000
220,-620.0000000000,-620.0000000000
221,-620.0000000000,-620.0000000000
222,-620.0000000000,-620.0000000000
223,-620.0000000000,-620.0000000000
224,-620.0000000000,-620.0000000000
225,-620.0000000000,-620.0000000000
226,-620.0000000000,-620.0000000000
227,-620.0000000000,-620.0000000000
228,-620.0000000000,-620.0000000000
229,-620.0000000000,-620.0000000000
230,-620.0000000000,-620.0000000000
231,-620.0000000000,-620.0000000000
232,-620.0000000000,-620.0000000000
233,-620.0000000000,-620.0000000000
234,-620.0000000000,-620.0000000000
235,-620.0000000000,-620.0000000000
236,-612.9745000000,-620.0000000000
237,-507.4533004166,-620.0000000000
238,-483.7647000000,-620.0000000000
239,-344.4170004133,-620.0000000000
240,-298.7548008399,-620.0000000000
241,-290.6790995767,-620.0000000000
242,-399.5867991568,-620.0000000000
243,-543.5313004233,-620.0000000000
244,-620.0000000000,-620.0000000000
245,-620.0000000000,-620.0000000000
246,-620.0000000000,-620.0000000000
247,-620.0000000000,-620.0000000000
248,-620.0000000000,-620.0000000000
249,-620.0000000000,-620.0000000000
250,-620.0000000000,-620.0000000000
251,-620.0000000000,-620.0000000000
252,-620.0000000000,-620.0000000000
253,-620.0000000000,-620.0000000000
254,-620.0000000000,-620.0000000000
255,-620.0000000000,-620.0000000000
256,-620.0000000000,-620.0000000000
257,-620.0000000000,-620.0000000000
258,-620.0000000000,-620.0000000000
259,-620.0000000000,-620.0000000000
260,-603.9400004166,-620.0000000000
261,-534.5974995834,-620.0000000000
262,-379.1729995800,-620.0000000000
263,-308.2100995767,-620.0000000000
264,-242.8735991568,-619.9999997805
265,-313.5133008399,-620.0000000000
266,-402.3408995734,-620.0000000000
267,-465.3257000000,-611.6460004233
268,-620.0000000000,-620.0000000000
269,-620.0000000000,-620.0000000000
270,-620.0000000000,-620.0000000000
271,-620.0000000000,-620.0000000000
272,-620.0000000000,-620.0000000000
273,-620.0000000000,-620.0000000000
274,-620.0000000000,-620.0000000000
275,-620.0000000000,-620.0000000000
276,-620.0000000000,-620.0000000000
277,-620.0000000000,-620.0000000000
278,-620.0000000000,-620.0000000000
279,-620.0000000000,-620.0000000000
280,-620.0000000000,-620.0000000000
281,-620.0000000000,-620.0000000000
282,-620.0000000000,-620.0000000000
283,-620.0000000000,-620.0000000000
284,-609.0121000000,-620.0000000000
285,-534.0347004166,-620.0000000000
286,-431.1825987335,-620.0000000000
287,-317.4281000000,-620.0000000000
288,-278.8028000033,-620.0000000000
289,-332.3929004133,-620.0000000000
290,-413.3662991501,-620.0000000000
291,-465.5289995834,-620.0000000000
292,-614.1156999933,-620.0000000000
293,-620.0000000000,-620.0000000000
294,-620.0000000000,-620.0000000000
295,-620.0000000000,-620.0000000000
296,-620.0000000000,-620.0000000000
297,-620.0000000000,-620.0000000000
298,-620.0000000000,-620.0000000000
299,-620.0000000000,-620.0000000000
300,-620.0000000000,-620.0000000000
301,-620.0000000000,-620.0000000000
302,-620.0000000000,-620.0000000000
303,-620.0000000000,-620.0000000000
304,-620.0000000000,-620.0000000000
305,-620.0000000000,-620.0000000000
306,-620.0000000000,-620.0000000000
307,-620.0000000000,-620.0000000000
308,-620.0000000000,-620.0000000000
309,-458.9320004166,-620.0000000000
310,-413.8079999933,-620.0000000000
311,-290.4255004166,-620.0000000000
312,-233.6201999900,-613.8275020831
313,-349.0431995734,-620.0000000000
314,-432.8474004233,-620.0000000000
315,-513.6354004166,-620.0000000000
316,-620.0000000000,-620.0000000000
317,-620.0000000000,-620.0000000000
318,-620.0000000000,-620.0000000000
319,-620.0000000000,-620.0000000000
320,-620.0000000000,-620.0000000000
321,-620.0000000000,-620.0000000000
322,-620.0000000000,-620.0000000000
323,-620.0000000000,-620.0000000000
324,-620.0000000000,-620.0000000000
325,-620.0000000000,-620.0000000000
326,-620.0000000000,-620.0000000000
327,-620.0000000000,-620.0000000000
328,-620.0000000000,-620.0000000000
329,-620.0000000000,-620.0000000000
330,-620.0000000000,-620.0000000000
331,-620.0000000000,-620.0000000000
332,-620.0000000000,-620.0000000000
333,-558.4280995767,-620.0000000000
334,-405.4314008432,-620.0000000000
335,-306.6090008499,-620.0000000000
336,-273.5009008432,-620.0000000000
337,-281.3536004233,-620.0000000000
338,-442.9303004233,-620.0000000000
339,-495.0202995834,-620.0000000000
340,-620.0000000000,-620.0000000000
341,-620.0000000000,-620.0000000000
342,-620.0000000000,-620.0000000000
343,-620.0000000000,-620.0000000000
344,-620.0000000000,-620.0000000000
345,-620.0000000000,-620.0000000000
346,-620.0000000000,-620.0000000000
347,-620.0000000000,-620.0000000000
348,-620.0000000000,-620.0000000000
349,-620.0000000000,-620.0000000000
350,-620.0000000000,-620.0000000000
351,-620.0000000000,-620.0000000000
352,-620.0000000000,-620.0000000000
353,-620.0000000000,-620.0000000000
354,-620.0000000000,-620.0000000000
355,-620.0000000000,-620.0000000000
356,-616.2275000000,-620.0000000000
357,-519.8786999967,-620.0000000000
358,-408.4186995834,-620.0000000000
359,-291.1823000067,-620.0000000000
