X_时间（h）,Y_E0净电网交互功率（MW）,Y_E1净电网交互功率（MW）
1041,-620.0000000000,-620.0000000000
1042,-620.0000000000,-620.0000000000
1043,-620.0000000000,-620.0000000000
1044,-620.0000000000,-620.0000000000
1045,-620.0000000000,-620.0000000000
1046,-620.0000000000,-620.0000000000
1047,-620.0000000000,-620.0000000000
1048,-620.0000000000,-620.0000000000
1049,-620.0000000000,-620.0000000000
1050,-620.0000000000,-620.0000000000
1051,-620.0000000000,-620.0000000000
1052,-607.4880995767,-620.0000000000
1053,-506.1661008499,-620.0000000000
1054,-407.9143004333,-620.0000000000
1055,-326.9393008399,-620.0000000000
1056,-276.1809000000,-620.0000000000
1057,-327.8179004200,-620.0000000000
1058,-405.9261004133,-620.0000000000
1059,-499.0316999967,-620.0000000000
1060,-612.5184000000,-620.0000000000
1061,-620.0000000000,-620.0000000000
1062,-620.0000000000,-620.0000000000
1063,-620.0000000000,-620.0000000000
1064,-620.0000000000,-620.0000000000
1065,-620.0000000000,-620.0000000000
1066,-620.0000000000,-620.0000000000
1067,-620.0000000000,-620.0000000000
1068,-620.0000000000,-620.0000000000
1069,-620.0000000000,-620.0000000000
1070,-620.0000000000,-620.0000000000
1071,-620.0000000000,-620.0000000000
1072,-620.0000000000,-620.0000000000
1073,-620.0000000000,-620.0000000000
1074,-620.0000000000,-620.0000000000
1075,-620.0000000000,-620.0000000000
1076,-616.9242004233,-620.0000000000
1077,-501.2605991601,-620.0000000000
1078,-366.9487004133,-620.0000000000
1079,-342.5689012665,-620.0000000000
1080,-357.1255000000,-620.0000000000
1081,-295.0648000100,-620.0000000000
1082,-359.4391008432,-620.0000000000
1083,-537.6934995767,-620.0000000000
1084,-613.6028995767,-620.0000000000
1085,-620.0000000000,-620.0000000000
1086,-620.0000000000,-620.0000000000
1087,-620.0000000000,-620.0000000000
1088,-620.0000000000,-620.0000000000
1089,-620.0000000000,-620.0000000000
1090,-620.0000000000,-620.0000000000
1091,-620.0000000000,-620.0000000000
1092,-620.0000000000,-620.0000000000
1093,-620.0000000000,-620.0000000000
1094,-620.0000000000,-620.0000000000
1095,-620.0000000000,-620.0000000000
1096,-620.0000000000,-620.0000000000
1097,-620.0000000000,-620.0000000000
1098,-620.0000000000,-620.0000000000
1099,-620.0000000000,-620.0000000000
1100,-620.0000000000,-620.0000000000
1101,-493.3164004233,-620.0000000000
1102,-408.8235004266,-620.0000000000
1103,-259.7503000000,-620.0000000000
1104,-312.6999004333,-620.0000000000
1105,-246.8932999967,-620.0000000000
1106,-406.1250995767,-620.0000000000
1107,-491.9322008432,-596.1150000000
1108,-620.0000000000,-620.0000000000
1109,-620.0000000000,-620.0000000000
1110,-620.0000000000,-620.0000000000
1111,-620.0000000000,-620.0000000000
1112,-620.0000000000,-620.0000000000
1113,-620.0000000000,-620.0000000000
1114,-620.0000000000,-620.0000000000
1115,-620.0000000000,-620.0000000000
1116,-620.0000000000,-620.0000000000
1117,-620.0000000000,-620.0000000000
1118,-620.0000000000,-620.0000000000
1119,-620.0000000000,-620.0000000000
1120,-620.0000000000,-620.0000000000
1121,-620.0000000000,-620.0000000000
1122,-620.0000000000,-620.0000000000
1123,-620.0000000000,-620.0000000000
1124,-611.2218995767,-620.0000000000
1125,-566.4885999933,-620.0000000000
1126,-396.4756004133,-620.0000000000
1127,-335.4876000000,-620.0000000000
1128,-304.4344995734,-620.0000000000
1129,-353.1052991568,-620.0000000000
1130,-368.5723991601,-620.0000000000
1131,-468.0973008399,-620.0000000000
1132,-610.8851000000,-620.0000000000
1133,-620.0000000000,-620.0000000000
1134,-620.0000000000,-620.0000000000
1135,-620.0000000000,-620.0000000000
1136,-620.0000000000,-620.0000000000
1137,-620.0000000000,-620.0000000000
1138,-620.0000000000,-620.0000000000
1139,-620.0000000000,-620.0000000000
1140,-620.0000000000,-620.0000000000
1141,-620.0000000000,-620.0000000000
1142,-620.0000000000,-620.0000000000
1143,-620.0000000000,-620.0000000000
1144,-620.0000000000,-620.0000000000
1145,-620.0000000000,-620.0000000000
1146,-620.0000000000,-620.0000000000
1147,-620.0000000000,-620.0000000000
1148,-620.0000000000,-620.0000000000
1149,-524.5402999933,-620.0000000000
1150,-398.5099999900,-620.0000000000
1151,-347.4600991501,-620.0000000000
1152,-284.3819004166,-620.0000000000
1153,-300.9765004333,-620.0000000000
1154,-395.8665004266,-620.0000000000
1155,-508.6032000000,-620.0000000000
1156,-620.0000000000,-620.0000000000
1157,-620.0000000000,-620.0000000000
1158,-620.0000000000,-620.0000000000
1159,-620.0000000000,-620.0000000000
1160,-620.0000000000,-620.0000000000
1161,-620.0000000000,-620.0000000000
1162,-620.0000000000,-620.0000000000
1163,-620.0000000000,-620.0000000000
1164,-620.0000000000,-620.0000000000
1165,-620.0000000000,-620.0000000000
1166,-620.0000000000,-620.0000000000
1167,-620.0000000000,-620.0000000000
1168,-620.0000000000,-620.0000000000
1169,-620.0000000000,-620.0000000000
1170,-620.0000000000,-620.0000000000
1171,-620.0000000000,-620.0000000000
1172,-603.7416004233,-620.0000000000
1173,-538.4726000000,-620.0000000000
1174,-448.4768004200,-620.0000000000
1175,-345.6427000100,-620.0000000000
1176,-325.9561000000,-620.0000000000
1177,-318.5067004266,-620.0000000000
1178,-356.8771004133,-620.0000000000
1179,-489.3382004233,-620.0000000000
1180,-620.0000000000,-620.0000000000
1181,-620.0000000000,-620.0000000000
1182,-620.0000000000,-620.0000000000
1183,-620.0000000000,-620.0000000000
1184,-620.0000000000,-620.0000000000
1185,-620.0000000000,-620.0000000000
1186,-620.0000000000,-620.0000000000
1187,-620.0000000000,-620.0000000000
1188,-620.0000000000,-620.0000000000
1189,-620.0000000000,-620.0000000000
1190,-620.0000000000,-620.0000000000
1191,-620.0000000000,-620.0000000000
1192,-620.0000000000,-620.0000000000
1193,-620.0000000000,-620.0000000000
1194,-620.0000000000,-620.0000000000
1195,-620.0000000000,-620.0000000000
1196,-607.9707004233,-620.0000000000
1197,-508.2838999900,-620.0000000000
1198,-404.3765995767,-620.0000000000
1199,-328.8093995734,-620.0000000000
1200,-283.5723004233,-620.0000000000
1201,-299.1805000000,-620.0000000000
1202,-429.7689004133,-620.0000000000
1203,-486.1182995867,-620.0000000000
1204,-620.0000000000,-620.0000000000
1205,-620.0000000000,-620.0000000000
1206,-620.0000000000,-620.0000000000
1207,-620.0000000000,-620.0000000000
1208,-620.0000000000,-620.0000000000
1209,-620.0000000000,-620.0000000000
1210,-620.0000000000,-620.0000000000
1211,-620.0000000000,-620.0000000000
1212,-620.0000000000,-620.0000000000
1213,-620.0000000000,-620.0000000000
1214,-620.0000000000,-620.0000000000
1215,-620.0000000000,-620.0000000000
1216,-620.0000000000,-620.0000000000
1217,-620.0000000000,-620.0000000000
1218,-620.0000000000,-620.0000000000
1219,-620.0000000000,-620.0000000000
1220,-620.0000000000,-620.0000000000
1221,-521.6098000000,-620.0000000000
1222,-360.9625012665,-620.0000000000
1223,-327.1670999900,-620.0000000000
1224,-280.0028012665,-620.0000000000
1225,-325.0365999967,-620.0000000000
1226,-332.2128000000,-620.0000000000
1227,-513.9025008499,-613.4494016932
1228,-608.1500004166,-620.0000000000
1229,-620.0000000000,-620.0000000000
1230,-620.0000000000,-620.0000000000
1231,-620.0000000000,-620.0000000000
1232,-620.0000000000,-620.0000000000
1233,-620.0000000000,-620.0000000000
1234,-620.0000000000,-620.0000000000
1235,-620.0000000000,-620.0000000000
1236,-620.0000000000,-620.0000000000
1237,-620.0000000000,-620.0000000000
1238,-620.0000000000,-620.0000000000
1239,-620.0000000000,-620.0000000000
1240,-620.0000000000,-620.0000000000
1241,-620.0000000000,-620.0000000000
1242,-620.0000000000,-620.0000000000
1243,-620.0000000000,-620.0000000000
1244,-620.0000000000,-620.0000000000
1245,-525.2857004233,-620.0000000000
1246,-391.5795999900,-620.0000000000
1247,-335.5621995834,-620.0000000000
1248,-333.4723004133,-620.0000000000
1249,-335.2586999933,-620.0000000000
1250,-421.3082004233,-620.0000000000
1251,-479.8691991501,-620.0000000000
1252,-608.9674004233,-620.0000000000
1253,-620.0000000000,-620.0000000000
1254,-620.0000000000,-620.0000000000
1255,-620.0000000000,-620.0000000000
1256,-620.0000000000,-620.0000000000
1257,-620.0000000000,-620.0000000000
1258,-620.0000000000,-620.0000000000
1259,-620.0000000000,-620.0000000000
1260,-620.0000000000,-620.0000000000
1261,-620.0000000000,-620.0000000000
1262,-620.0000000000,-620.0000000000
1263,-620.0000000000,-620.0000000000
1264,-620.0000000000,-620.0000000000
1265,-620.0000000000,-620.0000000000
1266,-620.0000000000,-620.0000000000
1267,-620.0000000000,-620.0000000000
1268,-618.3211995767,-620.0000000000
1269,-528.5184012665,-620.0000000000
1270,-418.8246004233,-620.0000000000
1271,-289.5523999933,-620.0000000000
1272,-302.9777008399,-620.0000000000
1273,-304.5186004166,-620.0000000000
1274,-368.6515000000,-620.0000000000
1275,-478.0484004166,-620.0000000000
1276,-620.0000000000,-620.0000000000
1277,-620.0000000000,-620.0000000000
1278,-620.0000000000,-620.0000000000
1279,-620.0000000000,-620.0000000000
1280,-620.0000000000,-620.0000000000
1281,-620.0000000000,-620.0000000000
1282,-620.0000000000,-620.0000000000
1283,-620.0000000000,-620.0000000000
1284,-620.0000000000,-620.0000000000
1285,-620.0000000000,-620.0000000000
1286,-620.0000000000,-620.0000000000
1287,-620.0000000000,-620.0000000000
1288,-620.0000000000,-620.0000000000
1289,-620.0000000000,-620.0000000000
1290,-620.0000000000,-620.0000000000
1291,-620.0000000000,-620.0000000000
1292,-602.7251004233,-620.0000000000
1293,-554.4505008399,-620.0000000000
1294,-420.5723991601,-620.0000000000
1295,-347.4691991501,-620.0000000000
1296,-321.8071000000,-620.0000000000
1297,-308.3375995800,-620.0000000000
1298,-396.8220999933,-620.0000000000
1299,-537.0337004266,-620.0000000000
1300,-620.0000000000,-620.0000000000
1301,-620.0000000000,-620.0000000000
1302,-620.0000000000,-620.0000000000
1303,-620.0000000000,-620.0000000000
1304,-620.0000000000,-620.0000000000
1305,-620.0000000000,-620.0000000000
1306,-620.0000000000,-620.0000000000
1307,-620.0000000000,-620.0000000000
1308,-620.0000000000,-620.0000000000
1309,-620.0000000000,-620.0000000000
1310,-620.0000000000,-620.0000000000
1311,-620.0000000000,-620.0000000000
1312,-620.0000000000,-620.0000000000
1313,-620.0000000000,-620.0000000000
1314,-620.0000000000,-620.0000000000
1315,-620.0000000000,-620.0000000000
1316,-620.0000000000,-620.0000000000
1317,-551.6202995767,-620.0000000000
1318,-435.7175008499,-620.0000000000
1319,-274.0626995734,-620.0000000000
1320,-323.4005008432,-620.0000000000
1321,-310.6194004166,-620.0000000000
1322,-478.4329004200,-620.0000000000
1323,-448.4943004200,-620.0000000000
1324,-620.0000000000,-620.0000000000
1325,-620.0000000000,-620.0000000000
1326,-620.0000000000,-620.0000000000
1327,-620.0000000000,-620.0000000000
1328,-620.0000000000,-620.0000000000
1329,-620.0000000000,-620.0000000000
1330,-620.0000000000,-620.0000000000
1331,-620.0000000000,-620.0000000000
1332,-620.0000000000,-620.0000000000
1333,-620.0000000000,-620.0000000000
1334,-620.0000000000,-620.0000000000
1335,-620.0000000000,-620.0000000000
1336,-620.0000000000,-620.0000000000
1337,-620.0000000000,-620.0000000000
1338,-620.0000000000,-620.0000000000
1339,-620.0000000000,-620.0000000000
1340,-599.6025000000,-620.0000000000
1341,-556.0732995767,-620.0000000000
1342,-356.4372995834,-620.0000000000
1343,-319.5394012665,-620.0000000000
1344,-249.3147004133,-620.0000000000
1345,-321.1060991601,-620.0000000000
1346,-365.9724995767,-620.0000000000
1347,-558.7965995767,-620.0000000000
1348,-620.0000000000,-620.0000000000
1349,-620.0000000000,-620.0000000000
1350,-620.0000000000,-620.0000000000
1351,-620.0000000000,-620.0000000000
1352,-620.0000000000,-620.0000000000
1353,-620.0000000000,-620.0000000000
1354,-620.0000000000,-620.0000000000
1355,-620.0000000000,-620.0000000000
1356,-620.0000000000,-620.0000000000
1357,-620.0000000000,-620.0000000000
1358,-620.0000000000,-620.0000000000
1359,-620.0000000000,-620.0000000000
1360,-620.0000000000,-620.0000000000
1361,-620.0000000000,-620.0000000000
1362,-620.0000000000,-620.0000000000
1363,-620.0000000000,-620.0000000000
1364,-620.0000000000,-620.0000000000
1365,-582.7478000000,-620.0000000000
1366,-391.5918995667,-620.0000000000
1367,-311.6829000000,-620.0000000000
1368,-249.5864000000,-620.0000000000
1369,-313.6873000100,-620.0000000000
1370,-423.1124995767,-620.0000000000
1371,-559.2082000033,-620.0000000000
1372,-614.8601995767,-620.0000000000
1373,-620.0000000000,-620.0000000000
1374,-620.0000000000,-620.0000000000
1375,-620.0000000000,-620.0000000000
1376,-620.0000000000,-620.0000000000
1377,-620.0000000000,-620.0000000000
1378,-620.0000000000,-620.0000000000
1379,-620.0000000000,-620.0000000000
1380,-620.0000000000,-620.0000000000
1381,-620.0000000000,-620.0000000000
1382,-620.0000000000,-620.0000000000
1383,-620.0000000000,-620.0000000000
1384,-620.0000000000,-620.0000000000
1385,-620.0000000000,-620.0000000000
1386,-620.0000000000,-620.0000000000
1387,-620.0000000000,-620.0000000000
1388,-620.0000000000,-620.0000000000
1389,-518.3433004200,-620.0000000000
1390,-384.8688000067,-620.0000000000
1391,-351.8896008399,-620.0000000000
1392,-314.6546000100,-620.0000000000
1393,-358.9177995767,-620.0000000000
1394,-372.1304004233,-620.0000000000
1395,-510.3469000000,-620.0000000000
1396,-620.0000000000,-620.0000000000
1397,-620.0000000000,-620.0000000000
1398,-620.0000000000,-620.0000000000
1399,-620.0000000000,-620.0000000000
1400,-620.0000000000,-620.0000000000
1401,-620.0000000000,-620.0000000000
1402,-620.0000000000,-620.0000000000
1403,-620.0000000000,-620.0000000000
1404,-620.0000000000,-620.0000000000
1405,-620.0000000000,-620.0000000000
1406,-620.0000000000,-620.0000000000
1407,-620.0000000000,-620.0000000000
1408,-620.0000000000,-620.0000000000
1409,-620.0000000000,-620.0000000000
1410,-620.0000000000,-620.0000000000
1411,-620.0000000000,-620.0000000000
1412,-620.0000000000,-620.0000000000
1413,-553.1090004266,-620.0000000000
1414,-381.1841995834,-620.0000000000
1415,-365.8767995834,-620.0000000000
1416,-263.5995008432,-620.0000000000
1417,-323.3497991501,-620.0000000000
1418,-436.2955008432,-620.0000000000
1419,-536.1141004233,-620.0000000000
1420,-609.3874995834,-620.0000000000
1421,-620.0000000000,-620.0000000000
1422,-620.0000000000,-620.0000000000
1423,-620.0000000000,-620.0000000000
1424,-620.0000000000,-620.0000000000
1425,-620.0000000000,-620.0000000000
1426,-620.0000000000,-620.0000000000
1427,-620.0000000000,-620.0000000000
1428,-620.0000000000,-620.0000000000
1429,-620.0000000000,-620.0000000000
1430,-620.0000000000,-620.0000000000
1431,-620.0000000000,-620.0000000000
1432,-620.0000000000,-620.0000000000
1433,-620.0000000000,-620.0000000000
1434,-620.0000000000,-620.0000000000
1435,-620.0000000000,-620.0000000000
1436,-610.8589004233,-620.0000000000
1437,-487.4776004133,-620.0000000000
1438,-442.4285995734,-620.0000000000
1439,-321.1421008432,-620.0000000000
1440,-277.8871999967,-620.0000000000
1441,-340.5969000067,-620.0000000000
1442,-410.5735004200,-620.0000000000
1443,-483.3383008399,-620.0000000000
1444,-607.9006004233,-620.0000000000
1445,-620.0000000000,-620.0000000000
1446,-620.0000000000,-620.0000000000
1447,-620.0000000000,-620.0000000000
1448,-620.0000000000,-620.0000000000
1449,-620.0000000000,-620.0000000000
1450,-620.0000000000,-620.0000000000
1451,-620.0000000000,-620.0000000000
1452,-620.0000000000,-620.0000000000
1453,-620.0000000000,-620.0000000000
1454,-620.0000000000,-620.0000000000
1455,-620.0000000000,-620.0000000000
1456,-620.0000000000,-620.0000000000
1457,-620.0000000000,-620.0000000000
1458,-620.0000000000,-620.0000000000
1459,-620.0000000000,-620.0000000000
1460,-593.6959000000,-620.0000000000
1461,-511.4335995734,-620.0000000000
1462,-385.2532991601,-620.0000000000
1463,-358.5014995834,-620.0000000000
1464,-270.2332008399,-620.0000000000
1465,-286.6297999933,-620.0000000000
1466,-348.5750004333,-620.0000000000
1467,-462.5539008432,-620.0000000000
1468,-603.4047995767,-620.0000000000
1469,-620.0000000000,-620.0000000000
1470,-620.0000000000,-620.0000000000
1471,-620.0000000000,-620.0000000000
1472,-620.0000000000,-620.0000000000
1473,-620.0000000000,-620.0000000000
1474,-620.0000000000,-620.0000000000
1475,-620.0000000000,-620.0000000000
1476,-620.0000000000,-620.0000000000
1477,-620.0000000000,-620.0000000000
1478,-620.0000000000,-620.0000000000
1479,-620.0000000000,-620.0000000000
1480,-620.0000000000,-620.0000000000
1481,-620.0000000000,-620.0000000000
1482,-620.0000000000,-620.0000000000
1483,-620.0000000000,-620.0000000000
1484,-613.9778004233,-620.0000000000
1485,-581.1479008399,-620.0000000000
1486,-384.5192995734,-620.0000000000
1487,-316.4570999900,-620.0000000000
1488,-283.3668000000,-620.0000000000
1489,-290.7244004233,-620.0000000000
1490,-382.3793004133,-620.0000000000
1491,-478.0393000033,-620.0000000000
1492,-620.0000000000,-620.0000000000
1493,-620.0000000000,-620.0000000000
1494,-620.0000000000,-620.0000000000
1495,-620.0000000000,-620.0000000000
1496,-620.0000000000,-620.0000000000
1497,-620.0000000000,-620.0000000000
1498,-620.0000000000,-620.0000000000
1499,-620.0000000000,-620.0000000000
1500,-620.0000000000,-620.0000000000
1501,-620.0000000000,-620.0000000000
1502,-620.0000000000,-620.0000000000
1503,-620.0000000000,-620.0000000000
1504,-620.0000000000,-620.0000000000
1505,-620.0000000000,-620.0000000000
1506,-620.0000000000,-620.0000000000
1507,-620.0000000000,-620.0000000000
1508,-620.0000000000,-620.0000000000
1509,-459.9746995734,-620.0000000000
1510,-378.5422004200,-620.0000000000
1511,-304.6096000000,-620.0000000000
1512,-222.3499991501,-587.9895983068
1513,-268.0546008399,-620.0000000000
1514,-335.1221991501,-620.0000000000
1515,-542.5503991601,-620.0000000000
1516,-616.9937995767,-620.0000000000
1517,-620.0000000000,-620.0000000000
1518,-620.0000000000,-620.0000000000
1519,-620.0000000000,-620.0000000000
1520,-620.0000000000,-620.0000000000
1521,-620.0000000000,-620.0000000000
1522,-620.0000000000,-620.0000000000
1523,-620.0000000000,-620.0000000000
1524,-620.0000000000,-620.0000000000
1525,-620.0000000000,-620.0000000000
1526,-620.0000000000,-620.0000000000
1527,-620.0000000000,-620.0000000000
1528,-620.0000000000,-620.0000000000
1529,-620.0000000000,-620.0000000000
1530,-620.0000000000,-620.0000000000
1531,-620.0000000000,-620.0000000000
1532,-620.0000000000,-620.0000000000
1533,-498.6209000000,-620.0000000000
1534,-402.9295995834,-620.0000000000
1535,-343.7262995734,-620.0000000000
1536,-294.1183995867,-620.0000000000
1537,-350.6477999900,-620.0000000000
1538,-394.0766995800,-620.0000000000
1539,-503.7959004233,-620.0000000000
1540,-620.0000000000,-620.0000000000
1541,-620.0000000000,-620.0000000000
1542,-620.0000000000,-620.0000000000
1543,-620.0000000000,-620.0000000000
1544,-620.0000000000,-620.0000000000
1545,-620.0000000000,-620.0000000000
1546,-620.0000000000,-620.0000000000
1547,-620.0000000000,-620.0000000000
1548,-620.0000000000,-620.0000000000
1549,-620.0000000000,-620.0000000000
1550,-620.0000000000,-620.0000000000
1551,-620.0000000000,-620.0000000000
1552,-620.0000000000,-620.0000000000
1553,-620.0000000000,-620.0000000000
1554,-620.0000000000,-620.0000000000
1555,-620.0000000000,-620.0000000000
1556,-609.3774995834,-620.0000000000
1557,-516.9181995767,-620.0000000000
1558,-389.2302995767,-620.0000000000
1559,-299.5382999900,-620.0000000000
1560,-291.9627995834,-620.0000000000
1561,-315.2402004333,-620.0000000000
1562,-417.3834004133,-620.0000000000
1563,-519.8470995667,-620.0000000000
1564,-606.3250004166,-620.0000000000
1565,-620.0000000000,-620.0000000000
1566,-620.0000000000,-620.0000000000
1567,-620.0000000000,-620.0000000000
1568,-620.0000000000,-620.0000000000
1569,-620.0000000000,-620.0000000000
1570,-620.0000000000,-620.0000000000
1571,-620.0000000000,-620.0000000000
1572,-620.0000000000,-620.0000000000
1573,-620.0000000000,-620.0000000000
1574,-620.0000000000,-620.0000000000
1575,-620.0000000000,-620.0000000000
1576,-620.0000000000,-620.0000000000
1577,-620.0000000000,-620.0000000000
1578,-620.0000000000,-620.0000000000
1579,-620.0000000000,-620.0000000000
1580,-583.7345999933,-620.0000000000
1581,-531.8504995767,-620.0000000000
1582,-343.9229995834,-620.0000000000
1583,-279.7183999933,-620.0000000000
1584,-278.9909991501,-620.0000000000
1585,-332.1096012665,-620.0000000000
1586,-392.8746004166,-620.0000000000
1587,-575.9544000000,-620.0000000000
1588,-620.0000000000,-620.0000000000
1589,-620.0000000000,-620.0000000000
1590,-620.0000000000,-620.0000000000
1591,-620.0000000000,-620.0000000000
1592,-620.0000000000,-620.0000000000
1593,-620.0000000000,-620.0000000000
1594,-620.0000000000,-620.0000000000
1595,-620.0000000000,-620.0000000000
1596,-620.0000000000,-620.0000000000
1597,-620.0000000000,-620.0000000000
1598,-620.0000000000,-620.0000000000
1599,-620.0000000000,-620.0000000000
1600,-620.0000000000,-620.0000000000
1601,-620.0000000000,-620.0000000000
1602,-620.0000000000,-620.0000000000
1603,-620.0000000000,-620.0000000000
1604,-620.0000000000,-620.0000000000
1605,-567.1037995767,-620.0000000000
1606,-447.2504004266,-620.0000000000
1607,-329.7526008432,-620.0000000000
1608,-304.1289004200,-620.0000000000
1609,-253.6074999900,-620.0000000000
1610,-388.9193004266,-620.0000000000
1611,-532.9585008432,-620.0000000000
1612,-590.0622004166,-620.0000000000
1613,-620.0000000000,-620.0000000000
1614,-620.0000000000,-620.0000000000
1615,-620.0000000000,-620.0000000000
1616,-620.0000000000,-620.0000000000
1617,-620.0000000000,-620.0000000000
1618,-620.0000000000,-620.0000000000
1619,-620.0000000000,-620.0000000000
1620,-620.0000000000,-620.0000000000
1621,-620.0000000000,-620.0000000000
1622,-620.0000000000,-620.0000000000
1623,-620.0000000000,-620.0000000000
1624,-620.0000000000,-620.0000000000
1625,-620.0000000000,-620.0000000000
1626,-620.0000000000,-620.0000000000
1627,-620.0000000000,-620.0000000000
1628,-592.0830000000,-620.0000000000
1629,-495.9136012665,-620.0000000000
1630,-435.4459000033,-620.0000000000
1631,-274.0298987335,-620.0000000000
1632,-282.0422999967,-620.0000000000
1633,-273.2454012665,-620.0000000000
1634,-429.1371008499,-620.0000000000
1635,-564.2577008499,-620.0000000000
1636,-600.8013004233,-620.0000000000
1637,-620.0000000000,-620.0000000000
1638,-620.0000000000,-620.0000000000
1639,-620.0000000000,-620.0000000000
1640,-620.0000000000,-620.0000000000
1641,-620.0000000000,-620.0000000000
1642,-620.0000000000,-620.0000000000
1643,-620.0000000000,-620.0000000000
1644,-620.0000000000,-620.0000000000
1645,-620.0000000000,-620.0000000000
1646,-620.0000000000,-620.0000000000
1647,-620.0000000000,-620.0000000000
1648,-620.0000000000,-620.0000000000
1649,-620.0000000000,-620.0000000000
1650,-620.0000000000,-620.0000000000
1651,-620.0000000000,-620.0000000000
1652,-610.3837000000,-620.0000000000
1653,-553.0808995767,-620.0000000000
1654,-397.9044000067,-620.0000000000
1655,-354.6224999900,-620.0000000000
1656,-310.7571995734,-620.0000000000
1657,-361.0022995734,-620.0000000000
1658,-465.4960004233,-620.0000000000
1659,-456.2601995734,-620.0000000000
1660,-620.0000000000,-620.0000000000
1661,-620.0000000000,-620.0000000000
1662,-620.0000000000,-620.0000000000
1663,-620.0000000000,-620.0000000000
1664,-620.0000000000,-620.0000000000
1665,-620.0000000000,-620.0000000000
1666,-620.0000000000,-620.0000000000
1667,-620.0000000000,-620.0000000000
1668,-620.0000000000,-620.0000000000
1669,-620.0000000000,-620.0000000000
1670,-620.0000000000,-620.0000000000
1671,-620.0000000000,-620.0000000000
1672,-620.0000000000,-620.0000000000
1673,-620.0000000000,-620.0000000000
1674,-620.0000000000,-620.0000000000
1675,-620.0000000000,-620.0000000000
1676,-600.3379995767,-620.0000000000
1677,-508.0666000033,-620.0000000000
1678,-402.0924000067,-620.0000000000
1679,-314.5338995834,-620.0000000000
1680,-257.0777004200,-620.0000000000
1681,-363.7490000000,-620.0000000000
1682,-361.1623000000,-620.0000000000
1683,-527.4025995834,-620.0000000000
1684,-590.2865000067,-620.0000000000
1685,-620.0000000000,-620.0000000000
1686,-620.0000000000,-620.0000000000
1687,-620.0000000000,-620.0000000000
1688,-620.0000000000,-620.0000000000
1689,-620.0000000000,-620.0000000000
1690,-620.0000000000,-620.0000000000
1691,-620.0000000000,-620.0000000000
1692,-620.0000000000,-620.0000000000
1693,-620.0000000000,-620.0000000000
1694,-620.0000000000,-620.0000000000
1695,-620.0000000000,-620.0000000000
1696,-620.0000000000,-620.0000000000
1697,-620.0000000000,-620.0000000000
1698,-620.0000000000,-620.0000000000
1699,-620.0000000000,-620.0000000000
1700,-610.6376995767,-620.0000000000
1701,-493.0043995667,-620.0000000000
1702,-383.0918008399,-620.0000000000
1703,-390.6308999933,-620.0000000000
1704,-319.1343995767,-620.0000000000
1705,-299.3613991601,-620.0000000000
1706,-383.9062000000,-620.0000000000
1707,-503.1611008499,-620.0000000000
1708,-592.4828004233,-620.0000000000
1709,-620.0000000000,-620.0000000000
1710,-620.0000000000,-620.0000000000
1711,-620.0000000000,-620.0000000000
1712,-620.0000000000,-620.0000000000
1713,-620.0000000000,-620.0000000000
1714,-620.0000000000,-620.0000000000
1715,-620.0000000000,-620.0000000000
1716,-620.0000000000,-620.0000000000
1717,-620.0000000000,-620.0000000000
1718,-620.0000000000,-620.0000000000
1719,-620.0000000000,-620.0000000000
1720,-620.0000000000,-620.0000000000
1721,-620.0000000000,-620.0000000000
1722,-620.0000000000,-620.0000000000
1723,-620.0000000000,-620.0000000000
1724,-603.8178000000,-620.0000000000
1725,-521.5765995667,-620.0000000000
1726,-361.3829012665,-620.0000000000
1727,-290.9151000100,-620.0000000000
1728,-325.4035004166,-620.0000000000
1729,-314.0044995867,-620.0000000000
1730,-398.1879008432,-620.0000000000
1731,-488.1238008399,-620.0000000000
1732,-589.4815004233,-620.0000000000
1733,-620.0000000000,-620.0000000000
1734,-620.0000000000,-620.0000000000
1735,-620.0000000000,-620.0000000000
1736,-620.0000000000,-620.0000000000
1737,-620.0000000000,-620.0000000000
1738,-620.0000000000,-620.0000000000
1739,-620.0000000000,-620.0000000000
1740,-620.0000000000,-620.0000000000
1741,-620.0000000000,-620.0000000000
1742,-620.0000000000,-620.0000000000
1743,-620.0000000000,-620.0000000000
1744,-620.0000000000,-620.0000000000
1745,-620.0000000000,-620.0000000000
1746,-620.0000000000,-620.0000000000
1747,-620.0000000000,-620.0000000000
1748,-620.0000000000,-620.0000000000
1749,-500.9065004166,-620.0000000000
1750,-402.2210995834,-620.0000000000
1751,-389.5984008499,-620.0000000000
1752,-306.7721991501,-620.0000000000
1753,-288.5900004333,-620.0000000000
1754,-400.0370000100,-620.0000000000
1755,-423.1607004133,-620.0000000000
1756,-612.5742004233,-620.0000000000
1757,-620.0000000000,-620.0000000000
1758,-620.0000000000,-620.0000000000
1759,-620.0000000000,-620.0000000000
1760,-620.0000000000,-620.0000000000
1761,-620.0000000000,-620.0000000000
1762,-620.0000000000,-620.0000000000
1763,-620.0000000000,-620.0000000000
1764,-620.0000000000,-620.0000000000
1765,-620.0000000000,-620.0000000000
1766,-620.0000000000,-620.0000000000
1767,-620.0000000000,-620.0000000000
1768,-620.0000000000,-620.0000000000
1769,-620.0000000000,-620.0000000000
1770,-620.0000000000,-620.0000000000
1771,-620.0000000000,-620.0000000000
1772,-614.3587995767,-620.0000000000
1773,-570.2734004266,-620.0000000000
1774,-390.0175995734,-620.0000000000
