X_时间（h）,Y_RegionD_SOC（MWh）,Y_RegionE_SOC（MWh）,Y_RegionF_SOC（MWh）
603,90.0000000000,82.0000000000,100.3862370143
604,90.0000000000,82.0000000000,85.0000000000
605,90.0000000000,82.0000000000,85.0000000000
606,90.0000000000,82.0000000000,85.0000000000
607,90.0000000000,82.0000000000,85.0000000000
608,90.0000000000,82.0000000000,85.0000000000
609,90.0000000000,82.0000000000,85.0000000000
610,90.0000000000,82.0000000000,85.0000000000
611,90.0000000000,82.0000000000,85.0000000000
612,90.0000000000,82.0000000000,85.0000000000
613,90.0000000000,82.0000000000,85.0000000000
614,90.0000000000,125.6455645494,85.0000000000
615,90.0000000000,125.6455645494,320.0000000000
616,212.3783170182,351.2455645494,426.9340944912
617,212.3783170182,542.6413145494,619.7580804912
618,383.5425414192,695.1915645494,744.4775624912
619,469.8702614192,748.0736141578,804.6348368891
620,484.7279014192,765.3602141578,803.1710739034
621,502.4081734192,706.1344081542,726.7384937134
622,422.7591407024,607.7338705198,640.9826868066
623,328.2103239569,466.2365582438,483.1472033908
624,233.9561304085,347.9865586918,366.1680636058
625,164.4898933906,203.3978494624,257.1548377994
626,112.5569897060,108.3306451613,145.0297844911
627,90.0000000000,82.0000000000,85.0000000000
628,90.0000000000,82.0000000000,85.0000000000
629,90.0000000000,82.0000000000,85.0000000000
630,90.0000000000,82.0000000000,85.0000000000
631,90.0000000000,82.0000000000,85.0000000000
632,90.0000000000,82.0000000000,85.0000000000
633,90.0000000000,82.0000000000,85.0000000000
634,90.0000000000,82.0000000000,85.0000000000
635,90.0000000000,82.0000000000,85.0000000000
636,90.0000000000,82.0000000000,85.0000000000
637,90.0000000000,82.0000000000,85.0000000000
638,90.0000000000,82.0000000000,85.0000000000
639,90.0000000000,108.3499744955,85.0000000000
640,90.0000000000,333.9499744955,314.8901851793
641,260.5475209745,553.4164741039,505.7802151793
642,405.5902729745,680.5279744955,636.8745887814
643,481.7028249745,763.5017741039,690.7405371793
644,504.9106729745,780.4946241039,687.9521496273
645,507.9961285735,742.6666675626,657.2668812653
646,453.0799995413,627.6935492831,585.3308593048
647,334.8855909391,514.3548396056,475.9055904875
648,222.8490313406,347.6505380824,333.0348377994
649,139.2615049176,237.9677419355,220.1296769642
650,91.7604301075,134.0833333333,106.1883866416
651,90.0000000000,82.0000000000,95.6612898674
652,90.0000000000,82.0000000000,85.0000000000
653,90.0000000000,82.0000000000,85.0000000000
654,90.0000000000,82.0000000000,85.0000000000
655,90.0000000000,82.0000000000,85.0000000000
656,90.0000000000,82.0000000000,85.0000000000
657,90.0000000000,82.0000000000,85.0000000000
658,90.0000000000,82.0000000000,85.0000000000
659,90.0000000000,82.0000000000,85.0000000000
660,90.0000000000,82.0000000000,85.0000000000
661,90.0000000000,82.0000000000,85.0000000000
662,90.0000000000,82.0000000000,85.0000000000
663,90.0000000000,82.0000000000,150.0265424837
664,90.0000000000,281.2433167896,385.0265424837
665,204.3150395413,465.4833163980,585.8131740858
666,375.9725751402,627.3748163980,711.7025800858
667,507.6729675413,721.8871160064,759.8024744837
668,578.1064151402,729.6209663980,758.9122594300
669,588.7599995413,698.5134399642,732.6788190249
670,527.5952683585,604.6559130825,628.4738723332
671,419.4481715843,459.0053754481,497.5132267168
672,312.0223651327,338.2822571685,383.6066671218
673,191.6451603729,225.2258055556,235.3600000000
674,122.9896769606,119.2177414875,117.3082791147
675,90.0000000000,83.2634404122,85.0000000000
676,90.0000000000,82.0000000000,85.0000000000
677,90.0000000000,82.0000000000,85.0000000000
678,90.0000000000,82.0000000000,85.0000000000
679,90.0000000000,82.0000000000,85.0000000000
680,90.0000000000,82.0000000000,85.0000000000
681,90.0000000000,82.0000000000,85.0000000000
682,90.0000000000,82.0000000000,85.0000000000
683,90.0000000000,82.0000000000,85.0000000000
684,90.0000000000,82.0000000000,85.0000000000
685,90.0000000000,82.0000000000,85.0000000000
686,90.0000000000,82.0000000000,85.0000000000
687,90.0000000000,82.0000000000,320.0000000000
688,90.0000000000,283.5684377007,428.3816120000
689,175.7877614914,468.5839377007,648.7704400000
690,342.7167214914,630.3931873091,785.3801700000
691,438.3812738925,692.8162373091,841.9441056021
692,473.1037458925,717.0940869175,850.0000000000
693,484.5995698925,709.1451621863,790.6509672868
694,434.3217204301,609.8037638888,693.1920421004
695,350.5909677419,517.5537638888,588.9560205951
696,231.8240864802,380.0430107527,457.7269897025
697,146.9015053763,240.9247316308,284.2168821756
698,90.0000000000,155.8440860215,157.3297858565
699,90.0000000000,92.7123655914,102.3117208853
700,90.0000000000,82.0000000000,85.0000000000
701,90.0000000000,82.0000000000,85.0000000000
702,90.0000000000,82.0000000000,85.0000000000
703,90.0000000000,82.0000000000,85.0000000000
704,90.0000000000,82.0000000000,85.0000000000
705,90.0000000000,82.0000000000,85.0000000000
706,90.0000000000,82.0000000000,85.0000000000
707,90.0000000000,82.0000000000,85.0000000000
708,90.0000000000,82.0000000000,85.0000000000
709,90.0000000000,82.0000000000,85.0000000000
710,90.0000000000,82.0000000000,85.0000000000
711,90.0000000000,166.7802318101,85.0000000000
712,90.0000000000,392.3802318101,263.3602160180
713,121.8382147674,580.1217318101,466.4508816201
714,278.7324867674,708.8312318101,579.6979460180
715,357.3717587674,772.6290318101,657.6428404159
716,419.3948391684,749.2849457886,662.0098920180
717,392.8649471540,702.3844077062,648.9544086022
718,384.4692477706,626.6720425628,580.5279565341
719,326.4761294910,484.0188163083,450.4959139785
720,243.8107526882,374.0752683692,307.1198929283
721,165.6047307241,221.7446236559,191.5927956989
722,99.1789242724,147.9408602151,110.0433333333
723,90.0000000000,82.0000000000,85.0000000000
724,90.0000000000,82.0000000000,85.0000000000
725,90.0000000000,82.0000000000,85.0000000000
726,90.0000000000,82.0000000000,85.0000000000
727,90.0000000000,82.0000000000,85.0000000000
728,90.0000000000,82.0000000000,85.0000000000
729,90.0000000000,82.0000000000,85.0000000000
730,90.0000000000,82.0000000000,85.0000000000
731,90.0000000000,82.0000000000,85.0000000000
732,90.0000000000,82.0000000000,85.0000000000
733,90.0000000000,82.0000000000,85.0000000000
734,90.0000000000,82.0000000000,85.0000000000
735,90.0000000000,82.0000000000,85.0000000000
736,90.0000000000,307.6000000000,288.3903223154
737,171.0689819642,475.1699113233,489.1292019175
738,345.8909335632,568.6411609317,600.8601403154
739,455.1757099642,642.7084613233,673.7671979175
740,461.8275259642,683.2365609317,704.3978499175
741,431.6916124445,615.2741948923,675.7746241111
742,387.6898920144,504.6021518816,565.5610757240
743,318.0804301075,392.7419363798,454.4151617455
744,228.6159139785,275.5537643368,324.6677423906
745,159.1359144372,159.0698929211,196.8230107527
746,104.3952692759,104.4731187276,100.2930112078
747,90.0000000000,90.7500004480,85.0000000000
748,90.0000000000,82.0000000000,85.0000000000
749,90.0000000000,82.0000000000,85.0000000000
750,90.0000000000,82.0000000000,85.0000000000
751,90.0000000000,82.0000000000,85.0000000000
752,90.0000000000,82.0000000000,85.0000000000
753,90.0000000000,82.0000000000,85.0000000000
754,90.0000000000,82.0000000000,85.0000000000
755,90.0000000000,82.0000000000,85.0000000000
756,90.0000000000,82.0000000000,85.0000000000
757,90.0000000000,82.0000000000,85.0000000000
758,90.0000000000,82.0000000000,85.0000000000
759,90.0000000000,100.6621599794,111.6257831398
760,90.0000000000,326.2621599794,343.9904927419
761,90.0000000000,529.2904095878,547.0095307419
762,273.9952918710,659.5391595878,682.1628251398
763,337.5223714699,733.2657095878,762.2565591398
764,388.4399158710,741.9865595878,739.5988167491
765,390.8154838710,669.2258068996,667.4678494624
766,358.5539784946,619.4677423835,581.1384941685
767,313.2232258065,494.0994628136,493.3305367241
768,215.6382800286,373.0403230286,347.8924726631
769,124.9901079856,232.3629036738,223.0247311828
770,90.0000000000,126.2204301075,173.3481724982
771,90.0000000000,82.0000000000,107.1049462366
772,90.0000000000,82.0000000000,85.0000000000
773,90.0000000000,82.0000000000,85.0000000000
774,90.0000000000,82.0000000000,85.0000000000
775,90.0000000000,82.0000000000,85.0000000000
776,90.0000000000,82.0000000000,85.0000000000
777,90.0000000000,82.0000000000,85.0000000000
778,90.0000000000,82.0000000000,85.0000000000
779,90.0000000000,82.0000000000,85.0000000000
780,90.0000000000,82.0000000000,85.0000000000
781,90.0000000000,82.0000000000,85.0000000000
782,90.0000000000,82.0000000000,85.0000000000
783,90.0000000000,122.0007927088,116.8013496895
784,109.9689839137,347.6007927088,345.4987064874
785,109.9689839137,543.6025431004,543.5873504874
786,259.9448555126,699.1607931004,677.8094804874
787,355.1281275126,804.3068431004,729.1684488853
788,445.6309515126,808.7741931004,747.7417208853
789,461.2417195126,723.8360206094,712.0037643512
790,422.9793543800,640.6370954302,613.7801088923
791,350.4107526882,542.4865582438,485.5916147238
792,283.5458064516,377.3145156810,335.8109691074
793,162.8658059929,265.0645156810,215.0400009103
794,103.5006447026,157.6586021505,98.6406456164
795,90.0000000000,82.0000000000,85.0000000000
796,90.0000000000,82.0000000000,85.0000000000
797,90.0000000000,82.0000000000,85.0000000000
798,90.0000000000,82.0000000000,85.0000000000
799,90.0000000000,82.0000000000,85.0000000000
800,90.0000000000,82.0000000000,85.0000000000
801,90.0000000000,82.0000000000,85.0000000000
802,90.0000000000,82.0000000000,85.0000000000
803,90.0000000000,82.0000000000,85.0000000000
804,90.0000000000,82.0000000000,85.0000000000
805,90.0000000000,82.0000000000,85.0000000000
806,90.0000000000,82.0000000000,85.0000000000
807,90.0000000000,82.0000000000,85.0000000000
808,90.0000000000,245.3229682796,282.5892000465
809,226.1112416918,441.6302178879,470.6499236487
810,394.5923292908,615.9414678879,593.3160700465
811,475.6380012908,675.6032682796,633.1548684444
812,517.9286016918,675.7231182796,673.0494080465
813,478.9152688172,649.0107531362,673.5623660465
814,439.9096769606,589.3333337813,592.7500004552
815,357.9131178208,478.6290331540,467.6887101326
816,236.4073109105,335.7016133512,321.8409681971
817,116.5118274983,219.0833337813,188.5202155089
818,90.0000000000,116.5833337813,123.2895703476
819,90.0000000000,82.0000000000,85.0000000000
820,90.0000000000,82.0000000000,85.0000000000
821,90.0000000000,82.0000000000,85.0000000000
822,90.0000000000,82.0000000000,85.0000000000
823,90.0000000000,82.0000000000,85.0000000000
824,90.0000000000,82.0000000000,85.0000000000
825,90.0000000000,82.0000000000,85.0000000000
826,90.0000000000,82.0000000000,85.0000000000
827,90.0000000000,82.0000000000,85.0000000000
828,90.0000000000,82.0000000000,85.0000000000
829,90.0000000000,82.0000000000,85.0000000000
830,90.0000000000,147.9416826395,85.0000000000
831,90.0000000000,147.9416826395,142.2137751426
832,90.0000000000,373.5416826395,377.1702249426
833,173.1742709099,547.8529330311,581.7173273405
834,345.8545273109,669.6651830311,699.6799009426
835,444.6113033109,761.6747334227,783.4505385447
836,490.4393109099,746.7311850356,767.6753772544
837,492.6223665089,710.2069914872,716.8066675770
838,438.9311837132,624.1586039425,624.3184950788
839,343.1161304085,500.1209695339,496.4304310178
840,255.2481729605,336.4677432794,343.6318293224
841,179.4094632831,197.4569901433,229.1562374694
842,124.9440864802,140.7096778673,161.9727961541
843,90.0000000000,82.0000000000,110.9422580645
844,90.0000000000,82.0000000000,85.0000000000
845,90.0000000000,82.0000000000,85.0000000000
846,90.0000000000,82.0000000000,85.0000000000
847,90.0000000000,82.0000000000,85.0000000000
848,90.0000000000,82.0000000000,85.0000000000
849,90.0000000000,82.0000000000,85.0000000000
850,90.0000000000,82.0000000000,85.0000000000
851,90.0000000000,82.0000000000,85.0000000000
852,90.0000000000,82.0000000000,85.0000000000
853,90.0000000000,82.0000000000,85.0000000000
854,90.0000000000,82.0000000000,85.0000000000
855,90.0000000000,307.6000000000,85.0000000000
856,90.0000000000,356.9102443780,264.1997191325
857,248.3973573052,546.7784943780,474.2263631325
858,451.9998533052,659.4257447697,604.0314331325
859,534.3810777062,713.4357947697,701.2442587346
860,558.1784937062,717.0806451613,714.7080663367
861,538.3513973907,649.0913974015,661.9411846163
862,482.6369892473,565.9731178316,592.7773131934
863,405.7604305663,430.1344081542,473.4105385447
864,275.3772047598,311.8037629929,344.6873131934
865,179.8292473118,199.4596769714,212.2815062866
866,129.7681720430,108.0080645161,140.3184950788
867,99.9303230394,82.0000000000,85.0000000000
868,90.0000000000,82.0000000000,85.0000000000
869,90.0000000000,82.0000000000,85.0000000000
870,90.0000000000,82.0000000000,85.0000000000
871,90.0000000000,82.0000000000,85.0000000000
872,90.0000000000,82.0000000000,85.0000000000
873,90.0000000000,82.0000000000,85.0000000000
874,90.0000000000,82.0000000000,85.0000000000
875,90.0000000000,82.0000000000,85.0000000000
876,90.0000000000,82.0000000000,85.0000000000
877,90.0000000000,82.0000000000,85.0000000000
878,90.0000000000,82.0000000000,85.0000000000
879,90.0000000000,82.0000000000,85.0000000000
880,90.0000000000,298.0767792116,320.0000000000
881,220.2577992840,473.7157792116,451.5342547205
882,382.7349196850,595.5867792116,621.2599971184
883,510.4647520860,627.4128292116,697.9275255163
884,593.7363440860,634.9704292116,677.4410739034
885,572.7393543800,629.2930103047,636.5958055413
886,497.9488172043,568.0161290323,553.2707517779
887,395.6787096774,455.8467741935,472.3317195198
888,288.9961294910,332.1666662187,343.4036554588
889,201.0593548387,192.3225801972,248.1146232008
890,108.2215058351,96.4892473118,127.7140855664
891,90.0000000000,86.9193543907,85.0000000000
892,90.0000000000,82.0000000000,85.0000000000
893,90.0000000000,82.0000000000,85.0000000000
894,90.0000000000,82.0000000000,85.0000000000
895,90.0000000000,82.0000000000,85.0000000000
896,90.0000000000,82.0000000000,85.0000000000
897,90.0000000000,82.0000000000,85.0000000000
898,90.0000000000,82.0000000000,85.0000000000
899,90.0000000000,82.0000000000,85.0000000000
900,90.0000000000,82.0000000000,85.0000000000
901,90.0000000000,82.0000000000,85.0000000000
902,90.0000000000,82.0000000000,85.0000000000
903,90.0000000000,156.0746188172,131.0014885234
904,90.0000000000,381.6746188172,366.0014885234
905,329.6184075990,576.5013684256,557.6197365234
906,398.5139916273,708.5831184256,703.0635861255
907,498.4138072263,747.7176684256,766.7903221255
908,561.7363436273,750.5752688172,763.1416119929
909,549.0799990825,712.6935483871,686.9958059965
910,465.3432248890,630.5833328853,594.6715044660
911,357.0722576058,492.7688172043,448.1431178244
912,241.6774193548,361.3736563620,302.4455913978
913,150.4787101362,217.8064520609,213.8069892473
914,95.8068821792,138.3844090501,149.8736559140
915,90.0000000000,82.0000000000,102.2707522330
916,90.0000000000,82.0000000000,85.0000000000
917,90.0000000000,82.0000000000,85.0000000000
918,90.0000000000,82.0000000000,85.0000000000
919,90.0000000000,82.0000000000,85.0000000000
920,90.0000000000,82.0000000000,85.0000000000
921,90.0000000000,82.0000000000,85.0000000000
922,90.0000000000,82.0000000000,85.0000000000
923,90.0000000000,82.0000000000,85.0000000000
924,90.0000000000,82.0000000000,85.0000000000
925,90.0000000000,82.0000000000,85.0000000000
926,90.0000000000,82.0000000000,85.0000000000
927,90.0000000000,93.5359368048,182.8608896741
928,90.0000000000,319.1359368048,407.6449692762
929,158.0836556849,485.5276864131,619.4503752762
930,344.6969680859,608.9966864131,741.6390012762
931,430.4832480859,676.5544864131,808.9710132762
932,498.7148400859,700.8440860215,820.9783852762
933,456.1367755698,673.2043006273,737.7451599249
934,398.5780654336,609.5080640681,627.4496765091
935,323.0090331755,491.0215053763,506.5670963190
936,236.4623665089,367.6639784946,367.6702150538
937,135.4778499211,235.6962365591,246.7080649713
938,90.0000000000,148.2500000000,171.7270967742
939,90.0000000000,82.0000000000,85.0000000000
940,90.0000000000,82.0000000000,85.0000000000
941,90.0000000000,82.0000000000,85.0000000000
942,90.0000000000,82.0000000000,85.0000000000
943,90.0000000000,82.0000000000,85.0000000000
944,90.0000000000,82.0000000000,85.0000000000
945,90.0000000000,82.0000000000,85.0000000000
946,90.0000000000,82.0000000000,85.0000000000
947,90.0000000000,82.0000000000,85.0000000000
948,90.0000000000,82.0000000000,85.0000000000
949,90.0000000000,82.0000000000,85.0000000000
950,90.0000000000,82.0000000000,85.0000000000
951,90.0000000000,99.4103239579,140.8882882188
952,90.0000000000,325.0103239579,375.8882882188
953,270.6780791398,529.0255743495,558.6366022188
954,426.7541755408,674.6785739579,701.7167282188
955,546.1458311398,718.6423739579,779.2079782188
956,608.0365591398,736.8924735663,797.4589238209
957,588.5122580645,732.0618284050,775.3495689822
958,490.6541935484,589.0645161290,688.1052679069
959,396.9587096774,447.4059139785,581.0151599249
960,290.7716129032,327.4086017026,489.8730089321
961,198.6232258065,218.3978494624,308.5653749786
962,135.8447311828,139.1370963262,197.6147302725
963,90.0000000000,82.0000000000,110.1092468567
964,90.0000000000,82.0000000000,85.0000000000
965,90.0000000000,82.0000000000,85.0000000000
966,90.0000000000,82.0000000000,85.0000000000
967,90.0000000000,82.0000000000,85.0000000000
968,90.0000000000,82.0000000000,85.0000000000
969,90.0000000000,82.0000000000,85.0000000000
970,90.0000000000,82.0000000000,85.0000000000
971,90.0000000000,82.0000000000,85.0000000000
972,90.0000000000,82.0000000000,85.0000000000
973,90.0000000000,82.0000000000,85.0000000000
974,90.0000000000,82.0000000000,85.0000000000
975,90.0000000000,82.0000000000,252.1605835807
976,313.5833920005,275.3490705428,465.3767415807
977,313.5833920005,471.1275709344,641.0935735807
978,467.1688644015,620.9988209344,771.5194191828
979,545.3027924015,681.6476209344,811.1552711828
980,595.8834404015,693.8817213261,819.2947311828
981,567.8670967742,661.9408611110,770.7338709677
982,475.6520430108,576.5107535841,658.1715058315
983,370.5053758854,426.4650546594,509.7859144336
984,247.9810748101,309.2903234766,356.0177419355
985,162.8933328746,195.1182800179,221.3450533083
986,95.9720425520,111.9462370071,122.2887092223
987,90.0000000000,82.0000000000,89.0245156739
988,90.0000000000,82.0000000000,85.0000000000
989,90.0000000000,82.0000000000,85.0000000000
990,90.0000000000,82.0000000000,85.0000000000
991,90.0000000000,82.0000000000,85.0000000000
992,90.0000000000,82.0000000000,85.0000000000
993,90.0000000000,82.0000000000,85.0000000000
994,90.0000000000,82.0000000000,85.0000000000
995,90.0000000000,82.0000000000,85.0000000000
996,90.0000000000,82.0000000000,85.0000000000
997,90.0000000000,82.0000000000,85.0000000000
998,90.0000000000,82.0000000000,85.0000000000
999,90.0000000000,82.0000000000,194.3310988315
1000,90.0000000000,307.6000000000,429.3310988315
1001,193.1738374199,426.0410483638,617.0336828315
1002,338.8663178210,555.5847983638,747.8892972294
1003,423.8584858210,628.0540979721,787.0834436273
1004,499.8146218210,640.5349475805,811.5421496273
1005,463.2236545378,623.6747325267,759.8950533083
1006,461.6546227384,545.2338718637,650.9241935484
1007,382.1079560718,436.6935488351,505.8160215054
1008,295.3135474696,334.3172043011,352.4575268817
1009,175.8997844875,196.9596774194,211.9674198100
1010,111.7449462366,119.6478494624,140.8374193548
1011,90.0000000000,88.2365595878,85.0000000000
1012,90.0000000000,82.0000000000,85.0000000000
1013,90.0000000000,82.0000000000,85.0000000000
1014,90.0000000000,82.0000000000,85.0000000000
1015,90.0000000000,82.0000000000,85.0000000000
1016,90.0000000000,82.0000000000,85.0000000000
1017,90.0000000000,82.0000000000,85.0000000000
1018,90.0000000000,82.0000000000,85.0000000000
1019,90.0000000000,82.0000000000,85.0000000000
1020,90.0000000000,82.0000000000,85.0000000000
1021,90.0000000000,82.0000000000,85.0000000000
1022,90.0000000000,82.0000000000,85.0000000000
1023,90.0000000000,82.0000000000,187.0428600610
1024,90.0000000000,300.0300838146,422.0428600610
1025,168.6888681857,525.6300838146,615.1056056631
1026,323.3451877846,640.0985838146,742.8692776631
1027,421.8492913836,736.4321334230,773.4680640610
1028,503.7372033836,742.6854834230,761.2980645161
1029,454.5939780359,672.3440860215,728.5097849462
1030,445.4963436273,612.5053767921,669.0552692724
1031,376.4374193548,497.3924731183,557.4177423906
1032,281.0683870968,365.6747316308,411.6519359390
1033,206.6886016918,223.8279574372,292.3284950788
1034,119.3423651327,130.0510757168,159.2006456164
1035,90.0000000000,82.0000000000,90.5266666667
1036,90.0000000000,82.0000000000,85.0000000000
1037,90.0000000000,82.0000000000,85.0000000000
1038,90.0000000000,82.0000000000,85.0000000000
1039,90.0000000000,82.0000000000,85.0000000000
1040,90.0000000000,82.0000000000,85.0000000000
1041,90.0000000000,82.0000000000,85.0000000000
1042,90.0000000000,82.0000000000,85.0000000000
1043,90.0000000000,82.0000000000,85.0000000000
1044,90.0000000000,82.0000000000,85.0000000000
1045,90.0000000000,82.0000000000,85.0000000000
1046,90.0000000000,82.0000000000,85.0000000000
1047,90.0000000000,82.0000000000,219.1900105270
1048,90.0000000000,247.0418813621,454.1900105270
1049,149.1462073123,436.5341313621,643.0744565270
1050,329.5028793123,587.0986313621,740.2290969249
1051,449.1351753123,651.1901813621,815.5595685270
1052,489.5126877133,683.1290313621,802.1059121579
1053,458.0417204301,646.6854829750,747.6183857313
1054,391.0137638996,578.0295685485,655.2531173693
1055,303.8283875555,466.8817195341,538.4673113728
1056,205.8030112114,367.9999991040,365.6764511578
1057,148.2559148960,232.4032253585,244.6460205951
1058,100.6722585233,139.3790322581,155.0668812653
1059,98.0447311828,82.0000000000,85.0000000000
1060,90.0000000000,82.0000000000,85.0000000000
1061,90.0000000000,82.0000000000,85.0000000000
1062,90.0000000000,82.0000000000,85.0000000000
1063,90.0000000000,82.0000000000,85.0000000000
1064,90.0000000000,82.0000000000,85.0000000000
1065,90.0000000000,82.0000000000,85.0000000000
1066,90.0000000000,82.0000000000,85.0000000000
1067,90.0000000000,82.0000000000,85.0000000000
1068,90.0000000000,82.0000000000,85.0000000000
1069,90.0000000000,82.0000000000,85.0000000000
1070,90.0000000000,82.0000000000,85.0000000000
1071,90.0000000000,82.0000000000,213.0681570215
1072,90.0000000000,239.9770941757,448.0681570215
1073,119.4891213191,448.4455941757,631.0791070215
1074,282.9408337201,586.0380937840,752.3246306237
1075,414.9299933191,665.2753941757,813.1384946237
1076,469.3849453191,683.4784941757,809.8311832509
1077,447.7686012331,630.7311818997,756.5180645161
1078,384.2503212044,547.2634404122,631.4059144336
1079,311.1036549965,457.7553763441,495.7476353189
1080,254.1896765019,354.5456989247,373.2105385447
1081,155.3522576058,215.8440855735,261.3568826307
1082,90.0000000000,115.3333333333,147.0468826307
1083,90.0000000000,82.0000000000,91.8786026057
1084,90.0000000000,82.0000000000,85.0000000000
1085,90.0000000000,82.0000000000,85.0000000000
1086,90.0000000000,82.0000000000,85.0000000000
1087,90.0000000000,82.0000000000,85.0000000000
1088,90.0000000000,82.0000000000,85.0000000000
1089,90.0000000000,82.0000000000,85.0000000000
1090,90.0000000000,82.0000000000,85.0000000000
1091,90.0000000000,82.0000000000,85.0000000000
1092,90.0000000000,82.0000000000,85.0000000000
1093,90.0000000000,82.0000000000,85.0000000000
1094,90.0000000000,82.0000000000,85.0000000000
1095,90.0000000000,186.8888503916,144.4044780575
1096,90.0000000000,412.4888503916,379.4044780575
1097,181.1802713697,612.3916000000,563.4779096596
1098,340.7215837707,715.8856000000,729.1447320575
1099,419.8301037707,784.0661496084,778.7129996596
1100,477.9307517707,820.0000000000,783.3426872617
1101,460.4984937062,746.7016129032,737.8544081470
1102,413.9505371757,661.0833333333,642.9491393298
1103,324.7694619069,517.7849462366,488.0633328782
1104,227.1569892473,395.6236554660,377.4068817204
1105,138.0365586810,220.7258060036,240.2351617455
1106,114.0847307241,123.3064511649,131.6333333333
1107,90.0000000000,82.0000000000,85.0000000000
1108,90.0000000000,82.0000000000,85.0000000000
1109,90.0000000000,82.0000000000,85.0000000000
1110,90.0000000000,82.0000000000,85.0000000000
1111,90.0000000000,82.0000000000,85.0000000000
1112,90.0000000000,82.0000000000,85.0000000000
1113,90.0000000000,82.0000000000,85.0000000000
1114,90.0000000000,82.0000000000,85.0000000000
1115,90.0000000000,82.0000000000,85.0000000000
1116,90.0000000000,82.0000000000,85.0000000000
1117,90.0000000000,82.0000000000,85.0000000000
1118,90.0000000000,82.0000000000,125.0557356701
1119,90.0000000000,82.0000000000,125.0557356701
1120,90.0000000000,307.6000000000,360.0557356701
1121,334.4000000000,414.1040170019,537.1454380680
1122,399.2776742086,563.1057670019,677.8140884659
1123,463.6590266096,666.6068166103,732.5276348638
1124,508.2718030106,691.1666662187,723.0888172043
1125,516.3505390106,640.8655913978,715.8507522330
1126,461.6133342508,558.3118284050,612.7929032258
1127,359.8249471540,457.8763445340,509.0894623656
1128,291.9139789534,327.0188176523,368.5402150538
1129,216.5294623656,219.2983870968,264.6616129032
1130,132.1423655914,117.0403221327,180.9545156739
1131,90.0000000000,82.0000000000,94.8009677419
1132,90.0000000000,82.0000000000,85.0000000000
1133,90.0000000000,82.0000000000,85.0000000000
1134,90.0000000000,82.0000000000,85.0000000000
1135,90.0000000000,82.0000000000,85.0000000000
1136,90.0000000000,82.0000000000,85.0000000000
1137,90.0000000000,82.0000000000,85.0000000000
1138,90.0000000000,82.0000000000,85.0000000000
1139,90.0000000000,82.0000000000,85.0000000000
1140,90.0000000000,82.0000000000,85.0000000000
1141,90.0000000000,82.0000000000,85.0000000000
1142,90.0000000000,82.0000000000,85.0000000000
1143,90.0000000000,119.5357554096,118.0058210681
1144,90.0000000000,345.1357554096,352.6745650681
1145,114.5993253612,532.2780050180,553.1149950681
1146,278.0871329602,658.0735050180,666.9470210681
1147,360.6007089602,713.8695554096,760.3038726702
1148,398.8004285591,745.3736550180,775.0808606702
1149,435.1062365591,701.9139780466,715.8956989247
1150,402.1152683585,600.7983870968,611.8409677419
1151,334.0748377922,469.2876344086,518.3384941685
1152,247.1152678997,338.4704305555,375.2355909427
1153,158.6004296488,209.5134408602,249.6713978495
1154,90.0000000000,153.2500000000,133.5315053763
1155,90.0000000000,82.0000000000,85.0000000000
1156,90.0000000000,82.0000000000,85.0000000000
1157,90.0000000000,82.0000000000,85.0000000000
1158,90.0000000000,82.0000000000,85.0000000000
1159,90.0000000000,82.0000000000,85.0000000000
1160,90.0000000000,82.0000000000,85.0000000000
1161,90.0000000000,82.0000000000,85.0000000000
1162,90.0000000000,82.0000000000,85.0000000000
1163,90.0000000000,82.0000000000,85.0000000000
1164,90.0000000000,82.0000000000,85.0000000000
1165,90.0000000000,82.0000000000,85.0000000000
1166,90.0000000000,82.0000000000,85.0000000000
1167,90.0000000000,83.3222020942,208.6355088102
1168,124.0941382084,308.9222020942,443.6355088102
1169,124.0941382084,489.1202017026,616.6543524123
1170,321.2715462084,609.1229517026,720.6614044123
1171,409.4040666094,681.7332517026,754.4356980144
1172,441.7321702084,693.9086017026,736.9535479319
1173,457.0301066094,669.1989242832,673.9993543836
1174,387.3870963155,642.8817204301,585.5260205951
1175,307.0559139785,517.4059135305,496.3251603800
1176,238.5944086022,390.8763436380,375.1399990897
1177,163.3200004587,254.4462361112,262.6581711327
1178,108.1526881720,138.1962365591,151.1476339535
1179,90.0000000000,82.0000000000,85.0000000000
1180,90.0000000000,82.0000000000,85.0000000000
1181,90.0000000000,82.0000000000,85.0000000000
1182,90.0000000000,82.0000000000,85.0000000000
1183,90.0000000000,82.0000000000,85.0000000000
1184,90.0000000000,82.0000000000,85.0000000000
1185,90.0000000000,82.0000000000,85.0000000000
1186,90.0000000000,82.0000000000,85.0000000000
1187,90.0000000000,82.0000000000,85.0000000000
1188,90.0000000000,82.0000000000,85.0000000000
1189,90.0000000000,82.0000000000,85.0000000000
1190,90.0000000000,82.0000000000,85.0000000000
1191,90.0000000000,82.0000000000,97.2252225987
1192,90.0000000000,266.0972581542,331.7268345987
1193,203.1738659219,466.6462577625,531.8688142008
1194,376.8046499219,616.8817581542,682.6608882008
1195,473.2633143229,699.1740577625,756.1290318029
1196,491.9832267239,742.1344081542,743.1943010753
1197,489.8559144372,680.1129032258,687.2182795699
1198,431.5539789534,584.6155913978,609.1644081470
1199,364.2705376344,440.2956989247,507.6595694373
