轮次,活动列数,Benders切数,LP最小缺失列约化成本,LP最大区域违反_CNY,restricted_MIP_Latency_ms,真实能源成本_CNY,成本上界违反_CNY,RegionE违反_CNY,RegionF违反_CNY,可行Latency上界_ms,Latency下界_ms,Latency相对Gap,事件
172,137139,307,0.0,2.682209014892578e-07,250163.0,-459275918.6237629,0.0,0.0,0.0,250163.0,250163.0,0.0,stage_completed
