阶段,轮次,事件,活动列数,Benders切数,LP目标值,theta_CNY,真实能源成本_CNY,Benders违反_CNY,最大区域违反_CNY,theta_A_CNY,theta_B_CNY,theta_C_CNY,theta_D_CNY,theta_E_CNY,theta_F_CNY,真实能源成本_A_CNY,真实能源成本_B_CNY,真实能源成本_C_CNY,真实能源成本_D_CNY,真实能源成本_E_CNY,真实能源成本_F_CNY,区域违反_A_CNY,区域违反_B_CNY,区域违反_C_CNY,区域违反_D_CNY,区域违反_E_CNY,区域违反_F_CNY,新增列数,最小缺失列约化成本,根节点闭合,MIP状态,MIP目标值,当前RSS_GiB,累计分钟,主导违反区域,LP界,MIP Gap,阶段运行秒,峰值RSS_GiB,可行Latency上界_ms,Latency下界_ms,Latency相对Gap,成本上界违反_CNY
Wait阶段,1,added_region_benders_cuts,51260,8,377179.93075674464,-459597007.30938077,-459161483.7134063,435523.59597444534,254488.33863264322,-0.0,-0.0,-0.0,-142783279.19999963,-154303838.82599697,-162509889.28338423,0.0,0.0,0.0,-142783279.19999963,-154122803.56865653,-162255400.9447516,0.0,0.0,0.0,0.0,181035.2573404312,254488.33863264322,0,nan,False,,,0.1813812255859375,0.2654993891716003,RegionF,377179.93075674464,,5.028083086013794,0.16973495483398438,,,,
Wait阶段,2,added_region_benders_cuts,51260,10,377179.93075674464,-459560729.4792594,-459315073.07890433,245656.40035504103,138037.27754852176,-0.0,-0.0,-0.0,-142783279.19999963,-154301912.40171114,-162475537.87754858,0.0,0.0,0.0,-142783279.19999963,-154194293.27890593,-162337500.60000005,0.0,0.0,0.0,0.0,107619.12280520797,138037.27754852176,0,nan,False,,,0.18540573120117188,0.35009366273880005,RegionF,377179.93075674464,,10.103739500045776,0.18370437622070312,,,,
Wait阶段,3,added_region_benders_cuts,51260,11,377179.93075674464,-459315073.0789056,-459296292.0676681,18781.011237502098,18781.011236160994,-0.0,-0.0,-0.0,-142783279.19999963,-154194293.2789059,-162337500.60000005,0.0,0.0,0.0,-142783279.19999963,-154194293.27890593,-162318719.5887639,0.0,0.0,0.0,0.0,-2.9802322387695312e-08,18781.011236160994,0,nan,False,,,0.18635177612304688,0.43399159908294677,RegionF,377179.93075674464,,15.13761568069458,0.186981201171875,,,,
Wait阶段,4,added_columns,66856,11,377179.93075674464,-459315073.0789056,-459315073.07890433,1.2516975402832031e-06,0.0,-0.0,-0.0,-0.0,-142783279.19999963,-154194293.2789059,-162337500.60000005,0.0,0.0,0.0,-142783279.19999963,-154194293.27890593,-162337500.60000005,0.0,0.0,0.0,0.0,-2.9802322387695312e-08,0.0,15596,-2449.4222222222224,False,,,0.1927947998046875,0.9344266931215922,RegionA,377179.93075674464,,45.163721323013306,0.18817520141601562,,,,
Wait阶段,5,added_region_benders_cuts,66856,13,32171.761845414494,-459309375.48623323,-459282779.2676364,26596.218596816063,21792.685907036066,-0.0,-0.0,-0.0,-142783279.19999963,-154188595.68623352,-162337500.60000005,0.0,0.0,0.0,-142783279.19999963,-154166803.00032648,-162332697.06731153,0.0,0.0,0.0,0.0,21792.685907036066,4803.532688528299,0,nan,False,,,0.19806671142578125,0.9759536186854044,RegionE,32171.761845414494,,47.65533685684204,0.195068359375,,,,
Wait阶段,6,added_columns,78374,13,32171.76184541449,-459309375.48623323,-459309375.486232,1.2516975402832031e-06,0.0,-0.0,-0.0,-0.0,-142783279.19999963,-154188595.68623352,-162337500.60000005,0.0,0.0,0.0,-142783279.19999963,-154188595.68623352,-162337500.60000005,0.0,0.0,0.0,0.0,0.0,0.0,11518,-7819.24040665217,False,,,0.19911956787109375,1.238395869731903,RegionA,32171.76184541449,,63.40187191963196,0.20041275024414062,,,,
Wait阶段,7,added_region_benders_cuts,78374,16,0.0,-459321725.0326556,-458849799.7702976,471925.2623580098,426955.65907254815,-0.0,-0.0,-0.0,-142783279.19999963,-154200945.23265588,-162337500.60000005,0.0,0.0,0.0,-142356323.54092708,-154156402.26417407,-162337073.96519777,0.0,0.0,0.0,426955.65907254815,44542.9684818089,426.63480228185654,0,nan,False,,,0.20501708984375,1.2794612924257913,RegionD,0.0,,65.86579728126526,0.20185470581054688,,,,
Wait阶段,8,added_region_benders_cuts,78374,18,0.0,-459321644.42181885,-459321028.0463689,616.3754499554634,613.754895478487,-0.0,-0.0,-0.0,-142783279.19999963,-154200864.62181917,-162337500.60000005,0.0,0.0,0.0,-142782665.44510415,-154200862.00126594,-162337500.60000005,0.0,0.0,0.0,613.754895478487,2.6205532252788544,0.0,0,nan,False,,,0.20789337158203125,1.3206263383229573,RegionD,0.0,,68.33570003509521,0.20782089233398438,,,,
Wait阶段,9,added_region_benders_cuts,78374,19,0.0,-459321641.8012656,-459294611.95884824,27029.842417359352,27029.842416107655,-0.0,-0.0,-0.0,-142783279.19999963,-154200862.00126594,-162337500.60000005,0.0,0.0,0.0,-142756249.35758352,-154200862.00126594,-162337500.60000005,0.0,0.0,0.0,27029.842416107655,0.0,0.0,0,nan,False,,,0.21151351928710938,1.3622597177823386,RegionD,0.0,,70.83370280265808,0.21100234985351562,,,,
Wait阶段,10,added_region_benders_cuts,78374,20,0.0,-459320951.7470056,-459294091.5111076,26860.23589795828,26860.235896646976,-0.0,-0.0,-0.0,-142783279.19999963,-154200171.94700587,-162337500.60000005,0.0,0.0,0.0,-142783279.19999963,-154173311.71110922,-162337500.60000005,0.0,0.0,0.0,0.0,26860.235896646976,0.0,0,nan,False,,,0.2585601806640625,1.403581178188324,RegionE,0.0,,73.31299042701721,0.21451568603515625,,,,
Wait阶段,11,root_lp_closed,78374,20,0.0,-459319362.6231055,-459319362.6231043,1.2516975402832031e-06,0.0,-0.0,-0.0,-0.0,-142783279.19999963,-154198582.82310587,-162337500.60000005,0.0,0.0,0.0,-142783279.19999963,-154198582.82310587,-162337500.60000005,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,,,0.21482467651367188,1.6525965213775635,RegionA,0.0,,88.25391101837158,0.257598876953125,,,,
Wait阶段,11,stage_completed,78374,20,0.0,-459319362.6231055,-459315411.8087043,0.0,0.0,-0.0,-0.0,-0.0,-142783279.19999963,-154198582.82310587,-162337500.60000005,0.0,0.0,0.0,-142783279.19999963,-154198582.82310587,-162337500.60000005,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,restricted_mip_completed,32.0,0.21482467651367188,1.6525965213775635,RegionA,0.0,0.0,88.25391101837158,0.257598876953125,1492808.0,,,0.0
Latency阶段,1,added_region_benders_cuts,78374,23,1330674.703568911,-459274946.5718018,-458857503.8150352,417442.7567665577,189488.45666193962,-0.0,-0.0,-0.0,-142752799.62413442,-154189907.0720309,-162332239.87563646,0.0,0.0,0.0,-142563311.16747248,-154013512.4635112,-162280680.18405288,0.0,0.0,0.0,189488.45666193962,176394.60851970315,51559.69158357382,0,nan,False,,,0.4144859313964844,4.0594513535499575,RegionD,1330674.703568911,,2.4962668418884277,0.2566375732421875,1492808.0,,,
Latency阶段,2,added_region_benders_cuts,78374,26,1331102.0520167786,-459274946.5718018,-458922262.979679,352683.5921227932,188569.42309385538,-0.0,-0.0,-0.0,-142765894.3737155,-154171551.59808627,-162337500.60000005,0.0,0.0,0.0,-142577324.95062163,-154045458.27140218,-162299479.75765646,0.0,0.0,0.0,188569.42309385538,126093.32668408751,38020.842343598604,0,nan,False,,,0.4240875244140625,4.100157165527344,RegionD,1331102.0520167786,,4.938615560531616,0.4148063659667969,1492808.0,,,
Latency阶段,3,added_region_benders_cuts,78374,29,1331281.6413111927,-459274946.5718018,-459089446.5625558,185500.0092459917,124772.69910258055,-0.0,-0.0,-0.0,-142747538.89977083,-154189907.0720309,-162337500.60000005,0.0,0.0,0.0,-142622766.20066825,-154141231.27353477,-162325449.08835396,0.0,0.0,0.0,124772.69910258055,48675.79849612713,12051.511646091938,0,nan,False,,,0.43027496337890625,4.140738797187805,RegionD,1331281.6413111927,,7.373513460159302,0.4240913391113281,1492808.0,,,
Latency阶段,4,added_region_benders_cuts,78374,32,1331342.3967655727,-459274946.5718018,-459140821.14661515,134125.42518663406,78348.64283508062,-0.0,-0.0,-0.0,-142747538.89977083,-154189907.0720309,-162337500.60000005,0.0,0.0,0.0,-142669190.25693575,-154144418.39147115,-162327212.49820954,0.0,0.0,0.0,78348.64283508062,45488.68055975437,10288.101790517569,0,nan,False,,,0.43624114990234375,4.181804203987122,RegionD,1331342.3967655727,,9.837437868118286,0.4312477111816406,1492808.0,,,
Latency阶段,5,added_region_benders_cuts,78374,35,1331375.2805941915,-459274946.5718018,-459169661.28826773,105285.28353404999,72690.7062420249,-0.0,-0.0,-0.0,-142747538.89977083,-154189907.0720309,-162337500.60000005,0.0,0.0,0.0,-142674848.1935288,-154159145.20724046,-162335667.8874997,0.0,0.0,0.0,72690.7062420249,30761.864790439606,1832.7125003635883,0,nan,False,,,0.44141387939453125,4.222601958115896,RegionD,1331375.2805941915,,12.285303115844727,0.4369544982910156,1492808.0,,,
Latency阶段,6,added_region_benders_cuts,78374,38,1331396.9408049493,-459274946.5718018,-459191148.56793463,83798.00386714935,54529.94820266962,-0.0,-0.0,-0.0,-142747538.89977083,-154189907.0720309,-162337500.60000005,0.0,0.0,0.0,-142693008.95156816,-154163383.5916148,-162334756.02475286,0.0,0.0,0.0,54529.94820266962,26523.480416089296,2744.5752471983433,0,nan,False,,,0.4437370300292969,4.263625903924306,RegionD,1331396.9408049493,,14.746739864349365,0.44065093994140625,1492808.0,,,
