Region,Hour,方案,FacilityLoad_MW,AvailableRenewable_MW,u_直接新能源_MW,qR_新能源充电_MW,qG_电网充电_MW,d_放电_MW,gL_电网供负荷_MW,s_新能源售电_MW,w_弃电_MW,SOC_MWh,GridPurchase_MW,NetGridImport_MW
RegionA,0,E0_无储能调度,499.14900044995505,540.19,499.14900044995505,0.0,0.0,0.0,0.0,0.0,41.040999550045,157.5,0.0,0.0
RegionA,0,E1_BESS协同调度,499.14900044995505,540.19,499.14900044995505,0.0,0.0,0.0,0.0,0.0,41.040999550045,157.5,0.0,0.0
RegionA,1,E0_无储能调度,535.4235,587.87,535.4235,0.0,0.0,0.0,0.0,0.0,52.446500000000015,157.5,0.0,0.0
RegionA,1,E1_BESS协同调度,535.4235,587.87,535.4235,0.0,0.0,0.0,0.0,0.0,52.446500000000015,157.5,0.0,0.0
RegionA,2,E0_无储能调度,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,105.67999999999995,157.5,0.0,0.0
RegionA,2,E1_BESS协同调度,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,105.67999999999995,157.5,0.0,0.0
RegionA,3,E0_无储能调度,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,178.02999999999997,157.5,0.0,0.0
RegionA,3,E1_BESS协同调度,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,178.02999999999997,157.5,0.0,0.0
RegionA,4,E0_无储能调度,544.319999550045,800.0,544.319999550045,0.0,0.0,0.0,0.0,0.0,255.68000044995495,157.5,0.0,0.0
RegionA,4,E1_BESS协同调度,544.319999550045,800.0,544.319999550045,0.0,0.0,0.0,0.0,0.0,255.68000044995495,157.5,0.0,0.0
RegionA,5,E0_无储能调度,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,333.3299999999999,157.5,0.0,0.0
RegionA,5,E1_BESS协同调度,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,333.3299999999999,157.5,0.0,0.0
RegionA,6,E0_无储能调度,544.320000449955,950.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,405.67999955004495,157.5,0.0,0.0
RegionA,6,E1_BESS协同调度,544.320000449955,950.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,405.67999955004495,157.5,0.0,0.0
RegionA,7,E0_无储能调度,544.320000449955,1012.13,544.320000449955,0.0,0.0,0.0,0.0,0.0,467.80999955004495,157.5,0.0,0.0
RegionA,7,E1_BESS协同调度,544.320000449955,1012.13,544.320000449955,0.0,0.0,0.0,0.0,0.0,467.80999955004495,157.5,0.0,0.0
RegionA,8,E0_无储能调度,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,515.4899999999999,157.5,0.0,0.0
RegionA,8,E1_BESS协同调度,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,515.4899999999999,157.5,0.0,0.0
RegionA,9,E0_无储能调度,544.319999550045,1089.78,544.319999550045,0.0,0.0,0.0,0.0,0.0,545.4600004499549,157.5,0.0,0.0
RegionA,9,E1_BESS协同调度,544.319999550045,1089.78,544.319999550045,0.0,0.0,0.0,0.0,0.0,545.4600004499549,157.5,0.0,0.0
RegionA,10,E0_无储能调度,531.7110004499551,1100.0,531.7110004499551,0.0,0.0,0.0,0.0,0.0,568.2889995500449,157.5,0.0,0.0
RegionA,10,E1_BESS协同调度,531.7110004499551,1100.0,531.7110004499551,0.0,0.0,0.0,0.0,0.0,568.2889995500449,157.5,0.0,0.0
RegionA,11,E0_无储能调度,506.1015,1089.78,506.1015,0.0,0.0,0.0,0.0,0.0,583.6785,157.5,0.0,0.0
RegionA,11,E1_BESS协同调度,506.1015,1089.78,506.1015,0.0,0.0,0.0,0.0,0.0,583.6785,157.5,0.0,0.0
RegionA,12,E0_无储能调度,466.47899955004505,1059.81,466.47899955004505,0.0,0.0,0.0,0.0,0.0,593.3310004499549,157.5,0.0,0.0
RegionA,12,E1_BESS协同调度,466.47899955004505,1059.81,466.47899955004505,0.0,0.0,0.0,0.0,0.0,593.3310004499549,157.5,0.0,0.0
RegionA,13,E0_无储能调度,443.66670000000005,1012.13,443.66670000000005,0.0,0.0,0.0,0.0,0.0,568.4632999999999,157.5,0.0,0.0
RegionA,13,E1_BESS协同调度,443.66670000000005,1012.13,443.66670000000005,0.0,0.0,0.0,0.0,0.0,568.4632999999999,157.5,0.0,0.0
RegionA,14,E0_无储能调度,423.08729955004503,950.0,423.08729955004503,0.0,0.0,0.0,0.0,0.0,526.912700449955,157.5,0.0,0.0
RegionA,14,E1_BESS协同调度,423.08729955004503,950.0,423.08729955004503,0.0,0.0,0.0,0.0,0.0,526.912700449955,157.5,0.0,0.0
RegionA,15,E0_无储能调度,379.06649999999996,877.65,379.06649999999996,0.0,0.0,0.0,0.0,0.0,498.5835,157.5,0.0,0.0
RegionA,15,E1_BESS协同调度,379.06649999999996,877.65,379.06649999999996,0.0,0.0,0.0,0.0,0.0,498.5835,157.5,0.0,0.0
RegionA,16,E0_无储能调度,334.04399955004504,800.0,334.04399955004504,0.0,0.0,0.0,0.0,0.0,465.95600044995496,157.5,0.0,0.0
RegionA,16,E1_BESS协同调度,334.04399955004504,800.0,334.04399955004504,0.0,0.0,0.0,0.0,0.0,465.95600044995496,157.5,0.0,0.0
RegionA,17,E0_无储能调度,316.91249955004497,722.35,316.91249955004497,0.0,0.0,0.0,0.0,0.0,405.43750044995505,157.5,0.0,0.0
RegionA,17,E1_BESS协同调度,316.91249955004497,722.35,316.91249955004497,0.0,0.0,0.0,0.0,0.0,405.43750044995505,157.5,0.0,0.0
RegionA,18,E0_无储能调度,299.443499550045,650.0,299.443499550045,0.0,0.0,0.0,0.0,0.0,350.556500449955,157.5,0.0,0.0
RegionA,18,E1_BESS协同调度,299.443499550045,650.0,299.443499550045,0.0,0.0,0.0,0.0,0.0,350.556500449955,157.5,0.0,0.0
RegionA,19,E0_无储能调度,386.49149955004503,587.87,386.49149955004503,0.0,0.0,0.0,0.0,0.0,201.37850044995497,157.5,0.0,0.0
RegionA,19,E1_BESS协同调度,386.49149955004503,587.87,386.49149955004503,0.0,0.0,0.0,0.0,0.0,201.37850044995497,157.5,0.0,0.0
RegionA,20,E0_无储能调度,330.884999550045,540.19,330.884999550045,0.0,0.0,0.0,0.0,0.0,209.30500044995506,157.5,0.0,0.0
RegionA,20,E1_BESS协同调度,330.884999550045,540.19,330.884999550045,0.0,0.0,0.0,0.0,0.0,209.30500044995506,157.5,0.0,0.0
RegionA,21,E0_无储能调度,376.12350000000004,510.22,376.12350000000004,0.0,0.0,0.0,0.0,0.0,134.0965,157.5,0.0,0.0
RegionA,21,E1_BESS协同调度,376.12350000000004,510.22,376.12350000000004,0.0,0.0,0.0,0.0,0.0,134.0965,157.5,0.0,0.0
RegionA,22,E0_无储能调度,388.00349955004503,500.0,388.00349955004503,0.0,0.0,0.0,0.0,0.0,111.99650044995497,157.5,0.0,0.0
RegionA,22,E1_BESS协同调度,388.00349955004503,500.0,388.00349955004503,0.0,0.0,0.0,0.0,0.0,111.99650044995497,157.5,0.0,0.0
RegionA,23,E0_无储能调度,408.92849955004505,510.22,408.92849955004505,0.0,0.0,0.0,0.0,0.0,101.29150044995498,157.5,0.0,0.0
RegionA,23,E1_BESS协同调度,408.92849955004505,510.22,408.92849955004505,0.0,0.0,0.0,0.0,0.0,101.29150044995498,157.5,0.0,0.0
RegionA,24,E0_无储能调度,478.15650044995505,540.19,478.15650044995505,0.0,0.0,0.0,0.0,0.0,62.03349955004501,157.5,0.0,0.0
RegionA,24,E1_BESS协同调度,478.15650044995505,540.19,478.15650044995505,0.0,0.0,0.0,0.0,0.0,62.03349955004501,157.5,0.0,0.0
RegionA,25,E0_无储能调度,495.679499550045,587.87,495.679499550045,0.0,0.0,0.0,0.0,0.0,92.19050044995498,157.5,0.0,0.0
RegionA,25,E1_BESS协同调度,495.679499550045,587.87,495.679499550045,0.0,0.0,0.0,0.0,0.0,92.19050044995498,157.5,0.0,0.0
RegionA,26,E0_无储能调度,544.320000449955,650.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,105.67999955004495,157.5,0.0,0.0
RegionA,26,E1_BESS协同调度,544.320000449955,650.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,105.67999955004495,157.5,0.0,0.0
RegionA,27,E0_无储能调度,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,178.02999999999997,157.5,0.0,0.0
RegionA,27,E1_BESS协同调度,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,178.02999999999997,157.5,0.0,0.0
RegionA,28,E0_无储能调度,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,255.67999999999995,157.5,0.0,0.0
RegionA,28,E1_BESS协同调度,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,255.67999999999995,157.5,0.0,0.0
RegionA,29,E0_无储能调度,544.319999550045,877.65,544.319999550045,0.0,0.0,0.0,0.0,0.0,333.3300004499549,157.5,0.0,0.0
RegionA,29,E1_BESS协同调度,544.319999550045,877.65,544.319999550045,0.0,0.0,0.0,0.0,0.0,333.3300004499549,157.5,0.0,0.0
RegionA,30,E0_无储能调度,544.320000449955,950.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,405.67999955004495,157.5,0.0,0.0
RegionA,30,E1_BESS协同调度,544.320000449955,950.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,405.67999955004495,157.5,0.0,0.0
RegionA,31,E0_无储能调度,544.3199995500449,1012.13,544.3199995500449,0.0,0.0,0.0,0.0,0.0,467.81000044995506,157.5,0.0,0.0
RegionA,31,E1_BESS协同调度,544.3199995500449,1012.13,544.3199995500449,0.0,0.0,0.0,0.0,0.0,467.81000044995506,157.5,0.0,0.0
RegionA,32,E0_无储能调度,544.320000449955,1059.81,544.320000449955,0.0,0.0,0.0,0.0,0.0,515.4899995500449,157.5,0.0,0.0
RegionA,32,E1_BESS协同调度,544.320000449955,1059.81,544.320000449955,0.0,0.0,0.0,0.0,0.0,515.4899995500449,157.5,0.0,0.0
RegionA,33,E0_无储能调度,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,545.4599999999999,157.5,0.0,0.0
RegionA,33,E1_BESS协同调度,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,545.4599999999999,157.5,0.0,0.0
RegionA,34,E0_无储能调度,535.612499550045,1100.0,535.612499550045,0.0,0.0,0.0,0.0,0.0,564.387500449955,157.5,0.0,0.0
RegionA,34,E1_BESS协同调度,535.612499550045,1100.0,535.612499550045,0.0,0.0,0.0,0.0,0.0,564.387500449955,157.5,0.0,0.0
RegionA,35,E0_无储能调度,516.429000449955,1089.78,516.429000449955,0.0,0.0,0.0,0.0,0.0,573.350999550045,157.5,0.0,0.0
RegionA,35,E1_BESS协同调度,516.429000449955,1089.78,516.429000449955,0.0,0.0,0.0,0.0,0.0,573.350999550045,157.5,0.0,0.0
RegionA,36,E0_无储能调度,464.1975,1059.81,464.1975,0.0,0.0,0.0,0.0,0.0,595.6125,157.5,0.0,0.0
RegionA,36,E1_BESS协同调度,464.1975,1059.81,464.1975,0.0,0.0,0.0,0.0,0.0,595.6125,157.5,0.0,0.0
RegionA,37,E0_无储能调度,439.10100044995505,1012.13,439.10100044995505,0.0,0.0,0.0,0.0,0.0,573.028999550045,157.5,0.0,0.0
RegionA,37,E1_BESS协同调度,439.10100044995505,1012.13,439.10100044995505,0.0,0.0,0.0,0.0,0.0,573.028999550045,157.5,0.0,0.0
RegionA,38,E0_无储能调度,422.42040000000003,950.0,422.42040000000003,0.0,0.0,0.0,0.0,0.0,527.5796,157.5,0.0,0.0
RegionA,38,E1_BESS协同调度,422.42040000000003,950.0,422.42040000000003,0.0,0.0,0.0,0.0,0.0,527.5796,157.5,0.0,0.0
RegionA,39,E0_无储能调度,401.130900449955,877.65,401.130900449955,0.0,0.0,0.0,0.0,0.0,476.519099550045,157.5,0.0,0.0
RegionA,39,E1_BESS协同调度,401.130900449955,877.65,401.130900449955,0.0,0.0,0.0,0.0,0.0,476.519099550045,157.5,0.0,0.0
RegionA,40,E0_无储能调度,375.205499550045,800.0,375.205499550045,0.0,0.0,0.0,0.0,0.0,424.794500449955,157.5,0.0,0.0
RegionA,40,E1_BESS协同调度,375.205499550045,800.0,375.205499550045,0.0,0.0,0.0,0.0,0.0,424.794500449955,157.5,0.0,0.0
RegionA,41,E0_无储能调度,328.900500449955,722.35,328.900500449955,0.0,0.0,0.0,0.0,0.0,393.449499550045,157.5,0.0,0.0
RegionA,41,E1_BESS协同调度,328.900500449955,722.35,328.900500449955,0.0,0.0,0.0,0.0,0.0,393.449499550045,157.5,0.0,0.0
RegionA,42,E0_无储能调度,289.99350044995504,650.0,289.99350044995504,0.0,0.0,0.0,0.0,0.0,360.00649955004496,157.5,0.0,0.0
RegionA,42,E1_BESS协同调度,289.99350044995504,650.0,289.99350044995504,0.0,0.0,0.0,0.0,0.0,360.00649955004496,157.5,0.0,0.0
RegionA,43,E0_无储能调度,297.324,587.87,297.324,0.0,0.0,0.0,0.0,0.0,290.546,157.5,0.0,0.0
RegionA,43,E1_BESS协同调度,297.324,587.87,297.324,0.0,0.0,0.0,0.0,0.0,290.546,157.5,0.0,0.0
RegionA,44,E0_无储能调度,346.34250000000003,540.19,346.34250000000003,0.0,0.0,0.0,0.0,0.0,193.84750000000003,157.5,0.0,0.0
RegionA,44,E1_BESS协同调度,346.34250000000003,540.19,346.34250000000003,0.0,0.0,0.0,0.0,0.0,193.84750000000003,157.5,0.0,0.0
RegionA,45,E0_无储能调度,327.847500449955,510.22,327.847500449955,0.0,0.0,0.0,0.0,0.0,182.372499550045,157.5,0.0,0.0
RegionA,45,E1_BESS协同调度,327.847500449955,510.22,327.847500449955,0.0,0.0,0.0,0.0,0.0,182.372499550045,157.5,0.0,0.0
RegionA,46,E0_无储能调度,416.92049955004507,500.0,416.92049955004507,0.0,0.0,0.0,0.0,0.0,83.07950044995493,157.5,0.0,0.0
RegionA,46,E1_BESS协同调度,416.92049955004507,500.0,416.92049955004507,0.0,0.0,0.0,0.0,0.0,83.07950044995493,157.5,0.0,0.0
RegionA,47,E0_无储能调度,442.7460000000001,510.22,442.7460000000001,0.0,0.0,0.0,0.0,0.0,67.47399999999993,157.5,0.0,0.0
RegionA,47,E1_BESS协同调度,442.7460000000001,510.22,442.7460000000001,0.0,0.0,0.0,0.0,0.0,67.47399999999993,157.5,0.0,0.0
RegionA,48,E0_无储能调度,472.041000449955,540.19,472.041000449955,0.0,0.0,0.0,0.0,0.0,68.14899955004506,157.5,0.0,0.0
RegionA,48,E1_BESS协同调度,472.041000449955,540.19,472.041000449955,0.0,0.0,0.0,0.0,0.0,68.14899955004506,157.5,0.0,0.0
RegionA,49,E0_无储能调度,530.401500449955,587.87,530.401500449955,0.0,0.0,0.0,0.0,0.0,57.46849955004495,157.5,0.0,0.0
RegionA,49,E1_BESS协同调度,530.401500449955,587.87,530.401500449955,0.0,0.0,0.0,0.0,0.0,57.46849955004495,157.5,0.0,0.0
RegionA,50,E0_无储能调度,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,105.67999999999995,157.5,0.0,0.0
RegionA,50,E1_BESS协同调度,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,105.67999999999995,157.5,0.0,0.0
RegionA,51,E0_无储能调度,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,178.02999999999997,157.5,0.0,0.0
RegionA,51,E1_BESS协同调度,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,178.02999999999997,157.5,0.0,0.0
RegionA,52,E0_无储能调度,544.320000449955,800.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,255.67999955004495,157.5,0.0,0.0
RegionA,52,E1_BESS协同调度,544.320000449955,800.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,255.67999955004495,157.5,0.0,0.0
RegionA,53,E0_无储能调度,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,333.3299999999999,157.5,0.0,0.0
RegionA,53,E1_BESS协同调度,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,333.3299999999999,157.5,0.0,0.0
RegionA,54,E0_无储能调度,544.319999550045,950.0,544.319999550045,0.0,0.0,0.0,0.0,0.0,405.68000044995495,157.5,0.0,0.0
RegionA,54,E1_BESS协同调度,544.319999550045,950.0,544.319999550045,0.0,0.0,0.0,0.0,0.0,405.68000044995495,157.5,0.0,0.0
RegionA,55,E0_无储能调度,544.320000449955,1012.13,544.320000449955,0.0,0.0,0.0,0.0,0.0,467.80999955004495,157.5,0.0,0.0
RegionA,55,E1_BESS协同调度,544.320000449955,1012.13,544.320000449955,0.0,0.0,0.0,0.0,0.0,467.80999955004495,157.5,0.0,0.0
RegionA,56,E0_无储能调度,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,515.4899999999999,157.5,0.0,0.0
RegionA,56,E1_BESS协同调度,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,515.4899999999999,157.5,0.0,0.0
RegionA,57,E0_无储能调度,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,545.4599999999999,157.5,0.0,0.0
RegionA,57,E1_BESS协同调度,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,545.4599999999999,157.5,0.0,0.0
RegionA,58,E0_无储能调度,544.32,1100.0,544.32,0.0,0.0,0.0,0.0,0.0,555.68,157.5,0.0,0.0
RegionA,58,E1_BESS协同调度,544.32,1100.0,544.32,0.0,0.0,0.0,0.0,0.0,555.68,157.5,0.0,0.0
RegionA,59,E0_无储能调度,487.7550004499551,1089.78,487.7550004499551,0.0,0.0,0.0,0.0,0.0,602.0249995500449,157.5,0.0,0.0
RegionA,59,E1_BESS协同调度,487.7550004499551,1089.78,487.7550004499551,0.0,0.0,0.0,0.0,0.0,602.0249995500449,157.5,0.0,0.0
RegionA,60,E0_无储能调度,469.25999955004505,1059.81,469.25999955004505,0.0,0.0,0.0,0.0,0.0,590.550000449955,157.5,0.0,0.0
RegionA,60,E1_BESS协同调度,469.25999955004505,1059.81,469.25999955004505,0.0,0.0,0.0,0.0,0.0,590.550000449955,157.5,0.0,0.0
RegionA,61,E0_无储能调度,465.23700044995496,1012.13,465.23700044995496,0.0,0.0,0.0,0.0,0.0,546.892999550045,157.5,0.0,0.0
RegionA,61,E1_BESS协同调度,465.23700044995496,1012.13,465.23700044995496,0.0,0.0,0.0,0.0,0.0,546.892999550045,157.5,0.0,0.0
RegionA,62,E0_无储能调度,444.09735000000006,950.0,444.09735000000006,0.0,0.0,0.0,0.0,0.0,505.90264999999994,157.5,0.0,0.0
RegionA,62,E1_BESS协同调度,444.09735000000006,950.0,444.09735000000006,0.0,0.0,0.0,0.0,0.0,505.90264999999994,157.5,0.0,0.0
RegionA,63,E0_无储能调度,414.7159504499551,877.65,414.7159504499551,0.0,0.0,0.0,0.0,0.0,462.9340495500449,157.5,0.0,0.0
RegionA,63,E1_BESS协同调度,414.7159504499551,877.65,414.7159504499551,0.0,0.0,0.0,0.0,0.0,462.9340495500449,157.5,0.0,0.0
RegionA,64,E0_无储能调度,328.71420000000006,800.0,328.71420000000006,0.0,0.0,0.0,0.0,0.0,471.28579999999994,157.5,0.0,0.0
RegionA,64,E1_BESS协同调度,328.71420000000006,800.0,328.71420000000006,0.0,0.0,0.0,0.0,0.0,471.28579999999994,157.5,0.0,0.0
RegionA,65,E0_无储能调度,330.75000044995505,722.35,330.75000044995505,0.0,0.0,0.0,0.0,0.0,391.59999955004497,157.5,0.0,0.0
RegionA,65,E1_BESS协同调度,330.75000044995505,722.35,330.75000044995505,0.0,0.0,0.0,0.0,0.0,391.59999955004497,157.5,0.0,0.0
RegionA,66,E0_无储能调度,307.138499550045,650.0,307.138499550045,0.0,0.0,0.0,0.0,0.0,342.861500449955,157.5,0.0,0.0
RegionA,66,E1_BESS协同调度,307.138499550045,650.0,307.138499550045,0.0,0.0,0.0,0.0,0.0,342.861500449955,157.5,0.0,0.0
RegionA,67,E0_无储能调度,262.8315,587.87,262.8315,0.0,0.0,0.0,0.0,0.0,325.0385,157.5,0.0,0.0
RegionA,67,E1_BESS协同调度,262.8315,587.87,262.8315,0.0,0.0,0.0,0.0,0.0,325.0385,157.5,0.0,0.0
RegionA,68,E0_无储能调度,341.469000449955,540.19,341.469000449955,0.0,0.0,0.0,0.0,0.0,198.72099955004506,157.5,0.0,0.0
RegionA,68,E1_BESS协同调度,341.469000449955,540.19,341.469000449955,0.0,0.0,0.0,0.0,0.0,198.72099955004506,157.5,0.0,0.0
RegionA,69,E0_无储能调度,339.3225,510.22,339.3225,0.0,0.0,0.0,0.0,0.0,170.89750000000004,157.5,0.0,0.0
RegionA,69,E1_BESS协同调度,339.3225,510.22,339.3225,0.0,0.0,0.0,0.0,0.0,170.89750000000004,157.5,0.0,0.0
RegionA,70,E0_无储能调度,359.950499550045,500.0,359.950499550045,0.0,0.0,0.0,0.0,0.0,140.04950044995502,157.5,0.0,0.0
RegionA,70,E1_BESS协同调度,359.950499550045,500.0,359.950499550045,0.0,0.0,0.0,0.0,0.0,140.04950044995502,157.5,0.0,0.0
RegionA,71,E0_无储能调度,470.083500449955,510.22,470.083500449955,0.0,0.0,0.0,0.0,0.0,40.136499550045016,157.5,0.0,0.0
RegionA,71,E1_BESS协同调度,470.083500449955,510.22,470.083500449955,0.0,0.0,0.0,0.0,0.0,40.136499550045016,157.5,0.0,0.0
RegionA,72,E0_无储能调度,459.00000044995505,540.19,459.00000044995505,0.0,0.0,0.0,0.0,0.0,81.189999550045,157.5,0.0,0.0
RegionA,72,E1_BESS协同调度,459.00000044995505,540.19,459.00000044995505,0.0,0.0,0.0,0.0,0.0,81.189999550045,157.5,0.0,0.0
RegionA,73,E0_无储能调度,531.495,587.87,531.495,0.0,0.0,0.0,0.0,0.0,56.375,157.5,0.0,0.0
RegionA,73,E1_BESS协同调度,531.495,587.87,531.4949997889939,0.0,0.0,0.0,2.110060769750169e-07,0.0,56.37500021100607,157.5,2.110060769750169e-07,2.110060769750169e-07
RegionA,74,E0_无储能调度,544.320000449955,650.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,105.67999955004495,157.5,0.0,0.0
RegionA,74,E1_BESS协同调度,544.320000449955,650.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,105.67999955004495,157.5,0.0,0.0
RegionA,75,E0_无储能调度,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,178.02999999999997,157.5,0.0,0.0
RegionA,75,E1_BESS协同调度,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,178.02999999999997,157.5,0.0,0.0
RegionA,76,E0_无储能调度,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,255.67999999999995,157.5,0.0,0.0
RegionA,76,E1_BESS协同调度,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,255.67999999999995,157.5,0.0,0.0
RegionA,77,E0_无储能调度,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,333.3299999999999,157.5,0.0,0.0
RegionA,77,E1_BESS协同调度,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,333.3299999999999,157.5,0.0,0.0
RegionA,78,E0_无储能调度,544.320000449955,950.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,405.67999955004495,157.5,0.0,0.0
RegionA,78,E1_BESS协同调度,544.320000449955,950.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,405.67999955004495,157.5,0.0,0.0
RegionA,79,E0_无储能调度,544.319999550045,1012.13,544.319999550045,0.0,0.0,0.0,0.0,0.0,467.81000044995494,157.5,0.0,0.0
RegionA,79,E1_BESS协同调度,544.319999550045,1012.13,544.319999550045,0.0,0.0,0.0,0.0,0.0,467.81000044995494,157.5,0.0,0.0
RegionA,80,E0_无储能调度,544.320000449955,1059.81,544.320000449955,0.0,0.0,0.0,0.0,0.0,515.4899995500449,157.5,0.0,0.0
RegionA,80,E1_BESS协同调度,544.320000449955,1059.81,544.320000449955,0.0,0.0,0.0,0.0,0.0,515.4899995500449,157.5,0.0,0.0
RegionA,81,E0_无储能调度,544.319999550045,1089.78,544.319999550045,0.0,0.0,0.0,0.0,0.0,545.4600004499549,157.5,0.0,0.0
RegionA,81,E1_BESS协同调度,544.319999550045,1089.78,544.319999550045,0.0,0.0,0.0,0.0,0.0,545.4600004499549,157.5,0.0,0.0
RegionA,82,E0_无储能调度,544.32,1100.0,544.32,0.0,0.0,0.0,0.0,0.0,555.68,157.5,0.0,0.0
RegionA,82,E1_BESS协同调度,544.32,1100.0,544.32,0.0,0.0,0.0,0.0,0.0,555.68,157.5,0.0,0.0
RegionA,83,E0_无储能调度,527.364,1089.78,527.364,0.0,0.0,0.0,0.0,0.0,562.4159999999999,157.5,0.0,0.0
RegionA,83,E1_BESS协同调度,527.364,1089.78,527.364,0.0,0.0,0.0,0.0,0.0,562.4159999999999,157.5,0.0,0.0
RegionA,84,E0_无储能调度,499.25699955004507,1059.81,499.25699955004507,0.0,0.0,0.0,0.0,0.0,560.5530004499549,157.5,0.0,0.0
RegionA,84,E1_BESS协同调度,499.25699955004507,1059.81,499.25699955004507,0.0,0.0,0.0,0.0,0.0,560.5530004499549,157.5,0.0,0.0
RegionA,85,E0_无储能调度,459.8100004499551,1012.13,459.8100004499551,0.0,0.0,0.0,0.0,0.0,552.3199995500449,157.5,0.0,0.0
RegionA,85,E1_BESS协同调度,459.8100004499551,1012.13,459.8100004499551,0.0,0.0,0.0,0.0,0.0,552.3199995500449,157.5,0.0,0.0
RegionA,86,E0_无储能调度,410.238,950.0,410.238,0.0,0.0,0.0,0.0,0.0,539.762,157.5,0.0,0.0
RegionA,86,E1_BESS协同调度,410.238,950.0,410.238,0.0,0.0,0.0,0.0,0.0,539.762,157.5,0.0,0.0
RegionA,87,E0_无储能调度,377.838,877.65,377.838,0.0,0.0,0.0,0.0,0.0,499.81199999999995,157.5,0.0,0.0
RegionA,87,E1_BESS协同调度,377.838,877.65,377.838,0.0,0.0,0.0,0.0,0.0,499.81199999999995,157.5,0.0,0.0
RegionA,88,E0_无储能调度,333.35549955004507,800.0,333.35549955004507,0.0,0.0,0.0,0.0,0.0,466.64450044995493,157.5,0.0,0.0
RegionA,88,E1_BESS协同调度,333.35549955004507,800.0,333.35549955004507,0.0,0.0,0.0,0.0,0.0,466.64450044995493,157.5,0.0,0.0
RegionA,89,E0_无储能调度,303.35850044995505,722.35,303.35850044995505,0.0,0.0,0.0,0.0,0.0,418.991499550045,157.5,0.0,0.0
RegionA,89,E1_BESS协同调度,303.35850044995505,722.35,303.35850044995505,0.0,0.0,0.0,0.0,0.0,418.991499550045,157.5,0.0,0.0
RegionA,90,E0_无储能调度,307.624499550045,650.0,307.624499550045,0.0,0.0,0.0,0.0,0.0,342.375500449955,157.5,0.0,0.0
RegionA,90,E1_BESS协同调度,307.624499550045,650.0,307.624499550045,0.0,0.0,0.0,0.0,0.0,342.375500449955,157.5,0.0,0.0
RegionA,91,E0_无储能调度,301.887000449955,587.87,301.887000449955,0.0,0.0,0.0,0.0,0.0,285.982999550045,157.5,0.0,0.0
RegionA,91,E1_BESS协同调度,301.887000449955,587.87,301.887000449955,0.0,0.0,0.0,0.0,0.0,285.982999550045,157.5,0.0,0.0
RegionA,92,E0_无储能调度,339.2955,540.19,339.2955,0.0,0.0,0.0,0.0,0.0,200.89450000000005,157.5,0.0,0.0
RegionA,92,E1_BESS协同调度,339.2955,540.19,339.2955,0.0,0.0,0.0,0.0,0.0,200.89450000000005,157.5,0.0,0.0
RegionA,93,E0_无储能调度,368.469,510.22,368.469,0.0,0.0,0.0,0.0,0.0,141.75100000000003,157.5,0.0,0.0
