Region,Hour,方案,FacilityLoad_MW,AvailableRenewable_MW,u_直接新能源_MW,qR_新能源充电_MW,qG_电网充电_MW,d_放电_MW,gL_电网供负荷_MW,s_新能源售电_MW,w_弃电_MW,SOC_MWh,GridPurchase_MW,NetGridImport_MW
RegionD,104,E1_BESS协同调度,568.192,1059.81,568.192,0.0,0.0,0.0,0.0,180.0,311.61799999999994,90.0,0.0,-180.0
RegionD,105,E0_无储能调度,586.1888,1089.78,586.1888,0.0,0.0,0.0,0.0,180.0,323.59119999999996,405.0,0.0,-180.0
RegionD,105,E1_BESS协同调度,586.1888,1089.78,586.1888,0.0,0.0,0.0,0.0,180.0,323.59119999999996,90.0,0.0,-180.0
RegionD,106,E0_无储能调度,502.74560042662404,1100.0,502.74560042662404,0.0,0.0,0.0,0.0,180.0,417.25439957337596,405.0,0.0,-180.0
RegionD,106,E1_BESS协同调度,502.74560042662404,1100.0,502.74560042662404,0.0,0.0,0.0,0.0,180.0,417.25439957337596,90.0,0.0,-180.0
RegionD,107,E0_无储能调度,479.014399573376,1089.78,479.014399573376,0.0,0.0,0.0,0.0,180.0,430.76560042662396,405.0,0.0,-180.0
RegionD,107,E1_BESS协同调度,479.014399573376,1089.78,479.014399573376,0.0,0.0,0.0,0.0,180.0,430.76560042662396,90.0,0.0,-180.0
RegionD,108,E0_无储能调度,446.4384,1059.81,446.4384,0.0,0.0,0.0,0.0,180.0,433.37159999999994,405.0,0.0,-180.0
RegionD,108,E1_BESS协同调度,446.4384,1059.81,446.4384,0.0,0.0,0.0,0.0,180.0,433.37159999999994,90.0,0.0,-180.0
RegionD,109,E0_无储能调度,424.82815957337607,1012.13,424.82815957337607,0.0,0.0,0.0,0.0,180.0,407.3018404266239,405.0,0.0,-180.0
RegionD,109,E1_BESS协同调度,424.82815957337607,1012.13,424.82815957337607,0.0,0.0,0.0,0.0,180.0,407.3018404266239,90.0,0.0,-180.0
RegionD,110,E0_无储能调度,390.629120426624,950.0,390.629120426624,0.0,0.0,0.0,0.0,180.0,379.370879573376,405.0,0.0,-180.0
RegionD,110,E1_BESS协同调度,390.629120426624,950.0,390.629120426624,0.0,0.0,0.0,0.0,180.0,379.370879573376,90.0,0.0,-180.0
RegionD,111,E0_无储能调度,352.064000426624,877.65,352.064000426624,0.0,0.0,0.0,0.0,180.0,345.585999573376,405.0,0.0,-180.0
RegionD,111,E1_BESS协同调度,352.064000426624,877.65,352.064000426624,0.0,0.0,0.0,0.0,180.0,345.585999573376,90.0,0.0,-180.0
RegionD,112,E0_无储能调度,325.90080042662396,800.0,325.90080042662396,0.0,0.0,0.0,0.0,180.0,294.09919957337604,405.0,0.0,-180.0
RegionD,112,E1_BESS协同调度,325.90080042662396,800.0,325.90080042662396,0.0,0.0,0.0,0.0,180.0,294.09919957337604,90.0,0.0,-180.0
RegionD,113,E0_无储能调度,309.209599573376,722.35,309.209599573376,0.0,0.0,0.0,0.0,180.0,233.140400426624,405.0,0.0,-180.0
RegionD,113,E1_BESS协同调度,309.209599573376,722.35,309.209599573376,63.879779821697504,0.0,0.0,0.0,180.0,169.2606206049265,150.04699303239565,0.0,-180.0
RegionD,114,E0_无储能调度,309.2608,650.0,309.2608,0.0,0.0,0.0,0.0,180.0,160.73919999999998,405.0,0.0,-180.0
RegionD,114,E1_BESS协同调度,309.2608,650.0,309.2608,160.73919999999998,0.0,0.0,0.0,180.0,0.0,301.14184103239563,0.0,-180.0
RegionD,115,E0_无储能调度,285.2864,587.87,285.2864,0.0,0.0,0.0,0.0,180.0,122.58359999999999,405.0,0.0,-180.0
RegionD,115,E1_BESS协同调度,285.2864,587.87,285.2864,122.58359999999999,0.0,0.0,0.0,180.0,0.0,416.37042503239564,0.0,-180.0
RegionD,116,E0_无储能调度,311.7568,540.19,311.7568,0.0,0.0,0.0,0.0,180.0,48.433200000000056,405.0,0.0,-180.0
RegionD,116,E1_BESS协同调度,311.7568,540.19,311.7568,48.433200000000056,0.0,0.0,0.0,180.0,0.0,461.8976330323957,0.0,-180.0
RegionD,117,E0_无储能调度,345.292799573376,510.22,345.292799573376,0.0,0.0,0.0,0.0,164.92720042662404,0.0,405.0,0.0,-164.92720042662404
RegionD,117,E1_BESS协同调度,345.292799573376,510.22,330.22,0.0,0.0,15.07279957337596,0.0,180.0,0.0,445.6903216631742,0.0,-180.0
RegionD,118,E0_无储能调度,382.82239957337606,500.0,382.82239957337606,0.0,0.0,0.0,0.0,117.17760042662394,0.0,405.0,0.0,-117.17760042662394
RegionD,118,E1_BESS协同调度,382.82239957337606,500.0,320.0,0.0,0.0,62.82239957337606,0.0,180.0,0.0,378.1393543799741,0.0,-180.0
RegionD,119,E0_无储能调度,387.3408,510.22,387.3408,0.0,0.0,0.0,0.0,122.87920000000003,0.0,405.0,0.0,-122.87920000000003
RegionD,119,E1_BESS协同调度,387.3408,510.22,330.22,0.0,0.0,57.120799999999974,0.0,180.0,0.0,316.7191393262107,0.0,-180.0
RegionD,120,E0_无储能调度,449.71520000000004,540.19,449.71520000000004,0.0,0.0,0.0,0.0,90.47480000000002,0.0,405.0,0.0,-90.47480000000002
RegionD,120,E1_BESS协同调度,449.71520000000004,540.19,360.19000000000005,0.0,0.0,89.52519999999998,0.0,180.0,0.0,220.45548341223224,0.0,-180.0
RegionD,121,E0_无储能调度,508.108799573376,587.87,508.108799573376,0.0,0.0,0.0,0.0,79.76120042662399,0.0,405.0,0.0,-79.76120042662399
RegionD,121,E1_BESS协同调度,508.108799573376,587.87,407.87,0.0,0.0,100.23879957337601,0.0,180.0,0.0,112.67182795698922,0.0,-180.0
RegionD,122,E0_无储能调度,491.0848,650.0,491.0848,0.0,0.0,0.0,0.0,158.91520000000003,0.0,405.0,0.0,-158.91520000000003
RegionD,122,E1_BESS协同调度,491.0848,650.0,470.0,0.0,0.0,21.084799999999973,0.0,180.0,0.0,90.0,0.0,-180.0
RegionD,123,E0_无储能调度,536.268800426624,722.35,536.268800426624,0.0,0.0,0.0,0.0,180.0,6.081199573376011,405.0,0.0,-180.0
RegionD,123,E1_BESS协同调度,536.268800426624,722.35,536.268800426624,0.0,0.0,0.0,0.0,180.0,6.081199573376011,90.0,0.0,-180.0
RegionD,124,E0_无储能调度,594.841600426624,800.0,594.841600426624,0.0,0.0,0.0,0.0,180.0,25.15839957337596,405.0,0.0,-180.0
RegionD,124,E1_BESS协同调度,594.841600426624,800.0,594.841600426624,0.0,0.0,0.0,0.0,180.0,25.15839957337596,90.0,0.0,-180.0
RegionD,125,E0_无储能调度,596.761600426624,877.65,596.761600426624,0.0,0.0,0.0,0.0,180.0,100.88839957337598,405.0,0.0,-180.0
RegionD,125,E1_BESS协同调度,596.761600426624,877.65,596.761600426624,0.0,0.0,0.0,0.0,180.0,100.88839957337598,90.0,0.0,-180.0
RegionD,126,E0_无储能调度,584.2944,950.0,584.2944,0.0,0.0,0.0,0.0,180.0,185.7056,405.0,0.0,-180.0
RegionD,126,E1_BESS协同调度,584.2944,950.0,584.2944,0.0,0.0,0.0,0.0,180.0,185.7056,90.0,0.0,-180.0
RegionD,127,E0_无储能调度,573.094399573376,1012.13,573.094399573376,0.0,0.0,0.0,0.0,180.0,259.035600426624,405.0,0.0,-180.0
RegionD,127,E1_BESS协同调度,573.094399573376,1012.13,573.094399573376,0.0,0.0,0.0,0.0,180.0,259.035600426624,90.0,0.0,-180.0
RegionD,128,E0_无储能调度,590.9376,1059.81,590.9376,0.0,0.0,0.0,0.0,180.0,288.87239999999997,405.0,0.0,-180.0
RegionD,128,E1_BESS协同调度,590.9376,1059.81,590.9376,0.0,0.0,0.0,0.0,180.0,288.87239999999997,90.0,0.0,-180.0
RegionD,129,E0_无储能调度,552.5888000000001,1089.78,552.5888000000001,0.0,0.0,0.0,0.0,180.0,357.19119999999987,405.0,0.0,-180.0
RegionD,129,E1_BESS协同调度,552.5888000000001,1089.78,552.5888000000001,0.0,0.0,0.0,0.0,180.0,357.19119999999987,90.0,0.0,-180.0
RegionD,130,E0_无储能调度,515.6992,1100.0,515.6992,0.0,0.0,0.0,0.0,180.0,404.3008,405.0,0.0,-180.0
RegionD,130,E1_BESS协同调度,515.6992,1100.0,515.6992,0.0,0.0,0.0,0.0,180.0,404.3008,90.0,0.0,-180.0
RegionD,131,E0_无储能调度,491.827199573376,1089.78,491.827199573376,0.0,0.0,0.0,0.0,180.0,417.952800426624,405.0,0.0,-180.0
RegionD,131,E1_BESS协同调度,491.827199573376,1089.78,491.827199573376,0.0,0.0,0.0,0.0,180.0,417.952800426624,90.0,0.0,-180.0
RegionD,132,E0_无储能调度,438.75072,1059.81,438.75072,0.0,0.0,0.0,0.0,180.0,441.05927999999994,405.0,0.0,-180.0
RegionD,132,E1_BESS协同调度,438.75072,1059.81,438.75072,0.0,0.0,0.0,0.0,180.0,441.05927999999994,90.0,0.0,-180.0
RegionD,133,E0_无储能调度,440.47744,1012.13,440.47744,0.0,0.0,0.0,0.0,180.0,391.65256,405.0,0.0,-180.0
RegionD,133,E1_BESS协同调度,440.47744,1012.13,440.47744,0.0,0.0,0.0,0.0,180.0,391.65256,90.0,0.0,-180.0
RegionD,134,E0_无储能调度,393.054720426624,950.0,393.054720426624,0.0,0.0,0.0,0.0,180.0,376.945279573376,405.0,0.0,-180.0
RegionD,134,E1_BESS协同调度,393.054720426624,950.0,393.054720426624,0.0,0.0,0.0,0.0,180.0,376.945279573376,90.0,0.0,-180.0
RegionD,135,E0_无储能调度,372.63232,877.65,372.63232,0.0,0.0,0.0,0.0,180.0,325.01768,405.0,0.0,-180.0
RegionD,135,E1_BESS协同调度,372.63232,877.65,372.63232,0.0,0.0,0.0,0.0,180.0,325.01768,90.0,0.0,-180.0
RegionD,136,E0_无储能调度,313.241600426624,800.0,313.241600426624,0.0,0.0,0.0,0.0,180.0,306.758399573376,405.0,0.0,-180.0
RegionD,136,E1_BESS协同调度,313.241600426624,800.0,313.241600426624,0.0,0.0,0.0,0.0,180.0,306.758399573376,90.0,0.0,-180.0
RegionD,137,E0_无储能调度,262.694400426624,722.35,262.694400426624,0.0,0.0,0.0,0.0,180.0,279.65559957337604,405.0,0.0,-180.0
RegionD,137,E1_BESS协同调度,262.694400426624,722.35,262.694400426624,51.18109393779596,0.0,0.0,0.0,180.0,228.4745056355801,138.1102283015282,0.0,-180.0
RegionD,138,E0_无储能调度,273.6512,650.0,273.6512,0.0,0.0,0.0,0.0,180.0,196.34879999999998,405.0,0.0,-180.0
RegionD,138,E1_BESS协同调度,273.6512,650.0,273.6512,196.34879999999998,0.0,0.0,0.0,180.0,0.0,322.67810030152816,0.0,-180.0
RegionD,139,E0_无储能调度,314.5344,587.87,314.5344,0.0,0.0,0.0,0.0,180.0,93.3356,405.0,0.0,-180.0
RegionD,139,E1_BESS协同调度,314.5344,587.87,314.5344,93.3356,0.0,0.0,0.0,180.0,0.0,410.41356430152814,0.0,-180.0
RegionD,140,E0_无储能调度,292.607999573376,540.19,292.607999573376,0.0,0.0,0.0,0.0,180.0,67.58200042662406,405.0,0.0,-180.0
RegionD,140,E1_BESS协同调度,292.607999573376,540.19,292.607999573376,67.58200042662406,0.0,0.0,0.0,180.0,0.0,473.9406447025548,0.0,-180.0
RegionD,141,E0_无储能调度,357.056000426624,510.22,357.056000426624,0.0,0.0,0.0,0.0,153.16399957337603,0.0,405.0,0.0,-153.16399957337603
RegionD,141,E1_BESS协同调度,357.056000426624,510.22,330.22,0.0,0.0,26.83600042662397,0.0,180.0,0.0,445.0847302653247,0.0,-180.0
RegionD,142,E0_无储能调度,348.697599573376,500.0,348.697599573376,0.0,0.0,0.0,0.0,151.302400426624,0.0,405.0,0.0,-151.302400426624
RegionD,142,E1_BESS协同调度,348.697599573376,500.0,320.0,0.0,0.0,28.69759957337601,0.0,180.0,0.0,414.227096315458,0.0,-180.0
RegionD,143,E0_无储能调度,436.71039999999994,510.22,436.71039999999994,0.0,0.0,0.0,0.0,73.50960000000009,0.0,405.0,0.0,-73.50960000000009
RegionD,143,E1_BESS协同调度,436.71039999999994,510.22,330.22,0.0,0.0,106.49039999999991,0.0,180.0,0.0,299.72128986384524,0.0,-180.0
RegionD,144,E0_无储能调度,415.52640042662404,540.19,415.52640042662404,0.0,0.0,0.0,0.0,124.66359957337602,0.0,405.0,0.0,-124.66359957337602
RegionD,144,E1_BESS协同调度,415.52640042662404,540.19,360.19000000000005,0.0,0.0,55.33640042662398,0.0,180.0,0.0,240.2197840287657,0.0,-180.0
RegionD,145,E0_无储能调度,503.6671995733761,587.87,503.6671995733761,0.0,0.0,0.0,0.0,84.20280042662392,0.0,405.0,0.0,-84.20280042662392
RegionD,145,E1_BESS协同调度,503.6671995733761,587.87,407.87,0.0,0.0,95.79719957337608,0.0,180.0,0.0,137.21204255201724,0.0,-180.0
RegionD,146,E0_无储能调度,513.907199573376,650.0,513.907199573376,0.0,0.0,0.0,0.0,136.09280042662397,0.0,405.0,0.0,-136.09280042662397
RegionD,146,E1_BESS协同调度,513.907199573376,650.0,470.0,0.0,0.0,43.90719957337603,0.0,180.0,0.0,90.0,0.0,-180.0
RegionD,147,E0_无储能调度,533.0944000000001,722.35,533.0944000000001,0.0,0.0,0.0,0.0,180.0,9.255599999999959,405.0,0.0,-180.0
RegionD,147,E1_BESS协同调度,533.0944000000001,722.35,533.0944000000001,0.0,0.0,0.0,0.0,180.0,9.255599999999959,90.0,0.0,-180.0
RegionD,148,E0_无储能调度,596.9152,800.0,596.9152,0.0,0.0,0.0,0.0,180.0,23.084799999999973,405.0,0.0,-180.0
RegionD,148,E1_BESS协同调度,596.9152,800.0,596.9152,0.0,0.0,0.0,0.0,180.0,23.084799999999973,90.0,0.0,-180.0
RegionD,149,E0_无储能调度,610.368000426624,877.65,610.368000426624,0.0,0.0,0.0,0.0,180.0,87.28199957337597,405.0,0.0,-180.0
RegionD,149,E1_BESS协同调度,610.368000426624,877.65,610.368000426624,0.0,0.0,0.0,0.0,180.0,87.28199957337597,90.0,0.0,-180.0
RegionD,150,E0_无储能调度,603.929600426624,950.0,603.929600426624,0.0,0.0,0.0,0.0,180.0,166.070399573376,405.0,0.0,-180.0
RegionD,150,E1_BESS协同调度,603.929600426624,950.0,603.929600426624,0.0,0.0,0.0,0.0,180.0,166.070399573376,90.0,0.0,-180.0
RegionD,151,E0_无储能调度,636.774400426624,1012.13,636.774400426624,0.0,0.0,0.0,0.0,180.0,195.35559957337603,405.0,0.0,-180.0
RegionD,151,E1_BESS协同调度,636.774400426624,1012.13,636.774400426624,0.0,0.0,0.0,0.0,180.0,195.35559957337603,90.0,0.0,-180.0
RegionD,152,E0_无储能调度,575.718400426624,1059.81,575.718400426624,0.0,0.0,0.0,0.0,180.0,304.0915995733759,405.0,0.0,-180.0
RegionD,152,E1_BESS协同调度,575.718400426624,1059.81,575.718400426624,0.0,0.0,0.0,0.0,180.0,304.0915995733759,90.0,0.0,-180.0
RegionD,153,E0_无储能调度,572.8384,1089.78,572.8384,0.0,0.0,0.0,0.0,180.0,336.9416,405.0,0.0,-180.0
RegionD,153,E1_BESS协同调度,572.8384,1089.78,572.8384,0.0,0.0,0.0,0.0,180.0,336.9416,90.0,0.0,-180.0
RegionD,154,E0_无储能调度,521.8944,1100.0,521.8944,0.0,0.0,0.0,0.0,180.0,398.1056,405.0,0.0,-180.0
RegionD,154,E1_BESS协同调度,521.8944,1100.0,521.8944,0.0,0.0,0.0,0.0,180.0,398.1056,90.0,0.0,-180.0
RegionD,155,E0_无储能调度,484.00639957337603,1089.78,484.00639957337603,0.0,0.0,0.0,0.0,180.0,425.77360042662394,405.0,0.0,-180.0
RegionD,155,E1_BESS协同调度,484.00639957337603,1089.78,484.00639957337603,0.0,0.0,0.0,0.0,180.0,425.77360042662394,90.0,0.0,-180.0
RegionD,156,E0_无储能调度,467.07200000000006,1059.81,467.07200000000006,0.0,0.0,0.0,0.0,180.0,412.7379999999999,405.0,0.0,-180.0
RegionD,156,E1_BESS协同调度,467.07200000000006,1059.81,467.07200000000006,0.0,0.0,0.0,0.0,180.0,412.7379999999999,90.0,0.0,-180.0
RegionD,157,E0_无储能调度,418.02496,1012.13,418.02496,0.0,0.0,0.0,0.0,180.0,414.10504,405.0,0.0,-180.0
RegionD,157,E1_BESS协同调度,418.02496,1012.13,418.02496,0.0,0.0,0.0,0.0,180.0,414.10504,90.0,0.0,-180.0
RegionD,158,E0_无储能调度,400.83328042662407,950.0,400.83328042662407,0.0,0.0,0.0,0.0,180.0,369.16671957337593,405.0,0.0,-180.0
RegionD,158,E1_BESS协同调度,400.83328042662407,950.0,400.83328042662407,0.0,0.0,0.0,0.0,180.0,369.16671957337593,90.0,0.0,-180.0
RegionD,159,E0_无储能调度,366.383360426624,877.65,366.383360426624,0.0,0.0,0.0,0.0,180.0,331.266639573376,405.0,0.0,-180.0
RegionD,159,E1_BESS协同调度,366.383360426624,877.65,366.383360426624,0.0,0.0,0.0,0.0,180.0,331.266639573376,90.0,0.0,-180.0
RegionD,160,E0_无储能调度,323.13984,800.0,323.13984,0.0,0.0,0.0,0.0,180.0,296.86016,405.0,0.0,-180.0
RegionD,160,E1_BESS协同调度,323.13984,800.0,323.13984,-0.0,0.0,0.0,0.0,180.0,296.86016,90.0,0.0,-180.0
RegionD,161,E0_无储能调度,308.390399573376,722.35,308.390399573376,0.0,0.0,0.0,0.0,180.0,233.95960042662404,405.0,0.0,-180.0
RegionD,161,E1_BESS协同调度,308.390399573376,722.35,308.390399573376,129.04752279364294,0.0,0.0,0.0,180.0,104.9120776329811,211.30467142602436,0.0,-180.0
RegionD,162,E0_无储能调度,269.38879957337605,650.0,269.38879957337605,0.0,0.0,0.0,0.0,180.0,200.61120042662395,405.0,0.0,-180.0
RegionD,162,E1_BESS协同调度,269.38879957337605,650.0,269.38879957337605,200.61120042662395,0.0,0.0,0.0,180.0,0.0,399.87919982705085,0.0,-180.0
RegionD,163,E0_无储能调度,306.022400426624,587.87,306.022400426624,0.0,0.0,0.0,0.0,180.0,101.84759957337599,405.0,0.0,-180.0
RegionD,163,E1_BESS协同调度,306.022400426624,587.87,306.022400426624,101.84759957337599,0.0,0.0,0.0,180.0,0.0,495.6159434260243,0.0,-180.0
RegionD,164,E0_无储能调度,320.844800426624,540.19,320.844800426624,0.0,0.0,0.0,0.0,180.0,39.34519957337608,405.0,0.0,-180.0
RegionD,164,E1_BESS协同调度,320.844800426624,540.19,320.844800426624,39.34519957337608,0.0,0.0,0.0,180.0,0.0,532.6004310249978,0.0,-180.0
RegionD,165,E0_无储能调度,358.028800426624,510.22,358.028800426624,0.0,0.0,0.0,0.0,152.19119957337603,0.0,405.0,0.0,-152.19119957337603
RegionD,165,E1_BESS协同调度,358.028800426624,510.22,330.22,0.0,0.0,27.808800426623975,0.0,180.0,0.0,502.69849508239133,0.0,-180.0
RegionD,166,E0_无储能调度,404.99199999999996,500.0,404.99199999999996,0.0,0.0,0.0,0.0,95.00800000000004,0.0,405.0,0.0,-95.00800000000004
RegionD,166,E1_BESS协同调度,404.99199999999996,500.0,320.0,0.0,0.0,84.99199999999996,0.0,180.0,0.0,411.3092477705634,0.0,-180.0
RegionD,167,E0_无储能调度,420.60800000000006,510.22,420.60800000000006,0.0,0.0,0.0,0.0,89.61199999999997,0.0,405.0,0.0,-89.61199999999997
RegionD,167,E1_BESS协同调度,420.60800000000006,510.22,330.22,0.0,0.0,90.38800000000003,0.0,180.0,0.0,314.11784992110097,0.0,-180.0
RegionD,168,E0_无储能调度,434.76480000000004,540.19,434.76480000000004,0.0,0.0,0.0,0.0,105.42520000000002,0.0,405.0,0.0,-105.42520000000002
RegionD,168,E1_BESS协同调度,434.76480000000004,540.19,360.19000000000005,0.0,0.0,74.57479999999998,0.0,180.0,0.0,233.92989293185371,0.0,-180.0
RegionD,169,E0_无储能调度,458.0224,587.87,458.0224,0.0,0.0,0.0,0.0,129.8476,0.0,405.0,0.0,-129.8476
RegionD,169,E1_BESS协同调度,458.0224,587.87,407.87,0.0,0.0,50.1524,0.0,180.0,0.0,180.00258110389672,0.0,-180.0
RegionD,170,E0_无储能调度,553.702400426624,650.0,553.702400426624,0.0,0.0,0.0,0.0,96.29759957337603,0.0,405.0,0.0,-96.29759957337603
RegionD,170,E1_BESS协同调度,553.702400426624,650.0,470.0,0.0,0.0,83.70240042662397,0.0,180.0,0.0,90.0,0.0,-180.0
RegionD,171,E0_无储能调度,527.6032004266241,722.35,527.6032004266241,0.0,0.0,0.0,0.0,180.0,14.746799573375938,405.0,0.0,-180.0
RegionD,171,E1_BESS协同调度,527.6032004266241,722.35,527.6032004266241,0.0,0.0,0.0,0.0,180.0,14.746799573375938,90.0,0.0,-180.0
RegionD,172,E0_无储能调度,529.164800426624,800.0,529.164800426624,0.0,0.0,0.0,0.0,180.0,90.83519957337603,405.0,0.0,-180.0
RegionD,172,E1_BESS协同调度,529.164800426624,800.0,529.164800426624,0.0,0.0,0.0,0.0,180.0,90.83519957337603,90.0,0.0,-180.0
RegionD,173,E0_无储能调度,593.446399573376,877.65,593.446399573376,0.0,0.0,0.0,0.0,180.0,104.203600426624,405.0,0.0,-180.0
RegionD,173,E1_BESS协同调度,593.446399573376,877.65,593.446399573376,0.0,0.0,0.0,0.0,180.0,104.203600426624,90.0,0.0,-180.0
RegionD,174,E0_无储能调度,629.939200426624,950.0,629.939200426624,0.0,0.0,0.0,0.0,180.0,140.06079957337602,405.0,0.0,-180.0
RegionD,174,E1_BESS协同调度,629.939200426624,950.0,629.939200426624,0.0,0.0,0.0,0.0,180.0,140.06079957337602,90.0,0.0,-180.0
RegionD,175,E0_无储能调度,529.7664,1012.13,529.7664,0.0,0.0,0.0,0.0,180.0,302.3636,405.0,0.0,-180.0
RegionD,175,E1_BESS协同调度,529.7664,1012.13,529.7664,0.0,0.0,0.0,0.0,180.0,302.3636,90.0,0.0,-180.0
RegionD,176,E0_无储能调度,593.0624,1059.81,593.0624,0.0,0.0,0.0,0.0,180.0,286.7475999999999,405.0,0.0,-180.0
RegionD,176,E1_BESS协同调度,593.0624,1059.81,593.0624,0.0,0.0,0.0,0.0,180.0,286.7475999999999,90.0,0.0,-180.0
RegionD,177,E0_无储能调度,559.4112,1089.78,559.4112,0.0,0.0,0.0,0.0,180.0,350.36879999999996,405.0,0.0,-180.0
RegionD,177,E1_BESS协同调度,559.4112,1089.78,559.4112,0.0,0.0,0.0,0.0,180.0,350.36879999999996,90.0,0.0,-180.0
RegionD,178,E0_无储能调度,567.2320000000001,1100.0,567.2320000000001,0.0,0.0,0.0,0.0,180.0,352.7679999999999,405.0,0.0,-180.0
RegionD,178,E1_BESS协同调度,567.2320000000001,1100.0,567.2320000000001,0.0,0.0,0.0,0.0,180.0,352.7679999999999,90.0,0.0,-180.0
RegionD,179,E0_无储能调度,467.187199573376,1089.78,467.187199573376,0.0,0.0,0.0,0.0,180.0,442.59280042662397,405.0,0.0,-180.0
RegionD,179,E1_BESS协同调度,467.187199573376,1089.78,467.187199573376,0.0,0.0,0.0,0.0,180.0,442.59280042662397,90.0,0.0,-180.0
RegionD,180,E0_无储能调度,454.03008,1059.81,454.03008,0.0,0.0,0.0,0.0,180.0,425.77991999999995,405.0,0.0,-180.0
RegionD,180,E1_BESS协同调度,454.03008,1059.81,454.03008,0.0,0.0,0.0,0.0,180.0,425.77991999999995,90.0,0.0,-180.0
RegionD,181,E0_无储能调度,434.55744,1012.13,434.55744,0.0,0.0,0.0,0.0,180.0,397.57256,405.0,0.0,-180.0
RegionD,181,E1_BESS协同调度,434.55744,1012.13,434.55744,0.0,0.0,0.0,0.0,180.0,397.57256,90.0,0.0,-180.0
RegionD,182,E0_无储能调度,399.052800426624,950.0,399.052800426624,0.0,0.0,0.0,0.0,180.0,370.947199573376,405.0,0.0,-180.0
RegionD,182,E1_BESS协同调度,399.052800426624,950.0,399.052800426624,0.0,0.0,0.0,0.0,180.0,370.947199573376,90.0,0.0,-180.0
RegionD,183,E0_无储能调度,349.9264,877.65,349.9264,0.0,0.0,0.0,0.0,180.0,347.7236,405.0,0.0,-180.0
RegionD,183,E1_BESS协同调度,349.9264,877.65,349.9264,-0.0,0.0,0.0,0.0,180.0,347.7236,90.0,0.0,-180.0
RegionD,184,E0_无储能调度,320.729599573376,800.0,320.729599573376,0.0,0.0,0.0,0.0,180.0,299.270400426624,405.0,0.0,-180.0
RegionD,184,E1_BESS协同调度,320.729599573376,800.0,320.729599573376,0.0,0.0,0.0,0.0,180.0,299.270400426624,90.0,0.0,-180.0
RegionD,185,E0_无储能调度,298.81600042662404,722.35,298.81600042662404,0.0,0.0,0.0,0.0,180.0,243.53399957337598,405.0,0.0,-180.0
RegionD,185,E1_BESS协同调度,298.81600042662404,722.35,298.81600042662404,110.80394655651654,0.0,0.0,0.0,180.0,132.73005301685947,194.15570976312554,0.0,-180.0
RegionD,186,E0_无储能调度,297.13920042662403,650.0,297.13920042662403,0.0,0.0,0.0,0.0,180.0,172.86079957337597,405.0,0.0,-180.0
RegionD,186,E1_BESS协同调度,297.13920042662403,650.0,297.13920042662403,172.86079957337597,0.0,0.0,0.0,180.0,0.0,356.64486136209894,0.0,-180.0
RegionD,187,E0_无储能调度,275.4048,587.87,275.4048,0.0,0.0,0.0,0.0,180.0,132.46519999999998,405.0,0.0,-180.0
RegionD,187,E1_BESS协同调度,275.4048,587.87,275.4048,132.46519999999998,0.0,0.0,0.0,180.0,0.0,481.16214936209894,0.0,-180.0
RegionD,188,E0_无储能调度,330.22720000000004,540.19,330.22720000000004,0.0,0.0,0.0,0.0,180.0,29.962800000000016,405.0,0.0,-180.0
RegionD,188,E1_BESS协同调度,330.22720000000004,540.19,330.22720000000004,29.962800000000016,0.0,0.0,0.0,180.0,0.0,509.32718136209894,0.0,-180.0
RegionD,189,E0_无储能调度,326.7456,510.22,326.7456,0.0,0.0,0.0,0.0,180.0,3.474400000000003,405.0,0.0,-180.0
RegionD,189,E1_BESS协同调度,326.7456,510.22,326.7456,3.474400000000003,0.0,0.0,0.0,180.0,0.0,512.593117362099,0.0,-180.0
RegionD,190,E0_无储能调度,349.235199573376,500.0,349.235199573376,0.0,0.0,0.0,0.0,150.764800426624,0.0,405.0,0.0,-150.764800426624
RegionD,190,E1_BESS协同调度,349.235199573376,500.0,320.0,0.0,0.0,29.235199573376008,0.0,180.0,0.0,481.1574188961032,0.0,-180.0
RegionD,191,E0_无储能调度,431.01440042662404,510.22,431.01440042662404,0.0,0.0,0.0,0.0,79.20559957337599,0.0,405.0,0.0,-79.20559957337599
RegionD,191,E1_BESS协同调度,431.01440042662404,510.22,330.22,0.0,0.0,100.79440042662401,0.0,180.0,0.0,372.7763431685505,0.0,-180.0
RegionD,192,E0_无储能调度,486.3232,540.19,486.3232,0.0,0.0,0.0,0.0,53.86680000000007,0.0,405.0,0.0,-53.86680000000007
RegionD,192,E1_BESS协同调度,486.3232,540.19,360.19000000000005,0.0,0.0,126.13319999999993,0.0,180.0,0.0,237.14924639435708,0.0,-180.0
RegionD,193,E0_无储能调度,493.401599573376,587.87,493.401599573376,0.0,0.0,0.0,0.0,94.46840042662399,0.0,405.0,0.0,-94.46840042662399
RegionD,193,E1_BESS协同调度,493.401599573376,587.87,407.87,0.0,0.0,85.53159957337601,0.0,180.0,0.0,145.17978448750114,0.0,-180.0
RegionD,194,E0_无储能调度,508.479999573376,650.0,508.479999573376,0.0,0.0,0.0,0.0,141.520000426624,0.0,405.0,0.0,-141.520000426624
RegionD,194,E1_BESS协同调度,508.479999573376,650.0,470.0,0.0,0.0,38.479999573376006,0.0,180.0,0.0,103.8034408602151,0.0,-180.0
RegionD,195,E0_无储能调度,555.1872000000001,722.35,555.1872000000001,0.0,0.0,0.0,0.0,167.16279999999995,0.0,405.0,0.0,-167.16279999999995
