Check,Passed,MaxViolation,Count
overlap_conservation,True,2.1227464230832993e-13,0
baseline_ai_it_mae,True,3.333344800182658e-07,0
all_tasks_scheduled,True,0.0,0
latency,True,0.0,0
finish_before_2406,True,0.0,0
gpu_capacity,True,0.0,0
it_capacity,True,0.0,0
facility_capacity,True,0.0,0
