类别_场景,Y_能源成本（CNY）,Y_总等待（h）,Y_总时延（ms）,Y_碳排放（tCO2）,Y_可再生能源利用率（%）,Y_系统峰值净购电（MW）,类别_数据状态
canonical_final_pool,-459340688.8007043,0.0,250860.0,,,,待补六指标正式能源统计
