tasks,migrated_tasks,migration_rate,delayed_tasks,mean_wait_h,p95_wait_h,max_wait_h,mean_latency_ms,p95_latency_ms,max_latency_ms,rt_migrated_tasks,max_gpu_util_pct,max_gpu_hour_violation,max_it_violation_mw,max_facility_violation_mw,deadline_violations,latency_violations,baseline_cost_cny,cost_cny,delta_cost_cny,baseline_carbon_tco2,carbon_tco2,delta_carbon_tco2,baseline_eta_R,eta_R,delta_renewable_use_mwh,delta_curtailment_mwh,min_grid_purchase_mw,min_used_renewable_mw,min_curtailment_mw,latest_finish_violations,horizon_2406_violations,earliest_start_violations,rt_immediate_start_violations,mode,start,passes,converged,last_relative_primary_improvement,fallback_count_last_pass,removal_dependent_count_last_pass,energy_balance_max_residual_baseline_mw,energy_balance_max_residual_final_mw,max_grid_import_violation_mw,max_grid_export_violation_mw,hard_constraint_status,status
50000,37448,0.74896,20282,20.47522,76.0,2016.0,26.74732,76.0,82.0,11685,100.00000000000003,1.1368683772161603e-13,0.0,0.0,0,0,1801786872.691887,1555371304.1316478,-246415568.56023908,2045367.4752840465,1826774.354637248,-218593.12064679852,0.3284640627662771,0.3729211901630813,513260.57488533336,-513260.57488533336,0.0,32.9524,-7.105427357601002e-15,0,0,0,0,cost,reference,3,True,0.0005765574854182816,0,0,0.00020000000002085017,0.00020041666675751912,0.0,0.0,PASS,PASS
