tasks,migrated_tasks,migration_rate,delayed_tasks,mean_wait_h,p95_wait_h,max_wait_h,mean_latency_ms,p95_latency_ms,max_latency_ms,rt_migrated_tasks,max_gpu_util_pct,max_gpu_hour_violation,max_it_violation_mw,max_facility_violation_mw,deadline_violations,latency_violations,baseline_cost_cny,cost_cny,delta_cost_cny,baseline_carbon_tco2,carbon_tco2,delta_carbon_tco2,baseline_eta_R,eta_R,delta_renewable_use_mwh,delta_curtailment_mwh,min_grid_purchase_mw,min_used_renewable_mw,min_curtailment_mw,mode,fallback_count,removal_locked_count,baseline_ai_it_max_error_mw,energy_balance_max_residual_baseline_mw,energy_balance_max_residual_final_mw,g0_min_mw,overlap_conservation_max_error_h,max_grid_import_violation_mw,max_grid_export_violation_mw,status
50000,28651,0.57302,21789,15.35754,43.0,2179.0,27.9218,78.0,82.0,3460,100.0,0.0,0.0,0.0,0,0,1801786872.691887,1613087303.3265789,-188699569.36530805,2045367.4752840467,1869601.4533322025,-175766.02195184422,0.32846406276627715,0.3731201727269808,515557.84218800004,-515557.84218800004,0.0,7.50690000000003,0.0,dynamic,0,230,3.3333333959717493e-07,0.00020000000002085017,0.00020041666675751912,0.0,0.0,0.0,0.0,PASS
