类别_场景,类别_求解状态,Y_能源成本（CNY）,Y_碳排放（tCO2）,Y_总等待（h）,Y_平均等待（h）,Y_P95等待（h）,Y_最大等待（h）,Y_总时延（ms）,Y_平均时延（ms）,Y_P95时延（ms）,Y_最大时延（ms）,Y_可再生能源利用率（%）,Y_系统峰值净购电（MW）,Y_迁移任务数（个）,Y_任务数（个）
price_flat,DRAFT / NEEDS_REVIEW,-459274946.57280177,0.0,378648.0,7.57296,17.0,1171.0,1475763.0,29.51526,78.0,82.0,69.54506504797084,0.0,37236,50000
