X_时间（h）,Y_设施负荷（MW）,Y_电网购电功率（MW）,Y_弃电功率（MW）,Y_新能源利用功率（MW）
62,2424.4891687066665,1378.9096933333335,4034.420563333333,1045.5794366666669
63,2276.531162203333,1226.2768433333333,3595.6456333333335,1050.2543666666666
64,2058.0757542133338,1073.67013,3195.5943266666663,984.4056733333334
65,2220.4664933000004,693.1068,2743.4162066666663,970.6837933333335
66,2164.82710291,640.6136,2322.5272966666666,957.4727033333334
67,2130.7889324933335,568.3288,1914.8831666666667,992.3369333333334
68,2226.8268628966666,747.1795500000001,1746.0039866666668,905.1816133333332
69,2134.7850167033334,746.8632833333334,1590.4092666666666,939.3577333333335
70,2482.78860618,1423.62385,1168.1335433333334,1059.1647566666666
71,2850.2646642433333,1701.4854,1175.6622366666668,1148.7791633333331
72,3041.727486693333,2005.4833,1227.9760133333334,1265.7440866666666
73,3165.8747495466664,2185.084516666667,1523.4299666666666,1210.2902333333332
74,3143.19286663,2157.965526666667,2004.80556,1185.13014
75,3165.5822267133335,2123.4140466666668,2310.6512199999997,1222.1681800000001
76,3201.531483773333,2113.05451,2715.920426666667,1268.4769733333333
77,3155.52431291,1944.040433333333,3412.56892,1233.33108
78,3223.072937576667,1952.85758,3809.7846433333334,1270.2153566666666
79,3201.9873146433333,1930.8044333333332,4181.59712,1271.1828799999998
80,3116.08519044,1934.0029799999998,4556.77779,1182.08221
81,3034.88424954,1886.04935,4769.8451000000005,1148.8349
82,2943.92572955,1798.27583,4834.3501,1145.6499
83,2702.7811233,1639.8616233333335,4855.7605,1062.9195
84,2462.4536333533333,1457.6191333333331,4734.0255,1004.8344
85,2446.63773708,1423.4880766666665,4429.6304,1023.1496
86,2407.32327625,1363.5186866666666,4036.19551,1043.8044899999998
87,2210.4186766633334,1223.6817466666666,3659.16309,986.7369099999999
88,2032.3827733366666,1119.0475900000001,3266.664816666667,913.3351833333334
89,2036.10222038,540.06256,2769.00954,945.09046
90,2137.2217057333337,611.3888,2307.7755933333333,972.2244066666668
91,2052.40461336,532.57352,1938.9236066666665,968.2963933333335
92,2216.3504899533336,725.2973999999999,1721.95571,924.0816900000001
93,2247.1053766933333,832.0248233333333,1614.3142466666668,919.4895533333331
94,2334.8258866666665,1374.48486,1272.1232733333336,960.3410266666665
95,2536.0518962333335,1535.99573,1326.0781333333334,1000.0561666666666
96,2713.983063816667,1865.45033,1400.7414666666668,1078.0327333333332
97,3094.51408,2127.7837266666666,1530.0806466666668,1196.2303533333334
98,3280.02724864,2197.54639,1918.9356400000001,1282.60696
99,3293.9053591133334,2240.6760433333334,2309.8507833333333,1233.2293166666668
100,3288.49278295,2216.92921,2720.9982266666666,1251.5634733333331
101,3296.4055795500003,2074.16592,3407.00404,1238.8959599999998
102,3261.477714206667,1986.0648933333334,3804.58718,1275.41282
103,3295.873949096667,2026.6134466666665,4183.519496666667,1269.2605033333334
104,3125.97980376,1911.6984199999997,4524.578616666667,1214.2813833333335
105,3148.43980909,1852.44466,4622.68485,1295.99515
106,3045.056999563333,1816.6342833333333,4751.577283333334,1228.4227166666667
107,2992.0833275633336,1766.7169433333331,4693.313616666666,1225.3663833333333
108,2777.1570442166667,1574.7385266666665,4536.441483333333,1202.4185166666668
109,2507.8458991566667,1328.0536066666666,4272.987666666666,1179.7923333333333
110,2458.283236633333,1274.6538633333334,3896.3707266666665,1183.6292733333332
111,2399.6488841933337,1258.7782233333332,3505.02935,1140.8706500000003
112,2061.7930013033338,1044.0413533333335,3162.2483533333334,1017.7516466666668
113,2234.3110720066666,576.0844999999999,2617.7291766666667,1096.3708233333332
114,2220.0021199933335,624.08685,2263.5380299999997,1016.4619700000001
115,2223.203983826667,610.66993,1875.9359466666665,1031.2840533333333
116,2085.8760675733333,642.0637,1780.0841333333333,870.3440666666665
117,2205.804535826667,748.3822466666666,1516.6337099999998,1008.4688900000001
118,2615.9337166933337,1452.6289700000002,1087.5310533333331,1163.304646666667
119,2633.058871973333,1504.4219266666666,1186.524353333333,1128.636946666667
120,2788.8987261733337,1864.36812,1323.944893333333,1154.030606666667
121,2990.8458408733336,2035.1212866666665,1537.6448466666666,1185.2245533333335
122,2980.6484995566666,2043.09801,2022.95671,1138.2799900000002
123,3162.6718570666667,2111.3244866666664,2299.5555299999996,1231.3473700000002
124,3294.986773766667,2175.940883333333,2713.15881,1299.04599
125,3381.0723237233333,2093.1151333333332,3297.3251099999998,1347.95719
126,3233.2295380333335,1968.9964400000001,3815.766903333333,1264.2330966666666
127,3155.3177653833336,1862.3588166666666,4159.8210500000005,1292.95895
128,3053.2409862500003,1785.3827866666666,4471.0018,1267.8582000000001
129,2923.747985783333,1717.3057033333332,4712.2377166666665,1206.4422833333335
130,2845.7108267366666,1713.8672266666665,4848.1564,1131.8436
131,2691.7868062633333,1577.0191566666667,4803.9123500000005,1114.76765
132,2468.23506,1466.50454,4737.1294,1001.7305
133,2230.5510671166667,1292.622926666667,4514.8519,937.9281
134,2075.39283952,1205.27686,4209.8839,870.1161000000001
135,1818.0070091700002,1034.97024,3862.8633,783.0367
136,1849.6555095266667,1006.4056833333333,3336.7501733333334,843.2498266666666
137,2115.8362241833333,559.7202,2712.0471766666665,1002.0528233333333
138,2051.0536833333335,501.85749999999996,2295.1335166666668,984.8664833333333
139,2135.287063306667,562.4519,1912.5502366666667,994.6697633333332
140,2263.17806915,596.1466,1562.2718300000001,1091.77657
141,2512.8479908833333,885.6790500000001,1384.5396600000001,1140.18284
142,2640.085872976667,1494.4309,1089.9952266666667,1145.6549733333331
143,2845.124799553333,1654.1230933333334,1139.2016933333332,1191.0017066666667
144,3064.7335508866668,2061.8293333333336,1244.789983333333,1232.4042166666668
145,3280.1137604799997,2225.72026,1425.0988,1283.8935000000001
146,3471.5772491233333,2298.4418466666666,1813.9078966666668,1373.3076033333332
147,3478.0182071500003,2299.24885,2175.2082433333335,1358.7692566666667
148,3405.4473742,2239.377033333333,2633.8672600000004,1346.0703399999998
149,3254.0317779599995,2045.3412899999998,3383.4698133333336,1262.4301866666663
150,3145.6789662266665,1894.9867166666668,3829.30785,1250.6922499999998
151,3098.20374667,1857.9356933333333,4212.5119466666665,1240.2680533333332
152,2975.9581895966667,1771.33973,4534.24154,1204.61846
153,2797.704156253333,1638.9509566666666,4759.9268,1158.7532
154,2695.355790023333,1573.2742899999998,4857.9185,1122.0815
155,2610.5622319900003,1546.5188533333333,4854.63662,1064.04338
156,2476.26835288,1435.5234333333333,4698.1150800000005,1040.74492
157,2287.08555046,1357.30609,4523.0005,929.7795
158,2099.5772650500003,1215.4457333333332,4195.8685000000005,884.1315
159,2019.43328506,1125.1272033333332,3751.5938499999997,894.3061500000001
160,1964.2959757500003,1122.4841933333335,3338.1882066666667,841.8117933333334
161,2277.1868891933336,604.7312400000001,2615.72295,1098.37705
162,2248.0024175733333,660.23328,2230.3417633333333,1049.6582366666667
163,2166.0458908600003,613.99707,1913.3408799999995,993.8791200000004
164,2333.7736637766666,688.84344,1625.1272766666666,1044.2266233333332
165,2434.7145104533333,897.93415,1444.57174,1078.9255600000001
166,2519.3669233433334,1491.1624733333333,1215.73405,1028.20445
167,2713.60937909,1618.88272,1210.99714,1094.72666
168,2824.07353465,1934.6866733333334,1352.61764,1118.8869600000003
169,3087.4545362100002,2075.030983333333,1479.7458466666665,1241.9235533333335
170,3276.3762042,2174.82833,1898.6918266666667,1301.8199733333336
171,3278.3993170966664,2134.0388033333334,2216.548186666667,1324.360513333333
172,3347.1445266433334,2138.13636,2612.730333333333,1389.008166666667
173,3443.9484037833336,2028.21279,3177.7995866666665,1468.1004133333333
174,3544.9303142033336,2053.612923333333,3588.68261,1491.3173900000002
175,3397.6528947,1975.9671666666666,4031.0942733333336,1421.6857266666666
176,3327.93304,1915.24626,4326.173220000001,1412.68678
177,3263.13518961,1848.49913,4504.04394,1414.63606
178,3254.024756286667,1839.96235,4565.937593333333,1414.062406666667
179,2969.34811625,1749.01201,4698.343893333334,1220.3361066666666
180,2701.2384108833335,1564.69411,4602.31564,1136.54436
181,2593.2443346233335,1470.7240766666666,4330.259713333334,1122.5202866666666
182,2371.4766686499997,1304.1873633333335,4012.710673333333,1067.2893266666667
183,2094.3677333,1166.3421,3717.874456666667,928.0255433333333
184,1929.5202899800001,1051.0374,3301.51719,878.4828099999999
185,2114.8192095500003,609.9947500000001,2776.2074399999997,937.8925600000002
186,2019.2694499400002,536.7420700000001,2377.01032,902.98968
187,2045.7428129,606.2749200000001,2027.5750066666667,879.6449933333333
188,2153.5778378,657.04302,1770.47298,897.60612
189,2147.35521671,789.5413333333335,1614.5878166666666,910.9163833333334
190,2192.408095826667,1282.4144166666667,1330.87082,909.9936799999999
191,2325.41585666,1415.2646566666667,1419.3842,910.1512
192,2516.5163208733334,1743.16742,1501.5994,1002.8489
193,2774.6828653666666,1923.9836666666667,1645.3262,1080.1992
194,3147.7291491466667,2088.9965700000002,1926.22942,1258.33958
195,3257.712654693333,2135.43048,2221.176626666667,1302.2821733333333
196,3317.3000404066665,2184.46302,2653.0686800000003,1312.8370199999997
197,3340.76059534,2058.0585066666667,3318.19531,1327.7046899999998
198,3279.8035033300002,2002.0490566666665,3802.245553333333,1277.7544466666666
199,3084.4850508433333,1932.63985,4300.9348,1151.8452
200,3125.40896246,1935.284363333333,4548.7354,1190.1246
201,2972.592255366667,1817.9917366666664,4764.07948,1154.60052
202,2779.3348867,1650.5936266666668,4851.25874,1128.74126
203,2659.3346670700003,1574.1227266666667,4833.46806,1085.21194
204,2515.2381295533332,1455.83693,4679.4587200000005,1059.40118
205,2313.52187711,1338.0662666666667,4477.32444,975.45556
206,2271.60849671,1314.1116166666668,4122.50318,957.49682
207,2314.282173323333,1327.31176,3658.9296066666666,986.9703933333333
208,2130.976134703333,1179.3107733333334,3228.33458,951.6654199999999
209,2223.71146336,571.22555,2629.8864866666668,1084.2135133333334
210,2175.099174623333,587.1537999999999,2249.8069266666666,1030.1930733333334
211,2241.8735034,573.90685,1819.9659466666667,1087.2540533333336
212,2148.1354971033334,651.6791,1752.9875033333335,910.8496966666665
213,2107.767020866667,825.4210133333333,1662.7771933333333,850.7285066666667
214,2218.2842750866666,1294.483433333333,1326.7132600000002,923.8008399999999
215,2452.80573955,1467.88376,1351.14032,984.9219799999998
216,2688.54222668,1859.074706666667,1426.29618,1058.96752
217,2867.0297878,1983.2540733333333,1607.8437833333332,1113.2757166666668
218,3157.873819093333,2169.5693133333334,2002.4353933333336,1187.8801066666665
219,3167.4443624433334,2124.799883333333,2315.3171199999997,1222.64448
220,3226.171116276667,2136.308376666667,2717.2194600000003,1269.86274
221,3245.37569086,2020.7520533333334,3382.5355633333334,1263.3644366666665
222,3207.892037933333,2000.29142,3872.399483333333,1207.6006166666668
223,3046.1922658133335,1868.4566866666669,4275.04442,1177.73558
224,3100.46074129,1838.9987066666667,4477.397966666666,1261.4620333333332
225,3060.5968528733333,1765.9434466666667,4624.026593333333,1294.6534066666668
226,2985.74856287,1724.4581233333333,4718.70956,1261.29044
227,3091.167613393334,1678.9155233333333,4506.427909999999,1412.2520900000002
228,2773.4708790966665,1512.4200666666668,4477.809186666666,1261.0508133333335
229,2673.187382406667,1377.5258000000001,4157.118486666666,1295.661513333334
230,2649.0849871066666,1324.7278999999999,3755.6428633333335,1324.3571366666665
231,2489.016925836667,1264.0532833333334,3420.9363266666664,1224.9636733333336
232,2010.4737862833333,1027.8285066666667,3197.3547200000003,982.6452800000001
233,2040.9034228900002,541.4743100000001,2765.8202866666666,948.2797133333333
234,2143.3300237666667,570.8904100000001,2283.3582866666666,996.6417133333332
235,2132.6018295999997,588.97669,1938.7497600000002,968.4702400000001
236,2056.2830266333335,638.8279600000001,1803.5586333333333,846.2307666666668
237,2091.53877669,823.15935,1712.1282733333335,819.8241266666666
238,1997.3131209,1205.4095200000002,1424.3156000000001,791.9036
239,2442.7273200466666,1462.85397,1336.49405,979.8732499999999
240,2684.4389224933334,1848.1941733333333,1419.91145,1065.74475
241,2946.0498628566666,2024.3584466666669,1575.8724833333333,1151.1913166666666
242,3134.5889646266664,2129.0551633333334,1977.8233,1204.9638
243,3172.3102066799997,2142.2455466666665,2317.86454,1210.06466
244,3332.3477404366668,2242.38307,2733.85783,1269.9646699999998
245,3304.3253471333333,2048.3479666666667,3356.06472,1289.83528
246,3206.7226704433333,1949.0938133333334,3822.3711433333333,1257.6288566666667
247,3233.0206262466663,1893.4840766666666,4113.24345,1339.5365499999998
248,3307.01561288,1906.4261666666666,4338.270553333334,1400.5894466666664
249,3228.243975733333,1842.4567133333333,4532.892736666667,1385.7872633333332
250,2980.5284100133335,1744.08696,4743.55855,1236.44145
251,2903.0042013566667,1680.6210333333333,4696.296833333334,1222.3831666666665
252,2656.8662104600003,1447.73595,4529.7296,1209.1303
253,2398.4106329266665,1326.3433300000002,4380.712666666666,1072.0673333333332
254,2292.5951944633334,1280.8858133333333,4068.2906166666667,1011.7093833333333
255,2084.80313666,1130.6937933333334,3691.7907666666665,954.1092333333333
256,1829.7841967033332,977.1919633333333,3327.4077666666667,852.5922333333333
257,2026.7594491166667,510.22969,2774.49904,939.60096
258,2130.0091191,584.74982,2307.2046,972.7954000000001
259,2048.0577942200002,562.80236,1979.2105666666666,928.0094333333334
260,2223.1457895900003,629.2066,1669.65891,996.94199
261,2276.4753642,893.0953,1583.7698366666668,942.6560633333331
262,2342.85524086,1370.4003400000001,1279.1285,972.4549
263,2617.44504754,1566.30224,1275.2514933333332,1051.1428066666667
264,2928.7711699433335,2006.7430700000002,1346.2758000000001,1151.528
265,3096.184815366667,2125.0985633333335,1526.0129466666665,1200.5862533333334
266,3197.98175331,2187.50704,1973.0249866666668,1210.3526133333332
267,3368.2752562166665,2229.51166,2227.339703333333,1318.7635966666667
268,3382.0978386966667,2229.59434,2649.2998,1332.5035
269,3409.3472667033334,2151.6687533333334,3329.394486666667,1316.5055133333333
270,3214.7561603833337,2019.16992,3884.4136599999997,1195.5863400000003
271,3287.940700466667,1982.8629466666666,4147.702246666667,1305.0777533333335
272,3205.85398428,1889.1671966666665,4422.1732133333335,1316.6867866666669
273,3202.3039058233335,1846.8317066666666,4563.2078,1355.4722000000002
274,3159.3833471099997,1815.9970133333331,4636.613666666667,1343.3863333333334
275,2890.7854695333335,1645.9110433333333,4673.805573333333,1244.8744266666665
276,2706.3208257866663,1547.5686633333332,4580.107886666667,1158.7521133333332
277,2451.854342493333,1470.5139633333333,4471.4396,981.3404
278,2256.9349236900002,1291.6381633333333,4114.70325,965.29665
279,2051.4798037833334,1151.1606033333333,3745.58088,900.31912
280,1882.00030617,1064.5951866666667,3362.59483,817.40517
281,2241.7087696000003,606.4986,2637.4202299999997,1076.6797700000002
282,2091.51321954,488.84094999999996,2226.4957299999996,1053.5042700000004
283,2197.9900987066667,563.69435,1850.1291499999998,1057.0908500000003
284,2120.8326804266667,552.7091233333333,1681.9791433333332,979.2927566666666
285,2199.92308911,720.26663,1522.42974,1004.1555600000002
286,2327.20922414,1338.8478333333335,1246.29981,988.3613899999999
287,2556.9334266666665,1483.5907466666667,1247.0680200000002,1073.34268
288,2868.9907200066664,1935.788363333333,1325.1145433333331,1162.702356666667
289,3148.74486291,2129.7191333333335,1472.11827,1248.5257300000003
290,3161.3779984266666,2123.5221733333333,1941.4094766666667,1237.7789233333333
291,3343.6467437600004,2230.27238,2251.4690366666664,1293.3743633333333
292,3245.1930329,2161.84003,2715.855196666667,1263.3530033333332
293,3137.9918070599997,1916.5728266666665,3383.4046200000003,1262.4953799999998
294,3102.0921008866667,1812.4959133333332,3790.4038133333333,1289.5961866666667
295,3149.5494353566664,1843.3402199999998,4146.570783333334,1306.2092166666669
296,3217.5892924933332,1905.6459533333332,4426.91666,1311.94334
297,3179.119654166667,1851.8440233333333,4591.40437,1327.2756299999999
298,3137.8011928833334,1815.47296,4657.671766666666,1322.3282333333334
299,2899.2310033333333,1625.61327,4645.062266666667,1273.6177333333333
300,2759.98611624,1593.5250166666665,4572.3989,1166.4611000000002
301,2482.167756263333,1407.8336366666667,4378.44588,1074.33412
302,2400.0703395733335,1334.28297,4014.21252,1065.7874800000002
303,2246.7387133666666,1271.87877,3671.0400266666666,974.8599733333333
304,1935.35851998,1078.9516066666667,3323.5930666666663,856.4069333333332
305,2218.7197266566664,571.7048,2642.5730733333335,1071.5269266666664
306,2152.45541579,601.8411,2274.1350833333336,1005.8649166666667
307,2191.4701570899997,617.67245,1891.6838933333336,1015.5361066666665
308,2024.2493413133334,636.27215,1821.0221100000003,823.3448899999999
309,2339.3672224566667,820.77372,1534.3510966666668,1010.9570033333332
310,2365.400950006667,1359.2177000000001,1236.65845,1006.1831500000001
311,2830.5428191333335,1640.02986,1145.1856400000001,1190.51296
312,3081.23149046,2017.09057,1211.59538,1293.64092
313,3018.5292170933335,2056.0567533333333,1521.3648366666669,1191.972463333333
314,3042.543266243333,2077.98314,2009.0476733333335,1164.2678266666662
315,3102.141532466667,2120.9334733333335,2375.25004,1161.20806
316,3070.2511991166666,2060.6642866666666,2782.780886666667,1189.5869133333333
317,3129.013557133333,1947.2402566666665,3419.1482,1226.7518
318,3178.2906491566664,1872.6406166666666,3774.349966666667,1305.650033333333
319,3143.8354894833333,1844.0017333333333,4152.946243333334,1299.8337566666667
320,3029.8919820166666,1784.599783333333,4493.5678,1245.2921999999999
321,3053.06383714,1757.0134866666667,4622.62965,1296.05035
322,2807.418189146667,1662.0588566666668,4834.640666666666,1145.3593333333333
323,2705.5715042166667,1619.6048033333334,4832.7133,1085.9667
324,2581.14820709,1522.8945066666665,4680.6063,1058.2537
325,2316.84181663,1314.8428266666667,4450.78104,1001.9989599999999
326,2211.36836135,1249.7648900000002,4118.39656,961.6034400000001
327,1920.6840619633335,1052.1229133333334,3777.3388999999997,868.5611
328,1668.3162538,883.4845233333333,3395.16826,784.83174
329,2122.8257166599997,601.6295,2758.5884833333334,955.5115166666667
330,2268.3573157700002,621.5095,2225.0212833333335,1054.978716666667
331,2250.8609174833337,627.9378,1850.7757833333333,1056.4442166666668
332,2330.8167349166665,698.78655,1595.7596133333334,1056.3075866666668
333,2210.128727526667,853.87589,1592.3056633333333,926.4831366666667
334,2266.6348486966667,1345.0044366666666,1322.8910866666665,921.6304133333334
335,2551.3205753566667,1531.8845000000001,1308.8958233333333,1019.4359766666668
336,2863.2740691466665,1936.76901,1336.0761400000001,1156.00496
337,3023.09142382,2050.930733333333,1529.34021,1201.66079
338,3047.071880026667,2076.66818,2005.9997,1170.4470000000001
339,3259.854500876667,2165.26803,2267.0733299999997,1274.5864700000002
340,3373.861620456667,2253.690943333333,2684.1157233333333,1300.170676666667
341,3415.6398738533335,2112.8074533333333,3304.8381799999997,1341.0618200000001
342,3325.8282157466665,2022.1078366666666,3776.2796200000003,1303.7203799999997
343,3273.55279131,1993.7781599999998,4173.00537,1279.77463
344,3091.9261180333338,1884.6499166666667,4531.5838,1207.2761999999998
345,2993.980327516667,1810.978206666667,4735.67788,1183.0021199999999
346,2884.70330624,1715.3285666666668,4810.62526,1169.37474
347,2658.0241663100005,1519.7422866666668,4780.39812,1138.2818800000002
348,2503.56169089,1420.4446366666666,4655.742846666667,1083.1170533333334
349,2504.71908001,1382.64543,4330.70634,1122.07366
350,2308.011849183333,1256.4770933333332,4028.4652033333336,1051.5347966666666
351,2212.709245793333,1215.50968,3648.700423333333,997.1995766666666
352,2101.5409195233333,1137.0558933333334,3215.5149533333333,964.4850466666667
353,2287.0118233599997,608.1487999999999,2602.332176666667,1111.7678233333331
354,2248.5699662433335,599.72328,2203.065313333333,1076.9346866666667
355,2291.91814204,676.29228,1857.2705366666667,1049.9494633333334
356,2009.4610666300002,613.71768,1837.1533133333332,817.1290866666666
357,2167.5958562100004,842.09246,1653.1508033333332,870.4317966666667
358,2234.19604375,1329.0445166666668,1337.274673333333,905.1516266666669
359,2424.559933326667,1430.2167133333332,1336.97798,994.34322
360,2764.387965353333,1884.39252,1367.2491533333332,1109.4954466666668
361,2910.3340190999998,1973.656,1559.29738,1166.17792
362,3006.6406362733333,2033.4871466666666,1992.7080099999998,1173.1684900000002
363,3181.9763937566668,2143.2347266666666,2294.4111333333335,1218.7416666666663
364,3355.2502204700004,2209.0810033333332,2666.3344833333335,1326.1692166666664
365,3343.2201900066666,2020.48558,3291.93729,1353.96271
