X_时间（h）,Y_设施负荷（MW）,Y_电网购电功率（MW）,Y_弃电功率（MW）,Y_新能源利用功率（MW）
711,1985.03109202,1117.6773733333334,3778.5463,867.3536999999999
712,1895.1225779966667,1059.2203866666666,3344.09781,835.9021899999999
713,1981.0653095233336,553.62176,2845.5801500000002,868.51985
714,2105.4624800366664,560.73676,2316.72388,963.2761199999999
715,2234.4101976033335,623.338,1866.7008033333332,1040.5191966666666
716,2235.338090906667,637.37836,1665.4949699999997,1002.0485300000001
717,2318.8547157733333,890.0902,1520.1408833333332,996.6327166666666
718,2355.0674228566663,1353.6895499999998,1219.6783266666669,1001.3778733333331
719,2637.4296704533335,1530.5336833333333,1221.8086133333334,1106.8959866666667
720,2863.69819336,1931.5626499999998,1319.2399566666668,1161.6355433333333
721,3031.855980423333,1997.7780099999998,1464.38443,1263.57797
722,3220.29524046,2105.4774500000003,1857.7903099999999,1314.7356900000002
723,3364.147160023333,2128.7120999999997,2115.6632400000003,1415.4350599999998
724,3500.545143383333,2216.39705,2509.959706666667,1464.1480933333332
725,3387.63518915,2105.9058499999996,3344.08996,1301.81004
726,3347.82628046,2084.50006,3816.67378,1263.32622
727,3199.4701033133333,1927.2329333333332,4180.542829999999,1272.23717
728,3061.1081095733334,1820.4172966666665,4498.169186666666,1240.6908133333332
729,3037.454986216667,1789.48632,4670.711333333334,1247.9686666666666
730,2950.144042916667,1777.4794066666666,4807.335363333334,1172.6646366666666
731,2848.7065904166666,1677.7723966666667,4747.745806666667,1170.9341933333335
732,2658.7983999766666,1503.1469133333333,4583.208433333333,1155.6514666666667
733,2600.8864791700003,1466.3896066666666,4318.283136666667,1134.4968633333333
734,2533.7549965966664,1441.8279933333333,3988.0730466666664,1091.9270533333333
735,2353.97880203,1315.3981933333334,3607.3195,1038.5805
736,2015.13045044,1139.7305366666667,3304.6001666666666,875.3998333333334
737,2041.27788129,571.7859100000001,2796.5214300000002,917.57857
738,2028.0721690599999,521.72131,2361.3781400000003,918.62186
739,2066.8104500400004,554.2779499999999,1956.3831,950.8368999999999
740,1997.4050870833335,593.0083999999999,1791.9111133333333,847.4171866666667
741,2049.323376646667,699.4699266666667,1642.16735,885.1144500000001
742,2286.36177954,1294.5422466666664,1263.1935666666668,991.8195333333333
743,2483.63282955,1462.8267966666667,1293.3848666666668,1020.8060333333333
744,2762.978263793333,1894.2555,1381.5334366666668,1098.2227633333332
745,3051.2223146566666,2097.1597466666667,1536.6095333333335,1183.5625666666665
746,3198.2525166933333,2140.5031400000003,1913.6372233333334,1257.3468766666667
747,3302.5574837233335,2169.889093333333,2198.0999100000004,1312.6683899999998
748,3402.445987506667,2228.98652,2629.4738333333335,1353.4594666666667
749,3391.0321699666665,2065.715683333333,3303.6736133333334,1342.2263866666667
750,3287.7254608400003,2042.4931266666667,3834.7676666666666,1245.2323333333334
751,3216.698572076667,1943.7532999999999,4179.834726666667,1272.9452733333333
752,3123.0543400166666,1916.3478066666664,4532.153466666667,1206.7065333333335
753,2909.3514324233333,1779.4912333333334,4788.8198,1129.8602
754,2799.15339668,1684.7336966666667,4865.5803,1114.4197
755,2538.4630173733335,1485.2791200000001,4865.4961,1053.1839
756,2523.093203746667,1404.3790033333332,4620.1457,1118.7143
757,2459.2701366833335,1367.28135,4360.791133333333,1091.9888666666666
758,2379.9711342,1350.9861266666667,4051.0152333333335,1028.9847666666665
759,2175.90320796,1226.3245633333333,3696.3214166666667,949.5785833333335
760,1879.6858591300002,1057.10291,3357.4171,822.5829000000001
761,2134.41211,609.75196,2735.29825,978.8017500000002
762,2172.6442938200003,615.3687,2272.3777066666667,1007.6222933333335
763,2185.7920670933336,618.60795,1904.7943833333334,1002.4256166666667
764,2155.657970896667,668.37925,1774.6277799999998,891.4630200000001
765,2044.8082086666668,742.29438,1736.02387,805.41583
766,2116.68205755,1275.4043333333334,1383.0391766666667,841.2777233333334
767,2235.598582846667,1331.24816,1400.5650766666668,904.3503233333332
768,2831.3750891600002,1923.66343,1351.28644,1137.21156
769,3030.1683871533332,2107.9201033333334,1576.6702166666669,1151.7482833333333
770,3076.7327437633335,2109.21909,2001.8820466666668,1167.3634533333334
771,3313.31494664,2220.49701,2265.3235633333334,1272.8179366666668
772,3403.498220436667,2241.3400833333335,2650.0938633333335,1342.158136666667
773,3375.116434206667,2104.4213,3327.7386666666666,1318.1613333333332
774,3205.16974286,2017.7235033333332,3892.55376,1187.44624
775,3143.627063816667,1958.7556633333334,4267.9086,1184.8714
776,3065.9235695400002,1881.99337,4554.9298,1183.9302
777,3385.539170443333,1993.8377266666664,4526.978556666667,1391.7014433333331
778,3163.604205813333,1813.9059266666668,4630.30172,1349.6982799999996
779,3013.1163104133334,1699.2169233333334,4604.780613333333,1313.8993866666667
780,2695.7878733733332,1491.8178633333334,4534.88994,1203.9700599999999
781,2748.2198146600003,1503.4368799999997,4207.997046666666,1244.7829533333334
782,2569.1568453666664,1446.8769733333334,3957.7200666666668,1122.2799333333332
783,2262.28804428,1257.9747866666667,3641.5867933333334,1004.3132066666668
784,2020.39658336,1124.8607133333335,3284.4640799999997,895.53592
785,2128.7181809200006,518.9976,2664.91032,1049.1896800000002
786,2186.54145467,643.2548,2296.4828466666663,983.5171533333335
787,2195.948632,684.1004,1959.0140666666668,948.2059333333332
788,2055.8936033333334,675.5346,1833.3964966666667,821.4871033333334
789,2178.62062666,791.8462299999999,1625.3264033333332,908.8255966666667
790,2283.13939381,1317.9051600000003,1275.4953666666665,965.2341333333334
791,2554.7805911566666,1532.4990266666666,1294.6958333333334,1022.2815666666665
792,2833.8694709166666,1958.50073,1392.99576,1104.86874
793,3062.739167976667,2104.4559133333332,1535.7944466666668,1187.7832533333333
794,3253.819136673333,2189.7862,1931.5674633333335,1264.3462366666665
795,3359.3637275733336,2177.9156166666667,2168.92769,1361.4481099999998
796,3434.1619724233333,2232.7162866666667,2603.3453133333333,1381.4456866666667
797,3471.0193671533334,2129.6955333333335,3272.2947666666664,1373.6052333333332
798,3355.7430267,2025.54225,3749.7992233333334,1330.2007766666668
799,3301.1143891,1995.9655933333333,4147.631203333333,1305.1487966666668
800,3261.3059733233335,1958.41879,4435.972816666666,1302.8871833333333
801,3153.6787795866667,1870.8694233333333,4635.870643333334,1282.8093566666666
802,3019.7763138066666,1784.9240466666668,4745.147733333333,1234.8522666666665
803,2971.9874833433337,1717.3612333333333,4664.05375,1254.62625
804,2769.7109528833334,1597.7471533333332,4566.8961,1171.9638
805,2575.8741109133334,1505.5855066666666,4382.491366666667,1070.2886333333333
806,2388.6194642033333,1365.3311566666666,4056.7115833333332,1023.2884166666668
807,2202.08402824,1240.85945,3684.6754,961.2246
808,2212.0388890966665,1138.0005466666667,3105.9616566666664,1074.0383433333334
809,2312.8698932966668,629.36235,2594.8349566666666,1119.2650433333333
810,2246.88191667,649.94525,2230.6384333333335,1049.3615666666667
811,2295.0525467366665,663.0527999999999,1866.2196533333336,1041.0003466666665
812,2062.82726332,677.50265,1835.959786666667,813.3369133333332
813,2163.76076203,865.81063,1637.6539666666665,869.4242333333334
814,2291.6454570933333,1354.90781,1290.6442533333334,936.7376466666667
815,2507.104262016667,1489.2288800000001,1303.6457166666669,1017.8752833333333
816,2951.52790661,2028.5093800000002,1348.4701733333334,1152.5185266666667
817,3090.0706804733336,2096.8295866666667,1506.7141066666666,1222.7409933333333
818,3165.9834491233332,2142.5380666666665,1949.6801166666667,1223.5452833333334
819,3178.08664663,2051.447916666667,2217.24287,1306.6387300000001
820,3201.8605461800003,2084.45689,2695.6789433333333,1297.4036566666664
821,3313.3426104266664,2046.0428633333331,3362.8195533333333,1283.0804466666668
822,3265.6705895333334,2032.1179266666666,3846.447436666667,1233.5526633333334
823,3206.81537915,2007.069433333333,4253.034053333333,1199.7459466666667
824,3168.37611621,1940.209716666667,4510.6936,1228.1663999999998
825,3089.8459754,1891.1606166666663,4719.99464,1198.68536
826,2920.769535086667,1761.7774933333335,4821.00796,1158.99204
827,2762.57423953,1668.8405599999999,4824.94632,1093.73368
828,2550.56473421,1498.6384333333333,4686.9337,1051.9263
829,2343.14150377,1377.8513033333334,4487.4898,965.2901999999999
830,2216.8981300200003,1281.0618666666667,4144.163766666667,935.8362333333334
831,2094.95928331,1170.5350333333333,3721.47562,924.4243799999999
832,1878.7340124466668,1031.84155,3333.1075666666666,846.8924333333333
833,2208.3180058400003,629.699,2706.446793333333,1007.6532066666671
834,2168.18190378,595.9721999999999,2280.1916966666663,999.8083033333335
835,2240.1597566833334,662.68645,1883.9708933333332,1023.2491066666668
836,2347.6572408866664,677.99825,1604.8988100000001,1066.23079
837,2203.9670946600004,829.1346533333334,1600.0117599999999,924.9743400000001
838,2290.5109941633336,1336.5052433333335,1288.83835,954.0057499999999
839,2465.6272029433335,1435.3520366666667,1299.6574333333333,1030.2750666666668
840,2744.19199087,1886.4957566666667,1415.8208666666667,1087.1962333333333
841,2823.8780317500004,1931.0652966666667,1600.7434666666666,1122.3127333333334
842,2934.89724551,2021.11761,2047.5093666666667,1113.3308333333334
843,3119.874502166667,2049.6913799999998,2289.83648,1250.1831200000001
844,3141.7437008433335,2030.2543,2693.8477,1291.4894000000002
845,3161.67774709,1920.1901566666666,3357.35501,1288.54499
846,3213.0920737466668,1908.7302066666666,3775.6381333333334,1304.3618666666666
847,3183.790632176667,1886.17599,4155.16536,1297.6146399999998
848,3249.3564995399997,1920.15566,4409.65916,1329.2008399999997
849,3162.13315869,1824.0267199999998,4580.57356,1338.10644
850,3042.697036616667,1704.43807,4641.741033333334,1338.2589666666668
851,2833.9218437900004,1565.6215033333333,4650.3796600000005,1268.30034
852,2767.6316908599997,1546.7785,4518.00681,1220.85319
853,2790.49701369,1470.5961333333332,4132.87922,1319.90078
854,2720.26480295,1451.3767466666666,3811.1120033333336,1268.8879966666666
855,2461.620693746667,1322.8031266666667,3507.0824433333332,1138.8175566666666
856,2148.667819506667,1202.97748,3234.30965,945.69035
857,2160.04188375,532.6744999999999,2642.1335166666668,1071.9664833333334
858,2250.7982486733335,626.5818,2207.0781500000003,1072.92185
859,2005.0423033300003,599.0417,2067.1205966666666,840.0994033333335
860,2062.5484828900003,638.8978999999999,1815.8440166666667,840.9785833333335
861,1989.6521404300001,761.0806466666668,1779.7682066666666,754.6285933333334
862,2020.7612204466666,1154.4772066666665,1367.8111866666666,866.2840133333334
863,2291.7557508966665,1305.89305,1341.0307,985.8627
864,2588.60259247,1770.1856733333334,1440.70588,1047.9169200000001
865,2900.8697013,1990.10766,1582.22536,1140.26204
866,3016.703376223333,2055.1715666666664,2012.32709,1161.3426100000001
867,3148.571070456667,2102.4991066666666,2304.4766366666668,1226.0719633333333
868,3292.6379413333334,2204.32868,2696.70084,1268.30926
869,3272.8720074733333,2018.61592,3384.2379133333334,1261.6620866666667
870,3204.281755756667,1936.59773,3812.315973333333,1267.6840266666666
871,2992.959687116667,1803.1488666666667,4262.96918,1189.8108200000001
872,2916.16997466,1755.3931733333334,4578.0832,1160.7768
873,2866.4732896433334,1701.73599,4753.9427,1164.7373
874,2746.67674333,1645.6582433333333,4878.9815,1101.0185
875,2720.4574958499998,1605.1385966666667,4803.3611,1115.3189
876,2619.7678866300002,1540.0025366666666,4659.09465,1079.76535
877,2504.8568979933334,1377.7916866666667,4325.71488,1127.06512
878,2429.91815334,1343.7614333333333,3993.8432900000003,1086.15671
879,2184.7099170933334,1196.9112266666666,3658.10112,987.79888
880,2044.9399496,1102.87006,3237.93006,942.0699400000001
881,2157.39786754,625.7763,2764.117133333333,949.9828666666666
882,2211.06948051,620.62018,2242.5007,1037.4993
883,2245.95472959,620.20836,1849.75153,1057.46847
884,2140.3256824233335,651.6415,1756.3210166666665,909.5219833333335
885,2102.9784295866666,779.8956966666667,1651.3298666666667,862.0275333333334
886,2350.5790191566666,1452.98416,1338.88594,897.5948599999999
887,2469.7972624233334,1519.5851,1360.7719366666665,950.2121633333334
888,2824.9135995666666,1987.6979766666666,1418.5977766666667,1066.7156233333335
889,3079.8401370933334,2098.1384199999998,1505.8827833333332,1211.2017166666667
890,3270.0489320300003,2204.11139,1929.7457566666667,1266.0974433333336
891,3252.921702853333,2130.020163333333,2216.8498600000003,1302.90154
892,3359.5693691100005,2200.8361833333333,2632.063713333333,1338.7331866666668
893,3343.4279929100003,2026.51908,3306.8750866666664,1339.0249133333334
894,3296.198992456667,2005.3816900000002,3789.1826966666667,1290.8173033333333
895,3235.98537003,1983.3701866666668,4200.164816666666,1252.6151833333333
896,3093.1423938233334,1807.8259533333332,4453.54356,1285.31644
897,3023.4534829333334,1718.8017833333333,4614.0283,1304.6517000000001
898,2983.8454475333338,1696.0601933333332,4692.2147466666665,1287.7852533333335
899,2745.9068432766667,1612.7262666666666,4785.499423333333,1133.1805766666666
900,2522.66448624,1503.7522866666666,4719.9478,1018.9122
901,2483.07985375,1420.8311633333335,4390.5313,1062.2487
902,2425.8074762333335,1345.0675933333332,3999.2602166666666,1080.7397833333334
903,2239.0387308433337,1231.9850933333335,3638.846363333333,1007.0536366666668
904,1999.53907803,1088.1393266666666,3268.60034,911.39966
905,2262.450993266667,637.64855,2645.333256666667,1068.7667433333334
906,2257.625474183333,576.9667000000001,2164.7387266666665,1115.2612733333333
907,2311.767617543333,603.5666,1787.8994833333336,1119.3205166666664
908,2225.625866706667,683.0716,1707.4460333333336,955.0865666666665
909,2183.760743346667,911.0423133333333,1725.3494699999999,807.4597300000003
910,2278.59065129,1418.9227466666664,1389.1150966666667,859.6678033333333
911,2340.5809558600004,1296.1441133333333,1299.4235566666666,1044.4368433333334
912,2633.035441156667,1737.30241,1370.6018666666666,1125.2329333333334
913,2808.90351624,1898.07566,1575.7485433333334,1140.3277566666666
914,2799.854096676667,1855.8341966666667,2022.9267,1144.1507000000001
915,2993.4413474733337,1956.0248466666665,2318.6245999999996,1217.4165000000003
916,3102.3363667033336,2037.9760533333333,2726.0459866666665,1244.3603133333336
917,3160.4239467166667,1947.4319066666667,3379.82036,1266.07964
918,3228.5009842166664,1956.5526666666665,3808.0516833333336,1271.9483166666666
919,3108.31154159,1897.5592166666665,4242.027673333333,1210.7523266666667
920,2991.3926291933335,1819.01943,4566.4868,1172.3732
921,2877.4019253300003,1745.8426866666669,4787.12076,1131.55924
922,2888.289188676667,1745.60939,4837.3202,1142.6798
923,2738.2976367133333,1625.0867833333334,4805.469146666666,1113.2108533333335
924,2644.8269584199998,1508.2975466666667,4602.33058,1136.5294199999998
925,2522.9689133,1408.127273333333,4337.9383,1114.8417000000002
926,2359.8324887000003,1367.80106,4087.9684500000003,992.03155
927,2162.0272304,1264.2789,3748.1518,897.7482
928,2235.02503324,1156.9048666666667,3101.8798833333335,1078.1201166666665
929,2205.23475465,585.97054,2647.0768866666667,1067.0231133333334
930,2147.1601600133336,575.97397,2269.48971,1010.51029
931,2247.1851324233335,661.55034,1895.4812066666666,1011.7387933333334
932,2095.5686104166666,641.95251,1763.9486000000002,886.7075
933,2197.6135928766666,873.8197933333333,1700.9163,831.0981
934,2357.5496924266668,1353.7448933333335,1238.8346,1003.8048000000001
935,2742.08728871,1569.6701633333334,1148.7422733333333,1172.4171266666667
936,3136.109170026667,1986.4748,1105.34173,1379.1343699999998
937,3331.5668537966667,2235.8735633333335,1400.6774100000002,1325.19329
938,3391.7530508500004,2221.6123666666667,1803.4776166666666,1369.6876833333333
939,3490.727451996667,2290.80644,2173.327586666667,1379.9210133333331
940,3357.84667665,2240.941483333333,2685.436006666667,1296.9051933333333
941,3294.84714915,2045.4979566666666,3344.392506666667,1301.507493333333
942,3216.4679404233334,1931.7347066666666,3795.2667666666666,1284.7332333333331
943,3033.0079399933334,1755.2829566666667,4175.055016666667,1277.7249833333333
944,2984.92286665,1680.03066,4433.967793333333,1304.8922066666667
945,2997.8976113366666,1705.6803933333333,4626.462783333333,1292.2172166666664
946,2890.8152746566666,1668.1969666666666,4757.381693333334,1222.6183066666665
947,2707.0655754,1572.21889,4783.8333133333335,1134.8466866666665
948,2449.0307971266666,1409.2265666666667,4699.05572,1039.80428
949,2348.5030008933336,1332.07053,4436.34764,1016.43236
950,2220.1474766566666,1242.1848366666666,4102.03744,977.96256
951,2193.52306249,1189.58461,3641.9615466666664,1003.9384533333334
952,1871.8388170966668,999.1867433333332,3307.3479266666664,872.6520733333336
953,1983.1156429166667,551.10939,2838.8210966666666,875.2789033333332
954,2202.834633783333,654.46556,2290.570526666667,989.4294733333332
955,2269.338497093333,632.4252,1837.7169033333334,1069.5030966666666
956,2388.4361350833333,653.68512,1486.7949866666663,1163.7589133333336
957,2350.2816928733337,890.91539,1490.9515966666665,1016.6521033333333
958,2571.96755421,1517.2382333333335,1215.3116799999998,1054.72932
959,2653.2847470799998,1556.8594,1231.3529533333335,1096.4253466666667
960,2984.2803832733334,1948.9322433333334,1205.3891600000002,1264.8481399999998
961,3210.0301949166665,2072.8331866666667,1372.21499,1366.6970099999999
962,3342.95966667,2168.631193333333,1810.500626666667,1374.417173333333
963,3552.5016686999998,2286.146553333333,2107.2974833333337,1446.3551166666664
964,3535.4811428866665,2266.0652133333333,2553.9628700000003,1449.41593
965,3471.6069371533335,2166.981906666667,3315.54577,1330.35423
966,3181.0887791133337,2047.0926800000002,3946.0039,1133.9961
967,3042.0653717166665,1859.6326299999998,4270.3472600000005,1182.43274
968,3032.008499103333,1805.56038,4512.41188,1226.44812
969,2750.9483733166667,1616.0439733333333,4783.7756,1134.9044
970,2742.90084955,1594.0632699999999,4831.162420000001,1148.83758
971,2605.51390796,1513.4269466666667,4826.59304,1092.0869599999999
972,2743.79680997,1528.8091466666667,4523.872386666667,1214.9876133333335
973,2660.6034517933335,1471.9735266666667,4264.150046666667,1188.6299533333336
974,2604.8524037666666,1423.2370133333334,3898.3846399999998,1181.61536
975,2420.704337516667,1315.1524666666664,3540.34812,1105.55188
976,2194.29954421,1127.3552499999998,3113.0557466666664,1066.9442533333333
977,2385.753868696667,634.4681500000002,2528.79558,1185.30442
978,2191.3004980233336,588.45987,2241.5495733333332,1038.4504266666665
979,2394.2945142333333,706.6933600000001,1810.2441466666667,1096.9758533333334
980,2174.646683376667,674.656,1736.8647166666667,918.9383833333335
981,2280.2003376000002,820.2457666666668,1503.60293,1019.4145699999999
982,2404.7346986766665,1382.0566000000001,1235.6075,1022.6781
983,2600.49904422,1495.01836,1242.3639166666667,1105.4805833333332
984,2891.4867413233333,1943.8257533333333,1318.5029133333335,1177.1609866666665
985,3061.2377532633336,2051.90582,1484.1428666666668,1238.8318333333332
986,3229.8805809100004,2148.72062,1901.37914,1280.7072600000001
987,3306.7306562066665,2177.4460066666666,2212.83885,1309.2846499999998
988,3417.52639712,2249.6655,2647.518103333334,1347.8608966666666
989,3422.0564899833334,2145.7086733333335,3301.127383333333,1336.3478166666669
990,3123.3025862766667,1982.07348,3938.7708933333333,1141.2291066666667
991,2948.4580041866666,1779.8253033333333,4284.1473000000005,1168.6326999999999
992,2795.822989983333,1617.34639,4560.3834,1178.4766
993,2773.96572051,1585.1422200000002,4729.8565,1188.8235
994,2742.64236159,1611.2487133333332,4848.60635,1131.39365
995,2704.1461520300004,1627.1579033333333,4841.69175,1076.98825
996,2573.96655709,1504.2980466666666,4669.1915,1069.6685
997,2444.73019338,1408.5820633333333,4416.6317500000005,1036.14825
998,2148.56984,1286.92117,4218.3512,861.6488
999,1946.7773642000002,1154.9560933333335,3854.0788000000002,791.8212
1000,1887.42144465,1080.97807,3373.5566266666665,806.4433733333333
1001,2068.58015294,602.5983,2823.714946666667,890.3850533333334
1002,2033.8610762766666,529.7090000000001,2349.7545233333335,930.2454766666665
1003,2160.8843337866665,562.83375,1894.3500166666665,1012.8700833333334
1004,2264.384921316667,671.9506,1619.6627799999997,1030.7138200000004
1005,2397.0602920333336,919.6846500000001,1484.1654566666666,1035.5178433333333
1006,2482.0046200266665,1471.25504,1224.0138200000001,1010.7495799999999
1007,2744.8826717766665,1621.51949,1204.1586200000002,1123.3631799999998
1008,2908.4996042,1978.34547,1323.2748666666666,1159.6541333333332
1009,3178.8970558166666,2139.1444533333333,1469.5251966666667,1269.2526033333334
1010,3299.9661095466668,2147.6954166666665,1817.5412066666665,1352.1360933333333
1011,3388.051170033333,2208.24658,2172.16031,1359.80459
1012,3484.396149943333,2240.18225,2572.2449,1424.2138999999997
1013,3486.17693961,2153.9493333333335,3256.569793333333,1389.3302066666665
1014,3358.365824626667,2068.4361233333334,3790.0703,1289.9297000000001
1015,3262.960233736667,1985.9086433333332,4175.72841,1277.05159
1016,3239.40215291,1915.2226666666668,4414.680513333334,1324.1794866666667
1017,3076.91524579,1796.2541466666667,4638.0189,1280.6611
1018,2964.49170285,1708.3081633333331,4723.81646,1256.18354
1019,2794.504138383333,1571.6044200000001,4695.7802833333335,1222.8997166666668
1020,2809.5632195666667,1502.22094,4431.51772,1307.34228
1021,2666.4832162466664,1407.1475533333332,4193.444426666667,1259.3355733333333
1022,2501.6559233400003,1278.5455166666666,3856.889553333333,1223.110446666667
1023,2349.1329167266667,1242.2700833333333,3539.037136666667,1106.8628633333333
1024,2081.3886946933335,1147.67215,3246.2834566666666,933.7165433333333
1025,2009.40748752,537.4745600000001,2778.4302733333334,935.6697266666666
1026,2105.44239285,626.06266,2383.045466666667,896.9545333333331
1027,2219.351403763333,673.5426500000001,1939.332846666667,967.8871533333331
1028,2113.10049245,688.6874,1816.7489066666667,847.1316933333333
1029,2266.4560982566663,764.8194866666668,1500.514286666667,1028.6628133333331
1030,2319.04421916,1269.5430900000001,1162.83477,1049.5011299999999
1031,2683.67391863,1505.0437233333332,1136.6807033333332,1178.6300966666668
1032,2880.847789133333,1912.82808,1294.1065899999999,1197.51981
1033,3051.138619516667,2030.72982,1475.7609,1249.9088000000002
1034,3222.55701,2090.10147,1867.86666,1331.6322400000001
1035,3276.7438195033333,2107.168166666667,2193.067846666667,1349.5756533333333
1036,3276.160120416667,2107.422253333333,2649.1263333333336,1348.7378666666666
1037,3376.583760456667,2116.9674066666666,3322.3096466666666,1319.6163533333333
1038,3438.82866,2121.10752,3762.27896,1317.72114
1039,3612.1017795166667,2139.35174,3980.02996,1472.7500400000001
1040,3483.841300023333,2047.5215466666666,4302.5402466666665,1436.3197533333332
1041,3275.1529804433335,1927.551613333333,4571.0786333333335,1347.6013666666668
1042,3170.95741158,1848.2279066666667,4657.270493333333,1322.729506666667
1043,3059.601769606667,1749.3703066666667,4608.448536666667,1310.2314633333335
1044,2869.4796908733338,1569.8402066666667,4439.220516666666,1299.6394833333334
1045,2528.417015106667,1411.49496,4335.8580366666665,1116.9219633333335
1046,2207.1273005099997,1294.2955299999999,4167.1682,912.8317999999999
1047,2022.14523002,1152.80842,3776.5633000000003,869.3367000000001
1048,1878.1239357200002,1068.7302133333333,3370.6062666666667,809.3937333333333
1049,2249.94095091,608.18565,2644.8338,1069.2662
1050,2190.758925333333,608.5350500000001,2261.9581233333333,1018.0418766666666
1051,2275.660854216667,679.6592,1869.8858466666666,1037.3341533333335
1052,2176.34765289,710.65625,1771.2254966666665,884.7570033333334
1053,2060.80082824,708.43098,1633.14425,892.88465
1054,2261.9075191066668,1311.6294333333333,1289.7346133333333,950.2780866666667
1055,2571.72870007,1531.8806200000001,1280.23732,1039.84808
1056,2779.8665128733332,1925.4457533333334,1407.37554,1083.92076
1057,3161.8537871466665,2174.825283333333,1506.5926966666666,1216.5285033333334
1058,3363.59205246,2226.4083233333336,1843.60827,1336.9111300000002
1059,3483.3255009133336,2235.1714533333334,2116.2615533333333,1428.1540466666665
1060,3623.440687153334,2329.009973333333,2529.177186666667,1474.4307133333334
1061,3647.830803346667,2231.92328,3166.4536766666665,1475.9075233333335
1062,3535.0356433166667,2180.3603166666667,3725.3246733333335,1354.6753266666667
1063,3272.832797116667,2076.521656666667,4256.46886,1196.31114
1064,3064.8296475433335,1918.3019666666667,4592.3323199999995,1146.52768
1065,2939.85310585,1822.1826066666665,4801.0095,1117.6705
1066,2873.5164332900004,1750.7894533333333,4857.2730200000005,1122.72698
1067,2750.30326,1641.83588,4810.21262,1108.46738
1068,2530.0736537566668,1483.8472333333334,4692.63346,1046.22654
1069,2408.9200137566663,1400.3750133333333,4444.2348999999995,1008.5450999999999
1070,2255.466352,1310.0688633333334,4134.60254,945.39746
1071,2096.4547157800002,1249.3757866666665,3798.82108,847.07892
1072,1744.6123617066667,1013.1445699999999,3448.53212,731.46788
1073,2101.76033954,629.8472999999999,2802.06106,912.0389400000001
1074,2152.601341323333,577.6329999999999,2274.07856,1005.9214400000001
1075,2203.1355691,631.63315,1886.25268,1020.96742
1076,2122.478345343334,656.7931,1775.1693533333332,882.3270466666669
1077,2197.5633713,768.34466,1578.20909,952.06051
1078,2455.3506991366667,1432.5602866666666,1233.4975866666666,1022.7904133333334
1079,2704.36108496,1528.1479366666667,1140.5596500000001,1176.21305
1080,2919.7664528833334,1962.7714033333334,1279.0063499999999,1186.49505
1081,3194.810296196667,2141.286496666667,1441.2398,1283.0239000000001
1082,3352.0719029300003,2208.7213033333333,1849.4121,1343.8741
1083,3382.7104033066666,2257.401,2225.406296666667,1305.3094033333332
1084,3382.59812663,2267.0059966666668,2715.40627,1295.59213
1085,3353.871623756667,2143.91258,3369.1413566666665,1269.9590433333333
1086,3310.295012453333,2036.7341733333335,3806.43916,1273.56084
1087,3249.7251538,1959.7240866666666,4162.778933333333,1290.0010666666667
1088,3142.72924245,1877.1802633333332,4473.31102,1265.54898
1089,3078.2813132633332,1771.3689466666667,4611.767633333333,1306.9123666666665
1090,2919.4132933733335,1726.2546466666668,4786.841353333333,1193.1586466666668
1091,2746.2760437933334,1650.0422433333333,4822.4462,1096.2338
1092,2529.3533057833333,1490.4044166666667,4699.91106,1038.94894
1093,2442.1083271433336,1368.3272933333335,4378.998866666667,1073.7811333333332
1094,2336.46481,1306.09166,4049.62694,1030.37306
1095,2145.335458,1183.21251,3683.7770033333336,962.1229966666666
1096,1884.1898699966669,1011.6934666666667,3307.5036466666666,872.4963533333333
1097,2131.37134506,643.77095,2796.990006666667,917.1099933333333
1098,2293.2471833833333,602.6222,2155.0103166666668,1124.9896833333332
1099,2315.8781113,641.96295,1815.51124,1091.70876
1100,2178.4001062133334,669.43725,1711.7130433333332,937.6132566666668
1101,2137.9711600266664,886.2627466666667,1736.8466866666668,796.9010133333331
1102,2170.3927500233335,1300.6915633333335,1372.4879133333334,869.7012866666666
1103,2529.578487116667,1511.87933,1326.7628433333332,1017.6991566666668
1104,2768.62790291,1878.1031,1356.1709966666667,1120.0248033333332
1105,3157.07876668,2110.0412866666666,1467.50642,1276.53738
1106,3232.20517754,2055.9591299999997,1811.3670533333334,1376.0286466666666
1107,3328.1671996166665,2063.2676300000003,2095.48393,1444.89957
1108,3217.80322333,2063.845496666667,2637.2455733333336,1333.9577266666665
1109,3295.9835308399997,2030.8639833333332,3336.6075533333333,1309.2924466666668
1110,3272.903829616667,1974.1748866666667,3781.2710566666665,1298.7289433333335
1111,3154.6996523933335,1863.5030733333333,4161.58342,1291.19658
1112,2962.8950408666665,1750.5392733333333,4526.504233333333,1212.3557666666668
1113,2990.281210906667,1731.4036766666666,4659.802466666666,1258.8775333333335
1114,2897.5274728733334,1674.3604400000002,4756.832966666667,1223.1670333333334
1115,2899.5019799333336,1635.7591133333335,4654.937133333333,1263.7428666666667
1116,2669.8318604466667,1493.3269533333332,4562.355093333334,1176.5049066666668
1117,2510.7695258133335,1406.1204266666666,4348.1309,1104.6491
1118,2374.06472871,1339.6497133333335,4045.5848333333333,1034.4151666666664
1119,1949.3554909000002,1105.41497,3801.95932,843.9406800000002
1120,1807.4344366533335,971.0967400000001,3343.6623033333335,836.3376966666666
1121,2063.9555375933332,600.28765,2824.399913333333,889.7000866666667
1122,2137.3909728766666,646.2132,2341.1650266666666,938.8349733333333
